,Questions,Correct,A,B,C,D
386,"Why were Thylacines called Tigers?
",because of the stripes on their back,because of the vicious way in which they killed their prey,because they looked like cats,because of their mean disposition,because of the stripes on their back
387,"Was there ever any evidence found after 1936 that Thylacines may have still been living in Australia?
",Yes,No,Yes,,
388,"It was proven that Thylacines killed some sheep in 1957.
",False,False,True,,
389,"What was the fine for shooting a Thylacine?
","$5,000","$10,000","$1,000","$3,000","$5,000"
390,"In what year were Thylacines classified as extinct?
",1986,1986,1979,1974,1965
391,"In 1984 what famous mogul offered a $100,000 reward for proof of the continued existence of Thylacines?
",Ted Turner,Donald Trump,Rupert Murdock,Ted Turner,Bill Gates
392,"What is a pangolin?
",A scaly ant-eating mammal,A scaly ant-eating mammal,A poisonous snake,A type of fish,A type of waterfowl
393,"What does the Malaysian word pangolin mean?
",Roll into a ball,Armor,Roll into a ball,Walking Pinecone,Scaly Anteater
394,"Pangolins have no teeth.
",True,True,False,,
395,"The tongue of a pangolin is so long that it is anchored to its pelvis.
",True,False,True,,
396,"Are pangolins related to anteaters and armadillos?
",No,Yes,No,,
397,"Can pangolins walk on their hind legs?
",Yes,Yes,No,,
398,"Which of these statements concerning the way in which pangolins defend themselves is false?
",They run away very quickly.,They run away very quickly.,They spray a noxious odor like a skunk.,They curl up in a ball.,They attack by slashing their long claws or whipping their tails.
399,"The armor plates of pangolins are made of tough bone.
",False,False,True,,
400,"How many young pangolins can an adult pangolin have at one time?
",1-2,1-2,3-4,4-5,2-3
401,"Although not all bear subspecies are vicious, there is a tendency for increase in bear attacks due to this factor.
",Destruction of bears natural habitat,Destruction of bears natural habitat,Pollution,Genetical mutation of bears,Hunting
402,"Despite sharksâ€™ bad reputation thanks to movies out of 300 species of sharks only this much are known to have attacked and killed a man.
",4,4,10,2,11
403,"Although jellyfish may seem to you calm and harmless, an encounter with some species may leave you in excruciating pain and even kill you in minutes. Which of the following species of jellyfish is venomous enough to kill a man?
",Box jellyfish,Sea nettle,Mastigias,Box jellyfish,Medusa Jellyfish
404,"Weâ€™ve seen these animals as friendly and approachable but the truth is that theyâ€™re unpredictable. What is the average number of fatalities a year elephants cause?
",300-500,150-200,20-40,300-500,1000-1500
405,"Hippopotamuses may seem slow, lazy and bulky but in fact are one of the most dangerous African animals. Which of the following should you avoid in order to prevent a hippopotamus attack?
",All of these,Standing between the hippopotamus and its calf,All of these,Surprising the hippopotamus,Blocking the hippopotamusâ€™ way
406,"Crocodiles like to stay motionless in water and wait for the perfect time to strike. These powerful prehistoric creatures annually give what estimated number of fatalities?
",600-800,1000-1500,50-100,100-200,600-800
407,"If you happen to be near a big cat (e.g. lion, tiger, lynx) that seems to be about to attack you, which of the following shouldnâ€™t you do in any case?
",Turn back and run,Scream and shout,Try to look larger than you really are,Turn back and run,Stare at its eyes
408,"Although only a small percent of scorpions are venomous to people, 800 to 2000 human deaths each year are caused by scorpions. During which part of the day are these creatures most active?
",Night,Morning,All day,Noon,Night
409,"Which of the following statements about snakes is not true?
",Snakes will attack almost always they sense the presence of a human.,Snakes can strike upto half their length.,A fully grown king cobra can rear up so it looks a human in the eyes.,Not all venomous snakes are capable of killing a man.,Snakes will attack almost always they sense the presence of a human.
410,"Surprisingly, the number one killer among animals with about 2-3 million human fatalities a year is a tiny insect. Which is it?
",Mosquito,Bee,Mosquito,Tsetse fly,Wasp
411,"How many species of rhinoceros survive in the wild?
",5,2,5,4,3
412,"Which of these is NOT a species of rhinoceros?
",African Rhino,African Rhino,Indian Rhino,Javan Rhino,Sumatran Rhino
413,"The deaths caused by rhinos in India and Nepal exceed the total number of deaths caused by leopards and tigers.
",True,True,False,,
414,"Throughout the period from the 1970s to the end of the 20th century, the rhinoceros numbers declined by approximately what percentage?
",90%,50%,90%,60%,75%
415,"In Asian folklore the rhinoceros would stomp out fires in the jungle.
",True,True,False,,
416,"What is the life span of a rhino?
",40 years,15 years,40 years,20 years,30 years
417,"The species name White Rhinoceros is the result of mis-translation of the word white.
",True,True,False,,
418,"What is the gestation period of a rhino?
",16 months,12 months,16 months,20 months,24 months
419,"What is the #1 reason for the rhinos decline worldwide?
",Poaching,Disease,Farming,Predators,Poaching
420,"Hyenas are only found in Africa.
",False,True,False,,
421,"Hyenas are most closely related to what creatures?
",Mongoose,Badger,Bears,Cats,Mongoose
422,"Hyenas were domesticated and eaten in ancient Egypt.
",True,False,True,,
423,"In which of these African environments are hyenas NOT found?
",Desert,Desert,Forests,Mountains,Grasslands
424,"Are male hyenas the dominant members of their groups?
",No,Yes,No,,
425,"Which of these is not a species of hyena?
",Golden,Brown,Striped,Golden,Spotted
426,"Are spotted hyenas considered an endangered species?
",No,Yes,No,,
427,"What is a group of hyenas called?
",Clan,Pack,Posse,Giggle,Clan
428,"According to the Medieval Bestiary hyenas have the ability to change their sex.
",True,False,True,,
429,"What country was home to the Moa?
",New Zealand,New Zealand,Puerto Rico,Indonesia,Madagascar
430,"How many species of Moa are known to have existed?
",11-15,3-5,5-7,10-13,11-15
431,"The Moa was unique because even though it was a bird it had no wings.
",True,True,False,,
432,"What was the main reason for the extinction of the Moa?
",It was hunted by man for food.,It was hunted by man for food.,There was not enough room on the island for so many large birds,It could easily be caught by predators.,It got to large to support itself.
433,"What animal was the number one predator of the Moa?
",An extinct species of eagle,They had no predator they were too large,An extinct species of eagle,An extinct species of lion,An extinct species of wolf
434,"Was the male Moa larger than the female?
",No,No,Yes,,
435,"Is the Moa related to the kiwi, a living species of flightless bird from New Zealand?
",No,No,Yes,,
436,"In what year were the first Moa remains discovered by Europeans?
",1839,1765,1857,1839,1724
437,"Which of these European countries is not home to any wild native reindeer?
",Switzerland,Finland,Switzerland,Russia,Scotland
438,"Both male and female reindeer grow antlers.
",True,False,True,,
439,"Approximately how many miles per year can the North American caribou travel?
","3,000","11,000","1,000","3,000","7,000"
440,"Reindeer are strict herbivores (vegetarians).
",False,False,True,,
441,"Approximately how many reindeer live in Eurasia?
",5 million,10 million,5 million,15 million,1 million
442,"Siberians  use reindeer to ride on.
",True,False,True,,
443,"Which of these is not a species of reindeer?
",Northern caribou,Woodland carribou,Northern caribou,Arctic reindeer,Mountain reindeer
444,"Are reindeer antlers used as a food by humans?
",Yes,Yes,No,,
445,"How many species of pigeons and doves exist?
",300,200,375,300,250
446,"Pigeon and dove fossils are regularly found giving us a lot of information on pigeon evolution?
",False,False,True,,
447,"Pigeons are master nest builders.
",False,False,True,,
448,"Why are pigeon nests or eggs rarely seen?
",Pigeons are cliff dwellers and build their nests in high places.,Pigeons are cliff dwellers and build their nests in high places.,Pigeons do their best to conceal nests.,Pigeons are picky and only build nests high up in certain types of trees.,Pigeons dont build nests.
449,"Pigeons were so valuable in wartime that some won medals for their service.
",True,True,False,,
450,"Pigeons are only one of seven species to pass the mirror test, which tests if animals recognize their own reflected image.
",True,False,True,,
451,"What is the common name for the pigeon that we see in the city streets and in our backyards?
",Rock Dove,Mourning Dove,Rock Dove,Common Dove,Fancy Dove
452,"Dinosaurs lived during which geologic era?
",Mesozoic,Cretazoic,Protozoic,Holozoic,Mesozoic
453,"The word dinosaur is a combination of two Greek words. One word  means lizard. What does the other word mean?
",Terrifying,Terrifying,Herbivorous,Godlike,Beautiful
454,"Dinosaurs once roamed Colorado and Wyoming.
",True,True,False,,
455,"Name the theropod dinosaur with a long head, flat snout, and large sickle-shaped claw on the second toe of each foot.
",Velociraptor,Stegosaurus,Velociraptor,Tyrannosaur,Raptor
456,"Name the prehistoric reptile of the late Jurassic and Cretaceous period with featherless wing membrane.  It is believed this reptile flew.
",Pterodactyl,Bronchialsaurus,Accipitridae Raptor,dactylic raptor,Pterodactyl
457,"The name brontosaurus is derived from the Greek words sauros, which means lizard, combined with another word. What does the word bronte mean?
",Thunder or roar,Large,Long neck,Poetic,Thunder or roar
458,"The species Tyrannosaurus Rex  was herbivorous.
",False,False,True,,
459,"Which of these dinosaurs had dorsal plates and spikes?
",Stegosaurus,Heloderma  suspectum,H. horridum,Hydrodamalis gigans,Stegosaurus
460,"According to history/science/geology, dinosaurs became extinct approximately how many years ago?
",65 million,10 million,25 million,80 million,65 million
461,"This reptile, endemic to new Zealand, is the only surviving rhynchocephalian.
",Tuatara,Perisssodactyl,None of these,Kephalosaurus,Tuatara
462,"Which one of these movies tells the story of Littlefoot, an Apatosaurus in search of the Great Valley where dinosaurs can live in peace?
",The Land Before Time,Walking With Dinosaurs,Jurassic Park,King Kong,The Land Before Time
463,"Which of these books about prehistoric animals and dinosaurs was written by Arthur Conan Doyle?
",The Lost World,Dinosaur Planet,Jurassic Park,Dinotopia,The Lost World
464,"In the 1980s, who voiced the character of Dino, the pet dinosaur in the animated series The Flintstones?
",Mel Blanc,Frank Welker,Mel Blanc,Jean Vander Pyl,Alan Reed
465,"In the book Jurassic Park, the fictional island Isla Nublar, where recreated dinosaur species live, is situated in which part of the world?
",Near Costa Rica,Near Costa Rica,Near Japan,Near Chile,Near Spain
466,"The BBC series Walking with Dinosaurs, which won three Emmy Awards, consisted of how many parts?
",6,12,3,6,2
467,"The design of the Japanese fictional monster Godzilla was based on the characteristics of which dinosaur?
",All of these,Stegosaurus,All of these,Tyrannosaurus,Iguanodon
468,"In the cartoon Dinosaucers, Bronto Thunder is what kind of dinosaur?
",An evolved Apatosaurus,An evolved Apatosaurus,An evolved Stegosaurus,An evolved Archaeopteryx,An evolved Triceratops
469,"What is Dinotopia, the fictional place where humans and dinosaurs live together in James Gurneys books and Hallmarks mini series?
",A hidden island,A planet,A hidden island,A mountain,A large volcano
470,"Which band recorded a song called Brontosaurus which includes the following verse:
",,w her daddys getting old,d he seemed to lose control,en the brontosaurus,ormed into the house to trap her.?
471," her daddys getting old
",d he seemed to lose control,en the brontosaurus,ormed into the house to trap her.?,ELO,ELO
472,"What kind of celestial body is the 9949 Brontosaurus?
",Asteroid,Asteroid,Planet,Star,Black hole
473,"What is the meaning of the term Triceratops, referring to a dinosaur genus discovered in 1888 in North America?
",Three horns on the face,Three heads,Beast with three tails,Three-tongued beast,Three horns on the face
474,"Which one of these dinosaurs was bigger than a dog?
",Triceratops,Saltopus,Parvicursor,Microraptor,Triceratops
475,"In the scientific classification of animals, what does the term Dinosauria signify?
",A superorder,A family,A superorder,A genus,A kingdom
476,"Fossils of a Velociraptor attacking a Protoceratops, proving that dinosaurs attacked and ate each other, were discovered in which part of the world in 1971?
",The Gobi Desert,Death Valley,The Gobi Desert,The Balkans,"Bernissart, Belgium"
477,"Which one of these dinosaurs was carnivorous?
",Eoraptor,Eoraptor,Diplodocus,Maiasaura,Triceratops
478,"Which one of these dinosaurs was herbivorous?
",Protoceratops,Velociraptor,Protoceratops,Tyrannosaurus,Allosaurus
479,"No dinosaur fossils have been found on which one of these continents?
",None of these,Antarctica,Europe,Africa,None of these
480,"How many fingers did the Tyrannosaurus rex have on its forelimbs?
",2,4,3,5,2
481,"The first evidence of herding behaviour among dinosaurs was discovered in 1878 in which part of the world?
",Belgium,USA,Argentina,Belgium,China
482,"Which one of these statements about the Seismosaurus, the Earth-shaking lizard, is wrong?
",Its hind legs were shorter than its front legs.,It could reach 33 meters in length.,It was recognized as a species in 1991.,Its hind legs were shorter than its front legs.,It was herbivorous.
483,"How long is the average lifespan of an elephant?
",70 years,70 years,15 years,110 years,35 years
484,"Just like humans, apes and dolphins, elephants can recognize themselves in a mirror.
",True,False,True,,
485,"Until what age can the female elephant (called a cow) produce offspring?
",50 years,50 years,15 years,75 years,7 years
486,"Elephants always give birth to twins.
",False,True,False,,
487,"Elephants express joy by spinning in circles, trumpeting, roaring, screaming, urinating, and flapping their ears. In which of these cases will an elephant not act this way?
",after the death of an elderly elephant,when meeting a friend (elephant or human),when playing games,after the death of an elderly elephant,after the birth of a new baby elephant
488,"Elephants sometimes have stillborn births, but are not bothered by the loss since the baby was never alive.
",False,False,True,,
489,"Mammoths are members of the elephant family.
",True,False,True,,
490,"How many species of elephant exist today?
",3,1,6,5,3
491,"How many individual muscles are in an elephants trunk?
","40,000","2,000","10,000","40,000",500
492,"When swimming, an elephant will use its trunk as a snorkel.
",True,False,True,,
493,"Elephants intertwine their trunks with the trunks of other elephants, much like a handshake. What does an elephant not do with its trunk?
",drink through it like through a straw,caress a baby elephant,drink through it like through a straw,place food in their mouth,grab enemies and fling them away
494,"Elephants spend 16 hours a day collecting and eating food, an average of 400 lbs of food a day. But their bodies do not digest 100% of the food. How much of the food does the elephants body digest?
",40%,40%,80%,60%,20%
495,"It has been reported that in the period 1992-2008, Ringling Bros. and Barnum  Bailey Circus had at least this many elephant deaths caused by abuse and neglect.
",24,24,0,1,7
496,"An elephants brain is half the size of the human brain.
",False,False,True,,
497,"Through what body part can an elephant NOT hear?
",skin,feet,skin,trunk,ears
498,"Only female elephants were used in battle, because male elephants were too difficult to tame and train.
",False,False,True,,
499,"In Islamic history, 570 A.D. was The Year of the Elephant. Which of these happened in that year?
",Muhammad was born,The Qurâ€™an was written in book form,Muhammad received his first revelation,Muhammad was born,Muhammad became ill and died
500,"An elephants tusks grow continuously, about 7 inches a year.
",True,True,False,,
501,"Which is true about elephants?
",The elephant is a good swimmer.,The elephant is a good jumper.,The elephant is not a protected species.,An elephants skin is 2.5 inches thick.,The elephant is a good swimmer.
502,"What is the only marsupial in the world that has a backwards pouch?
",wombat,kangaroo,echidna,koala,wombat
503,"Salt water crocodiles belong to the amphibian group.
",False,True,False,,
504,"This reef, that extends along the east coast of Australia, is home to countless animals and is considered one of the wonders of the natural world.
",Great Barrier Reef,Great Barrier Reef,Division Reef,Australia Reef,Surfer Reef
505,"The female of this species is sometimes called a Blue Flyer, because of its bluish coloration.
",red kangaroo,white heron,emu,red kangaroo,kookaburra
506,"Which one of these is NOT a type of wombat?
",Arid Central,Common,Southern Hairy Nosed,Arid Central,Northern Hairy Nosed
507,"Echidnas can swim.
",True,True,False,,
508,"The echidnas diet consists mainly of this group of animals.
",Insects,Mammals,Insects,Fish,Birds
509,"Where does the kookaburra, a common Australian bird, get its name from?
",The aboriginal name for it,The food it eats,The aboriginal name for it,Its appearance,The sound it makes
510,"Which of these animals is NOT native to Australia?
",Dingo,Frilled-neck lizard,Kangaroo,Dingo,Bilby
511,"What does the word Triceratops mean?
",Three Horned Face,Three Big Horns,Big Horned Beast,Three Horned Head,Three Horned Face
512,"Triceratops was a voracious meat eater and would consume hundreds of pounds of meat a day.
",False,True,False,,
513,"How much is Triceratops thought to have weighed?
","Between 13,000 and 26,000 lbs","Between 13,000 and 26,000 lbs","Between 1,000 and 9,000 lbs","Between 50,000 and 75,000 lbs","Between 110,000 and 140,000 lbs"
514,"Is there any evidence that Triceratops lived in herds?
",No,Yes,No,,
515,"In what year was Triceratops first discovered?
",1888,1894,1888,1885,1906
516,"Triceratops is the official State Dinosaur of which state?
",Wyoming,Utah,Oregon,Wyoming,Nevada
517,"Triceratops fossils have been found on three continents.
",False,True,False,,
518,"It is thought that Triceratops was able to run how fast?
",15 mph,40 mph,15 mph,20 mph,30 mph
519,"The proper spelling of this insectâ€™s name is preying mantis even though it is commonly referred to as praying mantis.
",False,False,True,,
520,"What does the word â€œmantisâ€ mean?
",Prophet or fortuneteller,Savage insect,Killer or hunter,Prophet or fortuneteller,Leaflike
521,"Female mantes (the plural for mantis) are larger than males.
",True,True,False,,
522,"Can a praying mantis change color?
",Yes,No,Yes,,
523,"A large mantis can feed on birds or small mammals.
",True,True,False,,
524,"In what year was the Praying mantis placed on the Endangered Species List?
",1976,1972,1970,1974,1976
525,"You can go to jail for intentionally killing a praying mantis as it is an endangered species.
",True,False,True,,
526,"The praying mantis lives only up to one year.
",True,False,True,,
527,"What is the meaning of the name Stegosaurus?
",Roof Lizard,Tank Lizard,Roof Lizard,Spike Lizard,Spike Tail
528,"The Stegosaurus had no teeth.
",False,True,False,,
529,"How many bony plates did a Stegosaurus have embedded on its back?
",17,11,17,9,15
530,"Stegosaurus had a brain about the size of an orange.
",False,True,False,,
531,"What was the length of an average Stegosaurus?
",26-30 feet (8-9.2 m),20-28 feet (6-8.5 m),30-40 feet (9.2-12.2 m),26-30 feet (8-9.2 m),34-38 feet (10.4-11.5 m)
532,"Did the Stegosaurus have more bones in its tail than any other Jurassic Dinosaur?
",Yes,Yes,No,,
533,"What was the average weight of a Stegosaurus?
","6,800 lbs. (3 tonnes)","8,000 lbs. (3.6 tonnes)","6,000 lbs. (2.7 tonnes)","6,800 lbs. (3 tonnes)","7,400 lbs. (3.3 tonnes)"
534,"The spikes on the tail of a Stegosaurus are called â€œthagomizersâ€ and are a reference to the Gary Larsons comic strip Far Side.
",True,False,True,,
535,"What was the average height of a stegosaurus?
",9 feet (2.7 m),9 feet (2.7 m),8 feet (2.4 m),10 feet (3 m),12 feet (12.6 m)
536,"Stegosaurus had back legs that were twice as long as its front legs.
",True,True,False,,
537,"Stegosaurus had the strongest front legs in the dinosaur world.
",True,True,False,,
538,"How many subspecies of the tiger are left nowadays?
",6,8,6,2,3
539,"Is the tiger the largest cat out of the Big Cat group?
",Yes,No,Yes,,
540,"The Sumatran tiger is the smallest of all tigers.
",True,False,True,,
541,"The Caspian tiger is believed to have become extinct.
",True,False,True,,
542,"How many cubs are usually in a tigers litter?
",3-4 cubs,1-6 cubs,3-4 cubs,1-2 cubs,2-4 cubs
543,"How long is the gestation period of a tiger?
",16 weeks,16 weeks,22 weeks,10 weeks,14 weeks
544,"Can tigers swim up to 4 miles?
",Yes,Yes,No,,
545,"Are tigers known to kill more humans than any other cat?
",Yes,Yes,No,,
546,"Turtles can breathe in water.
",False,False,True,,
547,"How many living species of bears are there?
",8,4,10,6,8
548,"The Coyote is also known as The Prairie Wolf.
",True,True,False,,
549,"Which country does the Clydesdale horse originate from?
",Scotland,Scotland,Ireland,Spain,England
550,"What famous beer brand uses the Clydesdale horse as its mascot?
",Anheuser-Busch,Anheuser-Busch,Fosters,Upland,Heineken
551,"A Clydesdale horse can weight up to 1,000 pounds (500 kg).
",False,True,False,,
552,"Clydesdale horses are known for having white fur covering their hooves on all four of their legs.
",True,True,False,,
553,"What year was the Clydesdale Horse Society formally founded?
",1887,1925,1901,1887,1885
554,"What class of horse breed does the Clydesdale horse belong to?
",Draft Horse,Draft Horse,Carriage Horse,Farm Horse,Saddle Horse
555,"The Clydesdale is a very active horse.
",True,True,False,,
556,"What year was the Clydesdale horse introduced to North America?
",1715,1636,1715,1525,1800
557,"Over 600 Clydesdale horses are registered every year in the United States.
",True,True,False,,
558,"How long does a Clydesdale horseâ€™s pregnancy last?
",11 Months,9 months,24 Months,15 Months,11 Months
559,"This dog breed, which originated in Mongolia and China, has very thick fluffy fur and a blue-black tongue.
",Chow Chow,Chow Chow,Jonangi,Kai Ken,Hokkaido
560,"The representatives of this dog breed are small, have long white silky fur and are also known as Roman Ladies Dogs.
",Maltese,Maltese,Norrbottenspets,Phalene,Mudi
561,"What common name does the dog breed New Guinea Highland Dog have?
",Singer,Singer,Prowler,Wrestler,Swimmer
562,"In what color does the Pekingese dog breed come?
",All of these,Light gold,White,Black,All of these
563,"The Pomeranian female dog should be a little larger than the male.
",True,True,False,,
564,"In what European country did the Rough Collie dog breed originate?
",Scotland,Scotland,Germany,Ireland,France
565,"What dog breed has an elongated body, very short legs, short shiny coat and a long snout?
",Dachshund,Dogo Guatemalteco,Dachshund,English Foxhound,Elo
566,"This extremely large and tall German dog breed has a very short shiny coat and strong muscular body with a majestic posture.
",All of these,German Mastiff,Boarhound,Great Dane,All of these
567,"In which European country did the Dalmatian dog breed originate?
",Croatia,Croatia,Netherlands,Italy,Denmark
568,"This dog breed, developed in England, has an egg-shaped head, small eyes, and very strong muscular body with smooth short fur and short legs.
",Bull Terrier,Bull Terrier,Cairn Terrier,English Shepherd,Wire Fox Terrier
569,"What is the literal meaning of the word carnivore which has a Latin origin?
",Meat eater,Blood drinker,Animal killer,Meat eater,Monster
570,"Which of these statements is true about carnivorous organisms in general?
",All of these,They feed on vertebrate animals.,All of these,They feed through scavenging.,They feed on invertebrate animals.
571,"What is the meaning of the term apex predator which is related to carnivorous animals?
",A predator that has no predators itself.,A predator that has no predators itself.,A very skilled predator that is highly specialized in killing animals.,It is a term for a human being.,An animal which consumes the highest number of animal species.
572,"What is the definition of the term hypercarnivore?
",An animal whose diet consists exclusively of meat.,It is a synonym for apex carnivore.,A predator that feeds on carnivorous animals.,It is a term that refers to humans.,An animal whose diet consists exclusively of meat.
573,"Which of these methods do carnivorous plants use for capturing their prey?
",All of these,Rapid leaf movements,A sticky mucilage,Vacuum sucking into a bladder,All of these
574,"What does the diet of the Great Blue Heron, found in North and Central America, consist of?
",All of these,All of these,Birds,Reptiles,Small mammals
575,"Which of these statements is true about the diet of coyotes?
",They eat insects.,All of these,60% of their diet consists of mammals.,They eat insects.,They do not eat prairie dogs.
576,"Which of these characteristics is generally associated with carnivorous animals, particularly predators?
",All of these,Aggressive behavior,Claws,Sharp teeth,All of these
577,"Which of these statements is true about the consumption of plant material by carnivores?
",All of these,All of these,Carnivores consume feces of herbivores to get nutrients.,"Carnivores consume some plant material in order to get minerals, vitamins and fiber.",Carnivores ingest the plant material the need along with their herbivorous prey.
578,"What does the term facultative carnivore mean?
",A carnivore that also consumes plant food.,It is a synonym for scavenger.,Animal that has all characteristics of carnivores but is a herbivore.,A carnivore that also consumes plant food.,It is a synonym for omnivore.
579,"The box turtle has a hinge on the bottom of its shell.
",True,False,True,,
580,"The average lifespan of a box turtle is about 20 years.
",True,True,False,,
581,"Box turtles are carnivores.
",False,False,True,,
582,"The state of Indiana has strict laws against collecting and capturing box turtles from the wild.
",True,False,True,,
583,"When a box turtle is taken out of the wild, it can spend years and sometimes its entire life looking for its home.
",True,True,False,,
584,"Male box turtles tend to be larger than females.
",True,True,False,,
585,"Box turtles are safe to eat.
",False,True,False,,
586,"How many box turtle species are there in North America?
",4,4,1,9,2
587,"Box turtles are the most common terrestrial turtle in the eastern United States.
",True,False,True,,
588,"What color eyes do male box turtles commonly have?
",red,blue,green,red,black
589,"What city is known as the White Squirrel Capital of the World, since it is home to the largest colony of albino squirrels?
","Olney, Illinois","Marionville, Missouri","Olney, Illinois","Columbus, Ohio","Kenton, Tennessee"
590,"Whiteflies generally feed on what?
",Leaves,Fruit,Insects,Leaves,Carrion
591,"Which of these white foxes populates the polar zone of the Northern Hemisphere?
",All of these,White Fox,Arctic Fox,All of these,Snow Fox
592,"In what novel one of the main characters is a white whale hunted by a whaling ship?
",Moby-Dick,North Against South,Moby-Dick,Twenty Thousand Leagues Under the Sea,The Purchase of the North Pole
593,"What type of insect is often referred to as a white ant, although it is not related to the ant species?
",Termite,A type of small spider,Termite,Head louse,A type of albino wasp
594,"The White Snake is a fairy tale included in the collection of fairy tales by this author.
",Brothers Grimm,Andrew Lang,Brothers Grimm,Oscar Wilde,Hans Christian Andersen
595,"What is the meaning of the figurative expression a white elephant?
",A pricey and useless possession,Something that is idolized but that does not exist,An extraordinary person,A pricey and useless possession,A chimera
596,"The representatives of the Old Danish Pointer breed are white, with markings of this other color on their coat.
",Brown,Grey,Brown,All of these,Black
597,"Which of these dog breeds originated in Hungary?
",All of these,Pumi,Puli,Mudi,All of these
598,"In what Latin American country did the Chihuahua dog breed originate?
",Mexico,Mexico,Cuba,Guatemala,Nicaragua
599,"To what group of dog breeds does the Beagle dog breed belong?
",Hound group,Terrier group,Toy group,Herding group,Hound group
600,"In what country did the American Akita dog breed originate?
",Japan,Canada,Japan,China,United States
601,"This dog breed, considered one of the first sighthound dog breeds, has very long fur and is quite tall, with long legs and ears.
",Afghan Hound,Canadian Pointer,Bolognese,Afghan Hound,Airedale Terrier
602,"In what northern country did the Siberian Husky dog breed originate?
",Russia,Norway,Finland,Russia,"Alaska, USA"
603,"The Papillon is a small dog breed of the Toy group. What does the word Papillon mean in French?
",Butterfly,Butterfly,Cherry,Flower,Angel
604,"This dog, which was once used as a personal defense dog, police dog and war dog, is often mistakenly believed to be very aggressive.
",Doberman Pinscher,Field Spaniel,Doberman Pinscher,Elo,Finnish Spitz
605,"This dog breed was developed as a gun dog in Canada?
",Labrador Retriever,Mountain Cur,Pharaoh Hound,Lakeland Terrier,Labrador Retriever
606,"Is the cheetah the only animal on land that can turn while running?
",Yes,Yes,No,,
607,"Cheetahs have been domesticated and tamed.
",True,True,False,,
608,"What is the mortality rate of a cheetah cub growing to adulthood?
",95% die,50% die,15% die,65% die,95% die
609,"What is another name for a nutria?
",Coypu,Beaver,Muskrat,Rat,Coypu
610,"Nutrias belong to the rodent family.
",True,True,False,,
611,"The nutria is native to which continent?
",South America,Europe,South America,Africa,North America
612,"What is the average weight of an adult nutria?
",10-20 lbs.,15-25 lbs.,5-10 lbs.,Over 30 lbs.,10-20 lbs.
613,"Which of the following is a characteristic of the nutria?
",Large orange teeth,Webbed front feet,Huge black eyes,Large orange teeth,Flat beaver like tale
614,"The nutria is a herbivorous animal.
",True,True,False,,
615,"What do farmers raise nutrias for?
",Their fur is very valuable.,Their fur is very valuable.,Their huge teeth can be sold as jewelry.,They can use their oil for shampoos and lotions.,Their milk is very nutritious.
616,"Nutria meat is lean and low in what?
",Cholesterol,Iron,Sodium,Cholesterol,Fiber
617,"What time of year do nutrias breed?
",All year round,In the winter months,All year round,In the Fall,In the spring
618,"What is a common nickname for the Yorkshire Terriers?
",Yorkie,Yorkie,They have no nickname.,Yorkle,Shorky
619,"Yorkshire Terrier show dogs have a height standard.
",False,True,False,,
620,"What is the approximate weight standard, that a Yorkshire Terrier show dog cannot go over?
",No standard,7 lbs,10 lbs,No standard,2 lbs
621,"Yorkshire Terriers are the smallest breed of dog in the world.
",False,True,False,,
622,"What is the Yorkshire Terriers average lifespan?
",11 - 13 years,5 - 8 years,11 - 13 years,15 - 18 years,99 - 101 years
623,"What place did the Yorkshire Terrier take in the AKC registered breed popularity in the USA in 2008?
",2nd,1st,50th,2nd,79th
624,"Venomous and poisonous are two different terms. What does the term venomous refer to?
",Animals that inject venom,Animals that inject venom,Animals that are deadly when eaten,Plants and animals that secrete venom and are harmful when touched,All of these
625,"Which of these statements is true about the slow loris, a primate which is both poisonous and venomous?
",All of these,All of these,It covers its young with a toxin to keep them from being eaten.,It has a venomous bite.,It secretes a toxin from the glands on the inside of its elbows.
626,"The Brazilian wandering spiders are included in Guinness World Records 2007 as the worlds most venomous spiders. How do they inject their venom?
",By biting,By stinging,By biting,All of these,By urticating hairs
627,"What creature is considered the most venomous on the planet?
",Box jellyfish,Fat-tailed scorpion,Killer bee,Box jellyfish,Cone snail
628,"The stonefish is an extremely venomous type of fish that lives in the coastal regions of Indo-Pacific oceans. How does it inject its venom?
",With its dorsal fin,With its sharp teeth,With its tail fin,With its pectoral fin,With its dorsal fin
629,"The name of cobras, which are very venomous, comes from the Portuguese cobra de capello. What does this mean?
",Snake with hood,Snake with hood,Poisonous hat,Poisonous nose,Snake with nose
630,"Venomous mammals do exist, although they are very rare. Which of these mammals is venomous?
",All of these,European Mole,Cuban Solenodon,All of these,Platypus
631,"The Northern Short-tailed Shrew is a small venomous mammal that populates this area.
",North America,Europe,Central America and the northern parts of South America,North America,North and Northeast Asia
632,"How do fire ants, a type of venomous ants, introduce their venom?
",Through stinging,All of these,Through biting,Through biting and then spraying the wound with venom,Through stinging
633,"What kind of animal is the venomous Gila monster that is indigenous to southwestern United States and northern Mexico?
",Lizard,Lizard,Invertebrate,Frog,Mammal
634,"What phylum do jellyfish belong to?
",Cnidaria,Arthropoda,Chordata,Cnidaria,Mollusca
635,"Jellyfish are vertebrates.
",False,True,False,,
636,"A sea wasp is a jellyfish.
",True,True,False,,
637,"Which of these body systems do jellyfish NOT have?
",all of these,osmoregulatory,respiratory,circulatory,all of these
638,"What is a group of jellyfish called?
",bloom,herd,bloom,school,pack
639,"Jellyfish are fish.
",False,True,False,,
