,Questions,Correct,A,B,C,D
176,"You are on your way to visit your Grandma, who lives at the end of the valley. Its her birthday, and you want to give her the cakes youve made.
",,"tween your house and her house, you have to cross 7 bridges, and as it goes in the land of make believe, there is a troll under every bridge! Each troll, quite rightly, insists that you pay a troll toll. Before you can cross their bridge, you have to give them half of the cakes you are carrying, but as they are kind trolls, they each give you back a single cake.",,,
177,"ween your house and her house, you have to cross 7 bridges, and as it goes in the land of make believe, there is a troll under every bridge! Each troll, quite rightly, insists that you pay a troll toll. Before you can cross their bridge, you have to give them half of the cakes you are carrying, but as they are kind trolls, they each give you back a single cake.
",,at is the minimum number of cakes you will have to leave home with to make sure that you arrive at Grandmas with exactly 2 cakes?,2,14,5
178,"t is the minimum number of cakes you will have to leave home with to make sure that you arrive at Grandmas with exactly 2 cakes?
",2,14,5,24,2
179,"My grandson is about as many days as my son is weeks, and my grandson is as many months as I am in years. My grandson, my son and I together are 120  years. Can you tell me my age in years?
",72,65,78,72,84
180,"It was Emilys first day at school. The teacher suggested that it would be a good idea for each child to meet every other child in the class. The teacher said, When you meet, please shake hands and introduce yourself by name. If there were 10 children in the class, how many were the total handshakes?
",45,50,45,100,55
181,"A woman has 7 children, half of them are boys.
",n this statement be true?,Yes,Yes,No,
182,"Paul designs food displays for the local Supermarket. For one of his displays, he wants to set up soup cans in the form of a square pyramid. Hes decided to use 10 cans for each side of the square base of the pyramid. If each carton holds 25 soup cans, how many cartons will Paul need to open to build the pyramid?
",16,10,15,20,16
183,"A firefighter stood on the middle rung of a ladder, spraying water on a burning house. He then climbed up 6 rungs before the heat of the flames caused him to come down 10 rungs. After some minutes he was able to climb 18 rungs to the very top of the ladder. How many rungs did the ladder have?
",29,28,14,30,29
184,"A man burst into a police station soaking wet and started screaming My wife has been murdered, my wife has been murdered! A police officer asked what had happened and the man explained that when they were walking along the cliffs of the shore, he heard a big roll of thunder come out of nowhere. No further thunder washeard after the first one. He turned around startled to see what happened and then a huge bolt of lightning struck and he heard his wife scream. He turned around and saw his wife lying mangled on the sharp rocks at the bottom of the cliff, and he saw a man running away. Can the mans story be true?
",No,No,Yes,,
185,"The stubs obtained by burning ten candles will yield one extra candle if you melt them all together. If you burned 100 candles, how many extra candles could you make?
",11,11,8,9,10
186,"How long did the Hundred years war last?
",116 years,110 years,98 years,116 years,100 years
187,"Cold is faster than hot.
",False,False,True,,
188,"Its quarter past three. Of how many degrees is the angle formed by the hands of the clock at this moment?
",7.5,7.5,180,15,0
189,"Charlie asked Margaret how old she was and she answered him: In two years I will be twice as old as I was five years ago. How old is she?
",12,12,6,7,24
190,"A mother has 6 daughters and each of them has a brother. How many children are there?
",7,6,7,12,10
191,"What is the next letter in the sequence O, T, T, F, F, S, S, E,   ?
",N,N,O,T,E
192,"You meet two men who are playing a game. One of them tells only lies on Monday, Tuesday and Wednesday, and during the rest of the week he speaks the truth. The other one lies only on Thursday Friday and Saturday and says the truth the rest of the time. Today they both say they were lying yesterday. Which day of the week is it?
",Thursday,Monday,Tuesday,Sunday,Thursday
193,"This dessert was created for and named after a famous ballet dancer in 1926.
",Pavlova,Pavlova,Sara Lee Gateaux,Tiramisu,Rocky Road
194,"What food can be Chinese, Jerusalem and Globe?
",Artichoke,Curry,Cracker,Artichoke,Pork
195,"This food is one of the most versatile and convenient. You can boil it, fry it, poach it, scramble it, use it in baking. What is it?
",Egg,Sugar,Fish,Wheat,Egg
196,"If there are three pineapples and you take two, how many will you have?
",2,2,1,0,3
197,"Imagine you were running a race and you passed the person in 2nd place. What place would you be in?
",2nd,4th,1st,3rd,2nd
198,"What letter should be added the group of letters P, N, N, E, S, O, R, H, E, T, and I to form a twelve-letter word that is related to blood?
",Y,P,S,Y,A
199,"A woman has 7 children, half of them are boys.
",n this statement be true?,Yes,Yes,No,
200,"Which letter comes next in this series:
",L-C-N-I-T-?,S,S,W,T
201,"A total of 15 delegates from Africa, Asia, America, and Europe meet at an international conference.
","ch continent sends a different number of delegates, and each is represented by at least 1 delegate.",erica and Asia send a total of 6 delegates.,ia and Europe send a total of 7 delegates.,ich continent has sent 4 delegates?,Asia
202,"Yesterday I heard an interesting conversation in a shop:
",ient: How much is one?,lesman: Twenty cents.,ient: What about ninety four?,lesman: Thirty cents.,"ient: OK, Ill buy twenty nine. How much is it?"
203,"What on earth could dance, and live and die?
","thout legs, or lungs, or being alive?",Fire,Water,Darkness,Fire
204,"Each morning I appear 
"," lie at your feet, ",l day I follow you ," matter how fast you run, ",t I nearly die , the midday sun. 
205,"Im one of five, and Im not alive.
","e one who sent me forth became king, ",e one who got me died.,at am I?,A stone,A rock
206,"I am related to the water but I am not wet.
",am related to a shadow but I am multicolored.,create an illusion but show what is real. What am I?,a mirror,a bed,gold
207,"I have eight to spare, in case I lose my one.
", not a number.,at am I?,a cat,a dog,nine
208,"Two children were on their way to school, when they began to question what day of the week it was. They were so confused in their reckoning that one of them gave the following riddle to help sort the matter out: When the day after tomorrow is yesterday, then today will be as far from Sunday as that day was which was today when the day before yesterday was tomorrow!
", which day of the week were the children heading to school?,Sunday,Monday,Sunday,Friday
209,"We know very little about the life of the mathematician Diophantus (called the father of algebra) except that he lived around the year 250 B.C. Due to one admirer of his, who described his life by the means of an algebraic riddle, we can at least determine his age at death:
",ophantuss youth lasted 1/6 of his life. He had his first beard in the next 1/12 of his life. At the end of the following 1/7 of his life Diophantus got married. Five years from then his son was born. His son lived exactly 1/2 of Diophantuss life. Diophantus died 4 years after the death of his son.,w long did Diophantus live?,84 years,96 years,84 years
210,"Three goddesses were sitting in an old Indian temple. Their names were Truth (who always tells the truth), Lie (who is always lying) and Wisdom (who sometimes lies). In order to figure out which goddess was which you posed the following questions to each:
",king the left one: Who is sitting next to you?,"uth, she answered.",king the middle one: Who are you?,sdom.,d at last question for the right one: Who is your neighbor?
211,"There are two kinds of people who live on a mysterious island. They are the so-called Honestants, who always speak the truth, and the others are the Swindlecants, who always lie.
","visitor to the island went to a local pub and had a few drinks. When he was ready to leave he asked the bartender how much he owed. The bartender told him the total for his bill. It was quite expensive, so he asked the bartender if he spoke the truth. But the visitor did not hear the whispered answer so he asked a man sitting next to him about it. And the man said: The bartender said yes, but he is a big liar.",s the bartender a Honestant?,No,Yes,No
212,"You are on your way to visit your Grandma, who lives at the end of the valley. Its her birthday, and you want to give her the cakes youve made.
","tween your house and her house, you have to cross 7 bridges, and as it goes in the land of make believe, there is a troll under every bridge! Each troll, quite rightly, insists that you pay a troll toll. Before you can cross their bridge, you have to give them half of the cakes you are carrying, but as they are kind trolls, they each give you back a single cake.",at is the minimum number of cakes you will have to leave home with to make sure that you arrive at Grandmas with exactly 2 cakes?,2,14,24
213,"There are these two country farmers milking their cows. While the one farmer is milking, a fly zooms into the cows ear. The cow starts jumping around, shaking its head and mooing. He tries to steady the cow and suddenly it settles down. He looks down and sees the
","y swimming in the milk pail. He turns to his friend and asks Golly, howd that fly get down there so fast? His friend replies...___________________.",in one ear and out the udder,its a miracle beyond understanding.,in one ear and out the other,in one ear and out the udder
