,Questions,Correct,A,B,C,D
258,"If police catch a graffiti offender and they are under 18, the parents will have to pay a fine, up to this amount.
",$ 10 000,$ 20 000,$ 100 000,$ 5 000,$ 10 000
259,"The word graffiti comes from this language.
",Italian,Spanish,Portuguese,Italian,French
260,"These ancient people drew graffiti on walls and monuments.
",Romans,Hindus,Romans,American Indians,Moguls
261,"Graffiti is plural. This is the singular form.
",Graffito,Graffit,Graffito,Graffitius,Graffitium
262,"He was one of the first New York graffiti vandals.
",Taki 183,Julio 204,Filbo 234,San 313,Taki 183
263,"This is what most graffiti artists prefer to be called.
",Writers,Sprayers,Artists,Writers,Painters
264,"The mascot of which cereal is an animated sun, named Sunny?
",Raisin Bran,Special K,None of these,Raisin Bran,Total
265,"What characters from an animated series, did the cereal Fruity Pebbles feature as its mascot?
",None of these,None of these,Daffy Duck and Bugs Bunny,Tom and Jerry,Mickey Mouse and Donald Duck
266,"What was the original mascot for the Cookie Crisp cereal?
",a wizard,a bear,a wizard,a masked man,an animated cookie
267,"Complete the advertising slogan of a peanut butter brand: â€œChoosy mothers choose ______
",Jif,Peter Pan,Jif,Planters,Skippy
268,"Who was the creator of the â€œPeanutsâ€ cartoon, that featured characters like Lucy, Linus, Snoopy and Charlie Brown?
",Charles Schulz,Charles Addams,Charles Schulz,Dr. Suess,Matt Groening
269,"Peanuts are not considered to be nuts. They are legumes, and belong to the same class as peas and beans.
",True,True,False,,
270,"This botanist taught former slaves farming techniques for self-sufficiency and is known for suggesting hundreds of uses for the peanut.
",George Washington Carver,Eli Whitney,Harriet Beecher Stowe,George Washington Carver,Abe Lincoln
271,"What US President was a peanut farmer from the south?
",Jimmy Carter,Jimmy Carter,John Quincy Adams,Abe Lincoln,George W Bush
272,"Art Paul Schlosser wrote a song about peanut butter called Have A Peanut Butter Sandwich.
",True,False,True,,
273,"This peanut related sandwich, common in the USA and Canada, is often served with a glass of milk.
",Peanut butter and jelly,Peanut butter and jelly,Peanut butter and tuna fish,Grilled cheese and peanuts,Peanut sauce and broccoli
274,"This snack food company, founded in 1906, is famous for its peanuts and the Mr. Peanut icon.
",Planters,Skippy,Diamond Foods,Planters,Con-Agra Foods
275,"Who was the inventor of the Malian peanut sheller?
",Jock Brandis,Thomas Edison,George Washington Carver,Ben Franklin,Jock Brandis
276,"Elvis Presley, who was keen on Peanut Butter and Banana sandwiches, passed away in what year?
",1977,1979,1977,1976,1978
277,"This world-famous manufacturer of athletic shoes has its origins in a company called Blue Ribbon Sports, founded by Phil Knight and his track coach, Bill Bowerman.
",Nike,Nike,Adidas,K-Swiss,Reebok
278,"The fabric hook-and-loop fasteners with the brand name, Velcro, were invented by Swiss engineer Georges de Mestral in what year?
",1948,1969,1948,1960,1965
279,"In L. Frank Baums story, The Wonderful Wizard of OZ, the Good Witch of the North comes with the Munchkins to greet Dorothy, and gives her ruby slippers.
",False,True,False,,
280,"High-heeled shoes were first invented by men around 1500s AD, with this purpose in mind.
",To keep feet from slipping out of stirrups while riding,To be used as a weapon,To look taller than women,To keep feet from slipping out of stirrups while riding,To keep feet high and dry from horse manure
281,"The song, Blue Suede Shoes, which is generally associated with Elvis Presley, had a massive chart success in the 1950s. Who wrote the song?
",Carl Perkins,Johnny Cash,Carl Perkins,Buddy Holly,Barbara Pittman
282,"A clog is a type of shoe, made predominantly out of leather, associated with the Netherlands.
",False,False,True,,
283,"The popular board game Monopoly is named after the economic term of the same name which refers to what market structure?
",The domination of the market by a single entity,The domination of the market by a single entity,The homogenous nature of the market,The division of the market between single (mono-) owners and joint (-poly) cooperations,The politics of a government to encourage private property
284,"The board game Monopoly was initially created not only for entertaining purposes but also to demonstrate this aspect of the market.
",The negatives of concentrating land in private-owned properties,The number of opportunities private-owned properties gave people,The negatives of concentrating land in private-owned properties,The advantages of the transition from state-owned to private-owned property,The rapid shift of property in developing markets
285,"During World War 2 the game Monopoly was used by the British Secret Services for this very practical and clever purpose.
","To secretly provide prisoners of war held by the Nazis with useful objects â€“ maps, compasses, real money, etc.",To draw away the attention of Nazi soldiers,To code secret information about key German targets and send it to GB disguised as a Monopoly game,None of these,"To secretly provide prisoners of war held by the Nazis with useful objects â€“ maps, compasses, real money, etc."
286,"In which of these U.S. cities did the first worldwide Monopoly championship take place?
",New York,Chicago,Washington DC,Las Vegas,New York
287,"Which if the following is not among the 12 standard tokens used in Monopoly?
",A kettle,An old shoe,An iron,A kettle,A top hat
288,"According to the official Monopoly rules what happens if the bank runs out of money during the course of the game?
",The game continues - additional money can be added,Noone wins,The game ends,The game continues but players cannot get money from the bank anymore,The game continues - additional money can be added
289,"The term Monopoly money has been used in popular culture to refer to which of these types of currencies?
",All of these,Currencies that cannot be used to purchase services on the free market,Currencies in which each paper bill is in different color,Currencies that cannot be used to purchase goods on the free market,All of these
290,"In the standard Monopoly game set, what is the number of the Chance cards?
",16,17,16,20,15
291,"What version of Monopoly was produced in 1978 by retailer Neiman Marcus?
",Chocolate Monopoly,Deluxe Edition Monopoly,Chocolate Monopoly,Golden Monopoly,Glass Monopoly
292,"Although the Parker Brothers company states that the right length of a Monopoly game should be about 45 minutes, the game often continues for hours because of the hard-to-reach terminating conditions. How much did  the longest Monopoly game on record last according to the toy company Hasbro (owner of Parker Brothers)?
",70 days,70 days,70 hours,40 days,40 hours
293,"This is one of the fashion designers whose designs were included in Barbie Dolls collection of couture.
",Gucci,Yves Saint Laurent,John Galiano,Gucci,Shiseido
294,"Barbie.com is the number one girls site.  There are about this many visits to the site each month.
",Over 8 million,Over 2 million,Over 1 million,Over 5 million,Over 8 million
295,"This is Barbies full name.
",Barbie Millicent Roberts,Barbie Millicent Dollar,Barbie Rogers Sanders,Barbie Millicent Edwards,Barbie Millicent Roberts
296,"This is the best selling Barbie doll ever.
",Totally Hair Barbie,Totally Hair Barbie,Midge,Philippine Barbie Doll,Olympic Athlete Barbie
297,"This is what Barbie Doll is made of.
",Polyvinyl Chloride,Polyvinyl Chloride,Polyester,Rubber,Nylon
298,"This is the age difference between Barbie and her boyfriend Ken.
",2 years,3 years,4 years,1 year,2 years
299,"She was the fist celebrity to join the Barbie family.
",Twiggy,Twiggy,Cindy Crawford,Jackie Kennedy,Marilyn Monroe
300,"The number of countries that sell  Barbie dolls.
",140,50,140,400,230
301,"The idea about Barbie came to her creator Ruth Handler, when she saw an adult looking doll called this.
",Lilli,Lilli,Henrieta,Margaretta,Gretta
302,"On February 12, 2004 Barbie and Ken did this.
",Broke up,Had their first child,Got married,Committed suicide,Broke up
303,"Parts of the plant Helianthus annuus are edible.
",True,False,True,,
304,"Asteraceae is a flower, commonly known as this.
",All of the these,Daisy,Black Eyed Susan,All of the these,Aster
305,"Which of these wild roses is native to China?
",Rosa laevigata,Rosa laevigata,Rosa eglanteria,Rosa canina,Rosa gigantea
306,"Dianthus caryophyllus, or carnation,  was originally grown in which colour?
",Pink,Green,Yellow,White,Pink
307,"Gypsophila flowers are sometimes referred to as this.
",Babys breath,Arum,Lady Banks,Gypsy rose,Babys breath
308,"Highly coveted bulbs of a member of the Liliaceae family, caused this in the Netherlands in the early 17th century.
",Tulipomania,Tulipation,Tulip Madness,Tulipancy,Tulipomania
309,"The common name of the flower, Lilium lancifolium, is the name of a character in which childrens classic?
",The Adventures of Peter Pan,The Adventures of Huckleberry Finn,Winnie the Pooh,The Adventures of Peter Pan,Anne of Green Gables
310,"How many solar segments are there in a year of the Chinese calendar?
",24,24,16,6,12
311,"It is considered that Chinese astrology emerged around this time.
",3000 BC,3000 BC,2000 AD,1000 BC,5000 BC
312,"To define someones personality, the Chinese consider this.
",The year of birth,The month of birth,The year of birth,The time of birth,The date of birth
313,"What was the name of the Emperor who introduced the first cycle of Chinese zodiac in 2637 BC?
",Huang Ti,Ming Shu,Tsian Tza,Fei Lin,Huang Ti
314,"Chinese zodiac is not limited to just defining what animal you are. It also tells you this.
",Your element,Your emotional factor,Your element,Your spiritual age,Your physical coefficient
315,"How many groups are the twelve signs arranged in?
",4 groups of 3,3 groups of 4,2 groups of 6,4 groups of 3,1 groups of 12
316,"How many astrological signs are there in the Chinese zodiac?
",12,24,4,12,6
317,"Who determined the order in which the astrological signs appear?
",Buddha,Christ,Buddha,Osiris,Zeus
318,"Which sign is considered to be most lucky and powerful?
",Dragon,Rooster,Ox,Dragon,Fox
319,"The roots of Chinese astrology lay in the teachings of this ancient Chinese philosopher.
",Confucius,Confucius,Mao Tse-tung,Lao Tse,Ho Shi Min
320,"What company is the manufacturer of Mr. Goodbar?
",Hershey,Mars,Nestle,none of these,Hershey
321,"This is the kind of rice you should use for your risotto.
",Round or semi-round rice,Round or semi-round rice,Brown rice,Chinese rice,Long grained rice
322,"You should begin the preparation of your meal by mincing a small onion and mixing it with herbs. Then you should saute them in olive oil or this.
",Unsalted butter,Unsalted palm oil,Unsalted sunflower oil,Unsalted butter,Unsalted lard
323,"You should stir the rice while frying it until it becomes this.
",Translucent,White,Soft,Golden,Translucent
324,"To prevent rice from sticking, you should do this.
",Stir,Saute on low heat,Add some salt,Stir,Pour additional water
325,"When you add the previously prepared seasoning, pour one third of a cup of this beverage and wait for it to evaporate.
",Wine,Wine,Rum,Beer,Martini
326,"When you add a ladle of broth to the risotto, it should be in this condition.
",Simmering,Unsalted,Cold,Sweetened,Simmering
327,"There are more ladles of broth to be added to risotto until the rice reaches the al dente state. You should add each ladle of broth when this happens.
",The rice absorbs the previous one,The rice absorbs the water,The rice becomes hard,The rice absorbs the previous one,The rice becomes soft
328,"Once rice is soft enough, you should add this.
",A tablespoon of butter,A tablespoon of butter,A tablespoon of turmeric powder,A tablespoon of ground nutmeg,A tablespoon of hot pepper
329,"You can make your risotto even more delicious by stirring a quarter cup of heavy cream, which would turn your Risotto into this kind.
",Mantecato,Mantecato,A la Romana,Risotto allo Champagne,Vialone
330,"The moment to serve the risotto has come.  Let it stand for three minutes so that flavours mix, then prepare the plates. To serve risotto properly, you should do what with the plates?
",Preheat them,Wet them,Wipe them out,Preheat them,Freeze them
331,"The first industrial production of cheese in the world started in 1815,  in which country?
",Switzerland,Denmark,Switzerland,France,Austria
332,"The traditional Czech farmhouse hard cheese, made in Karlovy Vary, is known by what name?
",Abertam,Abertam,Goutu,Ambert,Brie
333,"Which of the following cheeses is a hard cheese?
",Emmental,Lyonnais,La Vache Qui Rit,Emmental,Formaggio di capra
334,"In 1666 the first legal document to mention cheese was issued in Toulouse and it referred to what sort of cheese?
",Roquefort,Fromage Frais,Roquefort,Gouda,Brie
335,"In 1953, several European countries ratified this convention to protect some sorts of cheese from conterfeiting.
",The Stresa Convention,The Stresa Convention,The Swiss Convention,The Milan Convention,The Geneva Convention
336,"The first TV commercial for cheese was aired in 1968 for which sort of French cheese?
",Boursin,Boursin,La Vache Qui Rit,Fromage de Montagne de Savoie,Roquefort
337,"Airag is a Turkish semi-soft cheese made from what milk?
",Mare milk,Mare milk,Goat milk,Cow milk,Yak milk
338,"The Juustoleipa cheese, traditionally made from reindeer milk, is typical of which region in Europe?
",Finland and Lapland,France and Switzerland,Finland and Lapland,Bulgaria and Macedonia,Italy and Switzerland
339,"In 1536 cheese-makers in Veneto, Italy, created the oldest precedent of falsification by trying to make what cheese?
",Parmesan,Parmesan,Brie,Kashkaval,Gouda
340,"Mascarpone is a  vegetarian Italian cheese, traditionally included in the recipe for  what layered dessert?
",Tiramisu,Semlor,Tiramisu,Pepparkakor,Aebleflaesk
341,"This famous mountain flower, endangered in many countries, is the national flower of Switzerland and Austria.
",Edelweiss,Petunia,Lilly,Edelweiss,Heliconia
342,"It is national flower of Venezuela, and its family consists of more than 25 000 species.
",Orchid,Peony,Orchid,Camellia,Magnolia
343,"Which is the national flower of Mexico and Columbia, introduced to Europe as late as the end of the 19th century?
",Dahlia,Dahlia,Lilac,Iris,Rose
344,"This perennial bulbous plant from the family of Liliaceae is the national flower of Iran.
",Tulip,Lily,Rose,Sagebrush,Tulip
345,"This plant, whose name in Greek means rose tree, is widespread in the Sino-Himalayan region and is the national flower of Nepal.
",Rhododendron,Datura,Rhododendron,Goldenrod,Daisy
346,"What is the common name of the national flower of India, which is also called Sacred water lily and is often associated with Buddhism?
",Lotus,Chamomile,Dahlia,Poppy,Lotus
347,"This special kind of clover, originally used in medicine, is the national flower of Ireland.
",Shamrock,Cosmos,Caladium,Shamrock,Celosia
348,"This flower, often associated with narcissism and egoism in art, is the national flower of Wales.
",Daffodil,Daffodil,Carnation,Lily,Violet
349,"This plant with small blue flower heads, often regarded as a weed in the past, is the national flower of Estonia.
",Blue cornflower,Daisy,Lily,Blue cornflower,Dahlia
350,"This fashion designer, whose first collection was entitled The Trapeze Line, once said the following words: I wish I had invented blue jeans. They have expression, modesty, sex appeal, simplicity - all I hope for in my clothes.
",Ives Saint-Laurent,Ives Saint-Laurent,Ana Molinari,Christian Lacroix,Ralph Lauren
351,"This American fashion designer is widely recognized as the creator of the American Look.
",Claire McCardell,Elsa Schiaperelli,James Mainbocher,Claire McCardell,Hattie Carnegie
352,"In 1987, this designer received an Oscar for Best Foreign Designer from the Council of Fashion Designers of America, and later the same year, he opened his own couture house in Paris.
",Lacroix,Chanel,Valentino,Lacroix,Dior
353,"The trilby is an item which belongs to what clothing group?
",Hats,Dresses,Hats,Shoes,Pants
354,"In the 1920s, this fashion designer popularized the little black dress - a short  evening or cocktail dress.
",Coco Chanel,Christian Dior,Charles Frederick Worth,Vivienne Westwood,Coco Chanel
355,"What famous person made the following observation about fashion: Fashion wears out more apparel than the man?
",Shakespeare,Chanel,Saint Laurent,Shakespeare,Lagerfeld
356,"The first hotdog stand in New York was opened in 1867.
",True,True,False,,
357,"What year were the first frozen pizzas introduced in grocery stores?
",1957,1957,1956,1950,1951
358,"George Crum invented potato chips.
",True,False,True,,
359,"Where was the first wrapped candy bar sold?
",Canada,Canada,Georgia,New York,Pennsylvania
360,"Where did popcorn originate?
",Mexico,Mexico,New York,Chicago,Columbia
361,"Which company created the worlds largest doughnut in 1998?
",Winchells House of Doughnuts,Dunkin Doughnuts,Grannys Doughnuts,Krispy Kreme,Winchells House of Doughnuts
362,"Lionel Sterberger grilled the first cheeseburger in 1945.
",False,False,True,,
363,"In what year did William Kolb invent the first red candy apple?
",1908,1908,1914,1910,1921
364,"What candy bar was used in the 1985 movie The Goonies?
",babyruth,babyruth,twix,milkyway,snickers
365,"What do you call an Austrian dessert that is a sweet almond paste dipped in chocolate?
",Marzipan,Apfelstrudel,HeiÃŸe Schokolade,Sachertorte,Marzipan
366,"The French fries are believed to have been invented in what country?
",Belgium,Norway,Finland,Belgium,Denmark
367,"Name the traditional Russian hot soup made of broth, beets, and tomato juice with various vegetables.
",Borscht,Rassolnik,Borscht,Shi,Lapsha
368,"What Greek cheese is made of 70% ewes and 30% goats milk?
",Feta,Kasseri,Metsovone,Myzithra,Feta
369,"Fry up is another name for the traditional breakfast of what country?
",England,Norway,Sweden,England,The Netherlands
370,"This is a traditional dish in Austria and Germany made of a thin peace of veal meat coated with flour, egg and bread crumb.
",Wiener Schnitzel,Currywurst,Stollen,Wiener Schnitzel,Spanferkel
371,"Risotto is made with special kinds of rice and is traditionally served with fish products or cheese. What country does this dish come from?
",Italy,Spain,Italy,Greece,Portugal
372,"What are the ingredients of  the cold Spanish soup Gazpacho?
","Stale bread, garlic, olive oil, salt, tomato and vinegar","Beans, onions, tomatoes, spearmint and carrots","Stale bread, garlic, olive oil, salt, tomato and vinegar","Beef, onions, red peppers, and paprika powder","PurÃ©ed leeks, onions, potatoes, cream and chicken stock"
373,"Where did the modern-day restaurant come from?
",France,France,England,Italy,Germany
374,"What is the executive chef of the kitchen called?
",Chef de Cuisine,SautÃ© Chef,Chef de Cuisine,Chef de Partie,Sous Chef
375,"One of the possible origins of the popular expression rule of thumb  is believed to be connected to the process of brewing beer.
",True,True,False,,
376,"John Wagner, the first American to produce lager beer, had a brewery in which state?
",Pennsylvania,New Jersey,Pennsylvania,New York,Maine
377,"The term cenosillicaphobia, related to drinking beer and alcohol as a whole, means what?
",A fear of an empty glass,A fear of a falling glass,A fear of an empty glass,A fear of a broken glass,A fear of breaking a glass
378,"The oldest known recipe for a beverage still in existence is a recipe for beer.
",True,True,False,,
379,"Samuel Adams Triple Bock, produced by the Boston Beer Company, reaches what percentage of alcohol by volume?
",17%,12%,9%,23%,17%
380,"The national epic poem of which country includes an early ode to beer in Verse XX: Sing the songs of beer immortal!?
",Finland,Finland,Denmark,Sweden,Germany
381,"Charles Dickens made the following statement about beer: It was as natural as eating and to me as necessary, and I would not have thought of eating a meal without drinking beer.
",False,False,True,,
382,"Literally translated Feng Shui means wind and water.
",True,True,False,,
383,"One of the major purposes of Feng Shui is the search for the universal abstract energy or life force that governs our world. It is called this.
",Chi,Yi,Chi,Ru Li,Fu
384,"Wind is one of the five elements.
",False,False,True,,
385,"The cycle FIRE - EARTH - METAL - WATER - WOOD - FIRE is known as this.
",Cycle of production,Cycle of production,Cycle of reduction,Cycle of neutralization,Cycle of destruction
386,"Is irregularly shaped land good to build your home on?
",No,Yes,No,,
387,"According to Feng Shui water symbolizes one of these.
",Prosperity,Intelligence,Prosperity,Health,Posterity
388,"The master bedroom should be as far away from the front door as possible.
",True,True,False,,
389,"According to Feng Shui the toilet should be this.
",Hidden.,It does not matter where the toiler is.,Attached to the bedroom.,Hidden.,Always open.
390,"Where were the oldest ears of popcorn found in 1948?
","Bat Cave, New Mexico","Mammoth, Kentucky","Crystal Cave, California","Wyandotte Cave, Indiana","Bat Cave, New Mexico"
391,"During World War II, Americans increased their popcorn consumption three times, because this product was not as widely available as it had been prior to the war.
",Sugar,Potatoes,Nuts,Nachos,Sugar
392,"When was popcorn first introduced in movie theaters?
",1912,1929,1935,1912,1900
393,"Native American folklore told of calm spirits who lived inside each kernel of popcorn, but they got angry if their homes were heated and finally burst out. In reality, what do these spirits represent?
",Water and starch,Starch and air,Air and water,Water and starch,Air and corn
394,"Popcorn is flavored with salt, butter, sugar, dried spices and many other condiments. In this country they even serve it with vinegar.
",Sweden,France,Italy,Sweden,Belgium
395,"What is the ideal popping temperature for popcorn?
",330Â°-380Â° F (165Â°-193Â°C),500Â°-560Â° F(260Â°-293Â°C),260Â°-310Â° F(127Â°-154Â°C),330Â°-380Â° F (165Â°-193Â°C),400Â°-460Â° F(204Â°-238Â°C)
396,"The worlds first mobile popcorn machine was introduced in Chicago, Illinois in 1885 by this man.
",Charles Cretors,Cloid Smith,Charles Cretors,Felix de Azara,Percy Spencer
397,"What is the industrial name for popcorn kernels that fail to pop?
",Old maids,Spinsters,Old maids,Barrens,Bachelors
398,"What led to the incredible increase in U.S. sales of popcorn in the 1990s?
",Availability of microwaves,Increased sales of soda pop,Availability of microwaves,Food shortages,Lower prices
399,"What was the name of the German doll that inspired Ruth Handler to create the popular fashion doll Barbie?
",Bild Lilli,Bild Lilli,Francie,Breeana,Midge Hadley
400,"Peter Rabbit, the first patented soft toy, initially appeared in a childrens story written by this author.
",Beatrix Potter,Lewis Carroll,Paulette Bourgeois,Dr. Seuss,Beatrix Potter
401,"Lego Group, best known for the manufacture of Lego-brand toys, was founded in 1932 in this country.
",Denmark,Denmark,Sweden,Austria,The Netherlands
402,"What toy is a must-have gift in the comedy movie Jingle All the Way, starring Arnold Schwarzenegger?
",Turbo-Man,Turbo-Man,Action-Man,Sinbad,Dementor
403,"A Matryoshka is a wooden nested doll, whose name is derived from the female first name Matryona, which was popular among peasants in this country.
",Russia,Austria,Poland,Hungary,Russia
404,"The Teddy Bear was named in honor of President Theodore Roosevelt, who refused to shoot a bear while on a hunting trip in this state.
",Mississippi,Florida,Alaska,Mississippi,California
405,"What toy did Apollo 8 astronauts carry into space in 1968?
",Silly Putty,Yo-Yo,Rubiks Cube,Lincoln Logs,Silly Putty
406,"Which of these toys is seen in Chandler and Joeys apartment on the TV show Friends?
",Magna Doodle,Silly Puty,LEGO Building Blocks,Magna Doodle,Draughts
407,"What was the nationality of Erno Rubik, the inventor of the 3-D mechanical puzzle, known as the Rubiks Cube?
",Hungarian,Hungarian,American,Polish,French
408,"What plastic toy, invented by George Lerner in 1949, has the distinction of being the first toy advertised on television?
",Mr. Potato Head,Raggedy Ann Doll,Barbie,Mr. Potato Head,Mrs. Potato Head
409,"Which word refers to the water soluble pigments that give wine its red color?
",anthocyanins,ionons,anthocyanins,damascones,phycobilins
410,"Used to measure the concentration of sugar in wine, this scale was developed by a French pharmacist.
",baume scale,beaufort scale,baume scale,brix scale,scoville scale
411,"This term denotes the process of adding sugar to the must, the juice of the freshly pressed grapes, in order to increase alcohol content in wine.
",chaptalization,crackling,maceration,fining,chaptalization
412,"This is a mixture of red and white sparkling wine, that has a high sugar content.
",Cold Duck,Barique,Bodega,Cold Duck,Claret
413,"What is the name of the beneficial mold that develops on grapes under moist conditions and leaves grape crops partially raisined?
",noble rot,methuselah,noble rot,fizzante,phylloxera
414,"This type of grape, native to Europe, was devastated by a pest in the middle 1800s.
",vitis vinifera,vitis aestivalis,vitis sylvestris,vitis vinifera,vitis labrusca
415,"What science deals with fermentation?
",zymology,cytology,virology,zymology,limnology
416,"This substance is a product of volcanic activity and is used as preservative in wine making.
",sulfur dioxide,hydrogen sulfide,sulfurous acid,sulfur trioxide,sulfur dioxide
417,"What term is used to denote a trained and knowledgeable wine professional?
",sommelier,cuvee,salmanazar,negociant,sommelier
418,"What science studies all aspects of wine and wine making?
",oenology,oology,aetology,oenology,oenophilia
419,"This agent was patented by LOreal.  It is stated to be the only sure UVA sun filter as its molecule remains unaffected by solar energy. Thus, it provides effective and long-lasting sun protection.
",Mexoryl SX,Aminexil,Mexoryl SX,Adenosinetriphosphate,Ceramides
420,"This coenzyme is naturally produced by a specific algae.  It is used for transforming food into energy that the body will use to perform all its activities.  It is also a powerful antioxidant.
",Q 10,Riboflavin,Thiamin,Q 10,Niacin
421,"This ingredient is often used in anti-cellulite lotions and slim gels because it enhances the micro-circulation and easily dissolves body fat.
",Caffeine,Chocolate,Nicotine,THC,Caffeine
422,"These agents are used to transport active ingredients through the skin and take them where they would be most effective.
",Nanosomes,Nanosomes,UV,Ceramides,THC
423,"After 10 years of research LOreal found this molecule, which effectively stops hair loss.
",Aminexil,Ceramide,Aminexil,THC,Nanozome
424,"This ingredient is used in a lot of cosmetic products.  It is rich in micro-elements and minerals because it comes from the depths of the sea.  It has been said that this ingredient can activate the chemical process typical for youthful skin.
",Pearl powder,Retinol,Nanosomes,Pearl powder,Amino-acids
425,"These substances are added to lotions and creams because they smooth and soften the skin.  There are several hundred different kinds.
",Emollients,Humectants,Solvents,Emollients,Lubricants
426,"These substances act as moisturisers by attracting water to themselves, even from the air.  They are also used to prevent creams from drying out.
",Humectants,Surfactants,Preservatives,Humectants,Antioxidants
427,"This component produces adenosinetriphosphate, which increases the cells vitality and enables the body to release quick burst of energy.
",Creatine,Estrogen,Creatine,Glutamine,Adrenaline
428,"This is a protein complex produced by the bacterium, Clostridium botulinum.  It contains a toxin that causes food poisoning.  However, when injected in small doses it smoothens existing lines and wrinkles.
",Botox,Botox,Dopamnine,Bo-Hylurox,Creatine
429,"Which of these is not a term used for the building in which maple syrup is boiled?
",Sugar Barn,Sugarhouse,Cabane a sucre,Sugar Barn,Sugar Shanty
430,"Canada is by far the worlds largest maple syrup producer. Approximately what part of the worlds maple syrup is produced in Canada?
",80%,80%,65%,95%,70%
431,"Sugar on snow is a popular New England treat. It is boiled maple syrup cooled in snow and placed on sticks. Which food item is not traditionally served with this candy?
",Shortbread cookies,Yeast risen Donuts,Coffee,Shortbread cookies,Sour Dill Pickle
432,"The production of maple syrup traditionally starts in what month?
",February,February,July,October,September
433,"It takes 40 litres (10 gallons) of maple sap to make 2 litres (a half gallon) of maple syrup.
",False,False,True,,
434,"How old must a tree be before it can be tapped for maple syrup production?
",40 years old,30 years old,10 years old,40 years old,20 years old
435,"During the years of the Civil War molasses was made using maple syrup because it did not require slave labor.
",True,True,False,,
436,"Which state produces the most maple syrup in New England?
",Vermont,Maine,Vermont,Massachusetts,New Hampshire
437,"Approximately how many commercial maple syrup producers are there in North America?
","16,000","5,000","16,000","12,000","20,000"
438,"India Pale Ale was originally made in India.
",False,False,True,,
439,"What is the name of the oldest brewery in the USA that is still operating?
",Yuengling,Brooklyn Brewery,Sierra Nevada Brewery,Boston Beer Company,Yuengling
440,"In mediaeval England, what was an ale-connor?
",A beer-tester,An unscrupulous merchant who sold muddy water flavoured with hops,A wooden ale mug,Ale seller,A beer-tester
441,"The worlds strongest lager is named after Santa Claus.
",True,False,True,,
442,"Bread is one of the oldest prepared foods.
",True,False,True,,
443,"What happened to the first prototype of the bread-slicing machine?
",It was destroyed in a fire.,It was destroyed by its inventor.,"It was stolen by the people of Battle Creek, Michigan.",It was destroyed in a fire.,It was destroyed by vandals.
444,"The bread-slicing machine was first commercially used by the Chillicothe Baking Company of Chillicothe, Missouri.
",True,False,True,,
445,"When was the first loaf of sliced bread sold?
","July 7, 1928","March 29, 1925","June 17, 1921","September 21, 1916","July 7, 1928"
446,"Gustav Papendick bought the second bread-slicer.
",True,False,True,,
447,"Who prompted the marketing of sliced bread in 1928?
",W.E. Long,Gustav Papendick,Otto Rohwedder,Herbert Dinklebrot,W.E. Long
448,"When was Wonder Bread  first marketed in the USA as pre-sliced bread?
",1930,1934,1926,1925,1930
449,"Americas entry into World War Two led to a ban on sliced bread starting in August 1943.
",False,False,True,,
450,"The phase Greatest thing since sliced bread derived from a Wonder Bread advertising campaign.
",True,False,True,,
451,"First corn is usually attacked by a parasitic fungal infestation. The kernels swell to as much as 9 times normal size, and then darken. They are collected, canned, and sold to the public as a delicacy. Which one of these is NOT a name for this food?
",Balut,Mexican truffles,Balut,Corn shrooms,Huitlacoche
452,"Which of these is not the equivalent of what Americans often call head cheese?
",Kumiss,Brawn,Brabant,Sylta,Kumiss
453,"This is an Italian delicacy consisting of raw beef, tuna or veal that has been pounded and cut into very thin slices. It is served with a mustard sauce and is usually placed on a bed of arugula and green with an olive oil/lemon juice dressing.
",Carpaccio,Retsina,Cibreo,Capi,Carpaccio
454,"Which of these descriptions best describes the Scottish product Irn -Bru?
",An orange colored soft drink that contains ammonium ferric citrate and quinnine,"A lamb dish that contains raisins, barley, hops, and cherries","A very strong breakfast tea that is brewed from tea leaves, barley, and seaweed",A type of dessert that is made from an orange marmalade/barley mixture,An orange colored soft drink that contains ammonium ferric citrate and quinnine
455,"First you catch herring, then gut them, and can them in brine. Next you leave them in a warm place for several months. When you see the middle of the can swell you open the can under water and put them on a plate or bowl and serve. What is this dish called?
",Surstromming,Surstromming,Sylta,Martyred Herring,Skipsol
456,"This is a Japanese dish made from thinly sliced, pickled ginger which is kept in a solution of sugar and water.
",Gari,Shiokara,Natto,Kapi,Gari
457,"Which of these is the name of a Danish delicacy?
",Yule Brod,Retsina,Yule Brod,Marmite,Schmaltz
458,"This food was not on the Sopranos, but is a Taiwanese dish.
",Bao Bing,FuFu,Cibreo,Ngapi-jaw,Bao Bing
459,"Which of these is a traditional Japanese breakfast dish?
",Natto,Kapi,No Ko Bashi,Natto,Kimchee
460,"The optimal position for a knight is the edge of the chess board.
",False,False,True,,
461,"In chess, the king should be used aggressively in the endgame.
",True,True,False,,
462,"A rook is worth more than a bishop.
",True,False,True,,
463,"The winner of a chess game is usually the player who made the penultimate mistake.
",True,True,False,,
464,"Which of the following is an example of underpromotion in chess?
",Converting your pawn into a knight,Giving your opponent knight odds,Telling your opponent you are a duffer when you are really an expert,Taking your opponents pawn with your knight instead of your queen,Converting your pawn into a knight
465,"What does the chess term zugzwang mean?
",Being unable to move without making your position worse than it already is,Moving very quickly,Running out of time,Being almost out of time on your clock,Being unable to move without making your position worse than it already is
