,Questions,Correct,A,B,C,D
220,"What is the Iron Maiden song performed in Guitar Hero 3?
",The Number of the Beast,The Metal,Enter Sandman,One,The Number of the Beast
221,"Who sings Slow Ride, one of the songs included in Guitar Hero 3?
",Foghat,Foghat,Metallica,ZZ Top,Sonic Youth
222,"What song by Tenacious D appeared in the video game Guitar Hero 3?
",The Metal,Lou,Bulls On Parade,Anarchy in the U.K.,The Metal
223,"Tom Morello is a member of the band Sonic Youth.
",False,True,False,,
224,"What is the first place you get a gig at on Guitar Hero 3?
",Backyard Bash,Fenway Park,Backyard Bash,Yankee Stadium,Mitchs Moose Lounge
225,"What is the way to evolve the pokemon Tangela to tangrowth in the Diamond and Pearl Pokemon series?
",Level it up after learning ancient power.,Level it up after learning ancient power.,Trade it while holding a growth incense.,Use a leaf stone on it.,Level it up.
226,"How do you evolve Rhydon into Rhyperior in the Diamond and Pearl Pokemon series?
",Trade Rhydon up while holding a protector.,Level Rhydon up.,Trade Rhydon up while holding a hard stone.,Trade Rhydon up while holding a protector.,Trade Rhydon.
227,"In what way can you evolve the pokemon Gilgar into Gliscor in the Diamond and Pearl Pokemon series for Nintendo DS?
",None of these,Trade it.,Trade it holding a razor fang.,None of these,Level up.
228,"How do you evolve an Electabuzz into an Electrivire in the Diamond and Pearl Pokemon series?
",Trade it while holding a electrizer.,None of these,Trade it while holding a electrizer.,Give it a electrizer.,Train it while holding a electrizer.
229,"In Pokemon Diamond and Pearl, in what way do you evolve a Porygon2 into a Porygon-Z?
",Give it a dubious disc and trade it.,Give it an upgrade and trade it.,Give it a tech disc and trade it.,Level it up.,Give it a dubious disc and trade it.
230,"What is the way to evolve a Yanma into a Yanmega in the Diamond and Pearl Pokemon series for Nintendo DS?
",At level 33 let Yanma learn anchient power.,At level 33 let Yanma learn rollout.,At level 33 let Yanma learn silver wind.,None of these,At level 33 let Yanma learn anchient power.
231,"Which of these is the correct way to evolve a Kirlia into a Gallade in Pokemon Diamond and Pearl?
",None of these,Use a dawn stone on Kirlia.,Trade Kirlia.,Use a dawn stone on a female Kirlia.,None of these
232,"In what way can you evolve the pokemon Snorunt into a Frosslass in the Diamond and Pearl Pokemon series for Nintendo DS?
",Use a dawn stone on a female Snorunt.,Use a dawn stone on a male Snorunt.,Use a shiny stone on a male Snorunt.,Use a dawn stone on a female Snorunt.,Use a shiny stone on a females Snorunt.
233,"How do you evolve a Dusclops into a Duskinoir in Pokemon Diamond and Pearl?
",Trade a Dusclops that is holding a reapers cloth.,Trade a Dusclops.,Train Dusclops at night.,Trade a Dusclops that is holding a reapers cloth.,None of these
234,"At what location does the PS2 role-playing game Final Fantasy X start?
",Zanarkand,Zanarkand,Mt. Gagazet,Besaid,Kilika
235,"Which other team member do you meet first in the PS2 game Final Fantasy X?
",Auron,Rikku,Kimhari,Auron,Yuna
236,"In Final Fantasy X, where does Yuna perform her first Sending?
",Kilika,Kilika,Besaid,Djos̩,Home
237,"In Final Fantasy X, when you enter the Farplane in Guadosalam to talk to Yunas father, Auron stays behind because he is scared of confronting Jecht.
",False,True,False,,
238,"Which of these is not a blitzball team from the PS2 game Final Fantasy X?
",Ronso Rovers,Guado Glories,Besiad Aurochs,Ronso Rovers,Luca Goers
239,"In Final Fantasy X, where do you get each of the following aeons respectively: Ifrit, Shiva, Yojimbo, Valefor, Magus Sisters, Ixion?
","Kilika, Macalania, Calm Lands, Besaid, Requiem, Djose","Djose, Requiem, Besaid, Macalania, Calm Lands, Kilika","Kilika, Macalania, Calm Lands, Besaid, Requiem, Djose","Macalania, Kilika, Calm Lands, Gagazet, Requiem, Djose.","Kilika, Djose, Calm Lands, Requiem, Besiad, Macalania"
240,"Where is Maester Seymour the final time you have to fight him in the PS2 role-playing game Final Fantasy X?
",In the Sea of Sorrows inside Sin,On top of Mt. Gagazet,On the Highroad in Bevelle,Outside Besaid,In the Sea of Sorrows inside Sin
241,"According to Final Fantasy X, what does this sentence in the Al Bhed language translate to: Xna ehi ayo degurk e wouj?
",Why are you taking a quiz?,How can you ignore a call?,Did you see Tidus swim?,Why not see snakes a rule!,Why are you taking a quiz?
242,"In Yunas speech at the end of Final Fantasy X, what phrase is an almost direct reference to Tidus?
",The dreams that have faded,The friends who have gone,Stand by your friends,The dreams that have faded,Life is a game of blitzball
243,"What does Sarias Song do in Legend of Zelda Ocarina of Time?
",Enables you to talk to Saria,Enables you to fly,Teleports you to the Hyrule Castle,Teleports you anywhere,Enables you to talk to Saria
244,"In Legend of Zelda Majoras Mask you are transformed into a Zora by Ganondorf.
",False,True,False,,
245,"Is it true that in Legend of Zelda Twilight Princess, after you get the Master Sword you can transform into a wolf any time you like?
",Yes,No,Yes,,
246,"Is it true that in Legend of Zelda and the Wind Waker, after you beat the game you can make a new file and not get Links green clothing?
",Yes,Yes,No,,
247,"In Legend of Zelda Ocarina of Time, once you pull out the Master Sword you will become older.
",True,True,False,,
248,"Is it true that in the whole Legend of Zelda series, the currency is rupees?
",Yes,Yes,No,,
249,"Where can you find the Spiritual Gem of Water in Legend of Zelda and the Ocarina of Time?
",Zoras Domain,Deku Tree,Zoras Domain,Death Moutain,Sky World
250,"What game console is the strategy video game Thrillville available on?
",Xbox/PSP/PS2,DS/Gamecube/PS3,Xbox/PSP/PS2,PSP/PS3/PS2,PS3/PS2/DS
251,"In the strategy video game Thrillville, there are 4 categories in the park menu.
",False,False,True,,
252,"Can you take control of your staff members in the Thrillville video game strategy?
",Yes,No,Yes,,
253,"In the simulation and strategy Thrillville, what is the best way to increase your attraction meter?
",Play the flirt mini-game,Play the flirt mini-game,Talk with the person,A challenge the person to a mini-game off,Ride rides together
254,"The video game Thrillville is rated T by the Entertainment Software Rating Board (ESRB).
",False,False,True,,
255,"In the Thrillville strategy video game you cant make money off of mini-games.
",False,False,True,,
256,"In the Thrillville video game, can you make money off of playing mini-golf?
",Yes,Yes,No,,
257,"You suck up trash by using a vacuum gun in the Thrillville video game.
",True,False,True,,
258,"Who are the people that save the gang from Tabuu in Super Smash Bros. Brawl?
","Ness, King Dedede, Luigi, Kirby","Ness, King Dedede, Luigi, Kirby","Mario, Luigi, Pit, Bowser",Nobody saves them.,"R.O.B., Lucario, Snake"
259,"How many rooms are there in the Great Maze in Super Smash Bros. Brawl?
",40,There is no great maze.,126,999999,40
260,"What character from Super Smash Bros. Brawl was not in Super Smash Bros. Melee?
",Ike,Pikachu,Falco,Link,Ike
261,"Including the Melee Pokemon Stadium, how many stadiums in Super Smash Bros. Brawl are related to Pokemon?
",3,2,6,1,3
262,"What is the function of the the Astral Amulet in the computer game Chrono Cross?
",Serves as a key to open  dimension ports to other worlds,Serves as a key to open  dimension ports to other worlds,To see the future,Makes you invisible,Upgrades your weapons
263,"In the computer game Chrono Cross, the water dragon gives you what ability?
",Ice Breath,Ice Breath,Fire attack,Blizzard storm,Water attack
264,"Who made the following statement in the game Chrono Cross: I love you so much... That is why I sometimes desire to smash you to bits!!!?
",Fate,Fate,Kid,Lynx,Sarge
265,"Which of these songs from the Chrono Cross soundtrack is on the sound clip?
",Radical Dreamers,Garden of the Gods,Radical Dreamers,Frozen Flame,Dream of  the Shore Near Another World
266,"Which Chrono Cross character delivered the following words: In your eyes, I perceive both the look of a beauty  and the look of a beast.?
",Fortune Teller,Harle,Kid,Fortune Teller,Serge
267,"Listen to the sound clip and name the song from the Chrono Cross soundtrack.
",Dreamwatch of time,Dreamwatch of time,Radical Dreamers,Time Scar,Dragon Knight
268,"Is Gyarados a water and flying type of Pokemon?
",Yes,No,Yes,,
269,"What type of Pokemon is Sableye?
",Ghost dark,Ghost,Ghost dark,Ghost psychic,Ghost poison
270,"What type of Pokemon is Tyranitar?
",Rock dark,Rock dark,Ground dark,Ground,Ground rock
271,"Gengar is a ghost dark type of Pokemon.
",False,False,True,,
272,"Is the Pokemon Togekiss flying and normal type of Pokemon?
",Yes,No,Yes,,
273,"Does the Pokemon Empolean belong only to the water type of Pokemon?
",No,Yes,No,,
274,"Is Typlosion only a fire type of Pokemon?
",Yes,No,Yes,,
275,"In the online game RuneScape, you can wear rune platebody without doing the quest Dragonslayer.
",False,True,False,,
276,"In the game RuneScape, big bones get your prayer level up higher than dragon bones.
",False,True,False,,
277,"Name the RuneScape character who is the duke of Lumberidge.
",Horacio,Horacio,Haracio,Roald,Royald
278,"In the RuneScape game, you have to be level 85 to mine rune.
",True,False,True,,
279,"In RuneScape, green dragonhide is better than black dragonhide.
",False,True,False,,
280,"In the game RuneScape, wearing Zamorack armour requires this level.
",40,50,40,35,99
281,"At the start of the RPG game Final Fantasy VIII, which characters are shown in the opening movie?
","Squall, Seifer, Rinoa, Edea","Squall, Seifer, Rinoa, Edea","Squall, Rinoa","Squall, Seifer, Quistis","Zell, Selphie, Squall"
282,"What is inside the lamp given to you by Headmaster Cid before your first official SEED mission in the role-playing game Final Fantasy VIII?
",Diablos,Ethers,Ifrit,Potions,Diablos
283,"In Final Fantasy VIII, what is Seifers romantic dream?
",To be Edeas knight,To be Edeas knight,To marry Selphie,To date Rinoa,To go on holiday with Ade
284,"Did Quistis Trepe from Final Fantasy VIII have a group of admirers called the Trepies?
",Yes,No,Yes,,
285,"What did Squall say to the torturer in D-District Prison about SEED in Final Fantasy VIII?
",They want to plant flowers and then invade the countries.,They want to kill as many Galbadians as possible.,They want to nuke the planet and fly to a sanctuary.,They want to plant flowers and then invade the countries.,They want to master as many GFs as possible.
286,"Which two characters played Rock, Paper, Scissors in the role-playing game Final Fantasy VIII?
",The Brothers,Seifer and Squall,Adel and Edea,The Brothers,Squall and Zell
287,"In the last fight of the role-playing game Final Fantasy VIII, who does Ultimecia summon?
",Griever,None of these,Rinoa,Ultima Weapon,Griever
288,"In the game Animal Crossing, the players must work part-time for the character who gives them their first house.
",False,False,True,,
289,"In the video game Animal Crossing the player can dig up fossils.
",True,False,True,,
290,"Which of these is not included in the game Animal Crossing?
",A barbers shop.,A tailors shop,A dump,A museum,A barbers shop.
291,"In the game Animal Crossing your character may have horns.
",True,False,True,,
292,"Can you have pets in the game Animal Crossing?
",Yes,No,Yes,,
293,"Can you have two houses in the Nintendo game Animal Crossing?
",No,No,Yes,,
294,"What can you have in your house in the game Animal Crossing?
",A basement,Rats,A mailbox,A roller-coaster,A basement
295,"Can you own a shop in the game Animal Crossing?
",No,Yes,No,,
296,"The seasons in the game Animal Crossing change as the seasons actually change in real life.
",True,True,False,,
297,"In Runescape, what creature lives in the basement of Draynor Manor?
",a vampire,a vampire,a witch,a werewolf,a zombie
298,"What is the highest level your character can go up to in the Runescape game for non-members?
",126,99,126,113,It never ends
299,"In Runescape, you must have level 40 defence to wear adamant armor.
",False,True,False,,
300,"What fruit grows on Karmaja in the Runescape video game?
",bananas,peaches,oranges,apples,bananas
301,"What item do you obtain from the 2006 Runescape Christmas Special?
",a reindeer hat,a pair of Santas magical boots,a reindeer hat,a Santa hat,a polar bear suit
302,"Can you kill demons in a non-members world of Runescape?
",Yes,Yes,No,,
303,"Can you wear goblin mail in Runescape?
",No,Yes,No,,
304,"In Runescape, you must have a level of 99 on any skill to get a Skill Cape.
",True,False,True,,
305,"Sasuke, one of the main characters in the anime series Naruto, is branded with a cursed seal.
",True,True,False,,
306,"Which of these anime characters can use the technique, known as Rasengan?
",Naruto,Kakashi,Lee,Tenten,Naruto
307,"What did anime character Sasuke say when he received the cursed seal?
",Im an avenger.,Ill destroy your whole clan.,Im an avenger.,With this power Ill brake every bone in your body.,You are dead.
308,"Fictional character Naruto killed Gaara.
",False,False,True,,
309,"What is Narutos favorite food?
",ramen,tomatoes,pizza,brocoli,ramen
310,"Who taught Sasuke the Chidori technique in the Naruto series?
",Kakashi,Naruto,Itachi,Kakashi,Orochimaru
311,"What technique in the Naruto series was created by Kakashi?
",Chidori,Primary lotus,Rasengan,Leaf whirlwind,Chidori
312,"What does Naruto dream of being in the self-titled anime series?
",hokage,hokage,real estate salesman,singer,a pizza man
313,"What Naruto character was initially infatuated with Sasuke?
",Sakura,Ino,None of these,Sakura,Hinata
314,"You get the P90 weapon at what level in Call of Duty 4?
",40,37,43,34,40
315,"How many different weapons are there in Call of Duty 4?
",29,30,29,17,22
316,"You can go into 15 Prestiges on XBox Livve.
",False,False,True,,
317,"In Call of Duty 4 you can run around with your knife and kill as many people as you want with it.
",False,False,True,,
318,"The Barret .50 Caliber is the most powerful sniper rifle in the game Call of Duty 4.
",True,True,False,,
319,"How many skins for the weapons are there in Call of Duty 4?
",6,5,6,3,1
320,"If you shoot a person in the head in the game Call of Duty 4, they can survive.
",True,False,True,,
321,"Which of these is not a stage in the first game of Banjo and Kazooie for Nintendo 64?
",Cloud Cuckooland,Gobis Valley,Mumbos Mountain,Cloud Cuckooland,Freezeezy Peak
322,"In the adventure video game Banjo-Kazooie, how many turtles are in Tiptups choir?
",6,7,6,5,8
323,"In Gobis Valley from the Banjo-Kazooie adventure video game, how many notes are there in front of the door that you ride the magic carpet to?
",5,3,5,9,7
324,"In Mad Monster Mansion from the Banjo-Kazooie video game, what is the time shown on the clock above the church?
",None of these,13 oclock,None of these,The hands are moving,Midnight
325,"In the quiz stage of the adventure video game Banjo-Kazooie, failing a question on a Grunty Space will cause the characters to fall into the lava pit.
",False,False,True,,
326,"Gobi is the name of the camel in Gobis Valley in the Banjo and Kazooie video game.
",True,True,False,,
327,"Do you need to talk to somebody in Kurast Docks in order to activate the first quest in Act III of the computer game Diablo II?
",No,No,Yes,,
328,"Complete the title of the 2nd quest in Act III of the computer game Diablo II:  Blade of the _____ Religion.
",Old,New,Lost,Old,Found
329,"In the third quest of Act III in Diablo II, how many items must be retrieved?
",4,4,1,5,2
330,"Who must you talk to, in order to activate the Lam Esens Tome quest in the computer game Diablo II?
",Alkor,Asheara,Ormus,Deckard Cain,Alkor
331,"The 5th quest in Act III of Diablo II is activated by Ormus, only if you are able to find this place.
",Travincal,Kurast Bazaar,Durance of Hate,Upper Kurast,Travincal
332,"What boss must be fought in the last quest in Act III of the computer game Diablo II?
",Mephisto,Andariel,Diablo,Baal,Mephisto
333,"What reward will you receive upon completing the first quest in Act IV of the game Diablo II?
",Two skill points,Free repair,Two skill points,Free potions,Two points in your attributes
334,"You must talk to this person in order to activate your 2nd quest in Act IV of the computer game Diablo II.
",Deckard Cain,Tyrael,Halbu,Jamella,Deckard Cain
335,"What is the title of the last quest in Act IV of the computer game Diablo II?
",Terrors End,Diablo: Lord of Terror,Revenge,Terrors End,Restoration of Goodness
336,"Which one of these songs is NOT in the final section of Guitar Hero III, Lous Inferno?
",Stricken,Stricken,Raining Blood,One,The Number of the Beast
337,"You must beat Guitar Hero III on Expert to be able to play Through the Fire and Flames.
",False,False,True,,
338,"What song is unlocked after beating Tom Morello in a guitar battle in the video game Guitar Hero III?
",Bulls on Parade,Bulls on Parade,She Bangs the Drums,Schools out,Slow Ride
339,"After you beat Guitar Hero III on Expert, you are informed that you can really test your skill by doing this.
",playing Expert in Precision Mode,playing Expert in Precision Mode,playing people online,trying to get 5 stars on every song,battling against a friend
340,"On what date was the release of Call of Duty 4: Modern Warfare announced?
","April 25, 2007","April 25, 2007","March 10, 2007","June 30, 2007","June 22, 2007"
341,"How many times can a player trade in their levels at prestige mode in the first-person shooter Call of Duty 4?
",10,11,9,10,12
342,"In the Xbox 360 version of Call of Duty 4, the achievement war pig is given for killing Khaled Al-Asad.
",False,True,False,,
343,"The AC-140 gunship has 3 different weapons and uses thermal vision in Call of Duty 4.
",False,False,True,,
344,"Billy Murray lends his voice to Captain Price from Call of Duty 4: Modern Warfare.
",True,False,True,,
345,"Who do you have to talk in order to receive your first quest after creating a character in the game Diablo II?
",Akara,Kashya,Akara,Warriv,Charsi
346,"What is the 2nd quest in the first chapter of the computer game Diablo II?
",Sisters Burial Grounds,The Forgotten Tower,Sisters Burial Grounds,Den of Evil,The Search for Cain
347,"Who must be rescued in the third quest of the game Diablo II?
",Deckard Cain,Deckard Cain,Raven,Gheed,Flavie
348,"What must be retrieved in the fifth quest of the first act of the computer game Diablo II?
",Horadric Malus,Horadric Headpiece,Horadric Staff,Horadric Cube,Horadric Malus
349,"What is the last quest in Chapter I of the computer game Diablo II?
",Sisters to the Slaughter,Sisters to the Slaughter,Fathers to the Slaughter,Brothers to the Slaughter,Mothers to the Slaughter
350,"Who must be defeated in the first quest of the second chapter of the computer game Diablo II?
",Radament,Radament,Duriel,Tal Rasha,Summoner
351,"Which item must be formed, to succeed in the second quest of Chapter II of the computer game Diablo II?
",Horadric Staff,Horadric Malus,Horadric Shaft,Horadric Headpiece,Horadric Staff
352,"What is your objective of the 4th quest of Chapter II in the game Diablo II?
",to get the Journal,to kill the Summoner,to kill all monsters in the Arcane Sanctuary,to open the portal to the Kurast Docks,to get the Journal
353,"Who must be killed in the 5th quest in Chapter II of  Diablo II?
",Summoner,Hell Clan,Summoner,Ghoul Lord,Specter
354,"Who must be saved in the last quest in Chapter II (The Seven Tombs) of the computer game Diablo II?
",Tyrael,Tyrael,Ormus,Jamella,Halbu
355,"Name Master Chiefs partners in the video game Halo 1.
",Green Horns,Alienators,Alien Hunters,Green Toads,Green Horns
356,"Name the aliens with the shields in the game Halo 1.
",Jackals,Hunters,Jackals,Grunts,Elites
357,"You start out with a weapon in the first level of Halo 1.
",False,True,False,,
358,"What is the name of the Halo 1 aliens with plasma cannons?
",Hunters,Hunters,Grunts,Elites,Jackals
359,"What are the smallest aliens you face in the video game Halo 1?
",Grunts,Jackals,Hunters,Elites,Grunts
360,"These aliens are the protectors of halo in the video game Halo 1.
",Elites,Jackals,Hunters,Elites,Grunts
361,"Master Chief is the protagonist of the Halo video game.
",True,True,False,,
362,"What is the name of Samus enemies common to nearly every Metroid video game
",Space Pirates,Space Pirates,The Federation,The Chozo,X Parasites
363,"What is the name of the suit Samus starts out with in almost every Metroid video game?
",Varia Suit,Power Suit,Gravity Suit,Varia Suit,Phazon Suit
364,"What word is always attached to the names of the shots that come from Samus arm-mounted gun in the Metroid video game?
",Beam,Beam,Rocket,Gun,Launcher
365,"What type of character is Samus from the Metroid video game?
",Human Female,Chozo Male,Human Male,Luminoth Female,Human Female
366,"In the Metroid video game, what is Samus profession?
",Bounty Hunter,Professional Collector,Soldier,Pirate,Bounty Hunter
367,"What special abilities are unique to Metroids in the video game series Metroid?
",They can suck out your life energy.,They can suck out your life energy.,They can kill by physical contact.,They can create lifelike illusions.,They can kill by eye contact.
368,"Which of these is not an upgrade Samus receives in the Metroid game series?
",Grenade Launcher,Grenade Launcher,Morph Ball,Missile Launcher,Grapple Beam
369,"In the Metroid video game series, what species created the suit and most of the upgrades available to Samus?
",The Chozo,The Lords of Science,The Chozo,The Luminoth,The X
370,"Which of these is not an ability available to Samus while in Morph Ball Mode of the Metroid video game?
",Phazon Bomb,Phazon Bomb,Bomb,Power Bomb,Boost Ball
371,"Naruto was first published in 1999, in this magazine.
",Weekly Shonen Jump,Weekly Shonen Run,Weekly Shonen Jump,Monthly Shonen Jump,None of these
372,"Who is the only female Akatsuki member in the Naruto manga series?
",Konan,Jugo,Madara,Kanan,Konan
373,"Who is the first ninja recruited for the fictional team Hawk?
",Suigetsu Hozuki,Suigetsu Hozuki,Shunsuke Sakuya,Sasuke Uchiha,Akeno Watanabe
374,"Namikaze Sateraito is the opening song for the first 22 episodes of which Naruto season?
",1,1,7,6,8
375,"Orochimarus Curse is the title of which volume of the Naruto manga?
",7,5,6,7,4
376,"Masatoshi Kazikuga is the author of two novelizations of Naruto, published in Japan and America.
",False,False,True,,
377,"What can you wield after the Monkey Madness Quest in RuneScape?
",Dragon Scimitar,Dragon Scimitar,Dragon Spear,Dragon Halberd,Dragon Longsword
378,"The RuneScape game was created by Christopher Grower.
",False,True,False,,
379,"Which of the following RuneScape defence armors is the best?
",Veracs (full),Dragon (full),Guthans (full),Dharoks (full),Veracs (full)
380,"When was the first version of RuneScape released to the public?
",January 4th 2001,"July 4th, 2003",Febuary 8th 1998,January 4th 2001,June 5th 2001
381,"RuneScape is set in the fantasy-themed realm of Gielinor.
",True,True,False,,
382,"The creator of RuneScape was helped by his cousin, Joel, in developing the game.
",False,True,False,,
383,"What was RuneScape originally named?
",DeviousMUD,DeviousMUD,Runeworld,DeviousWOF,RuneLand
384,"What is the name of the evil god in RunesSape whose rival is Saradomin?
",Zamorak,Guthan,Guthix,Dharok,Zamorak
385,"Are there members-only servers for RuneScape Classic?
",Yes,Yes,No,,
386,"What weapon do you wield after the Regicide Quest in RuneScape?
",Dragon hally,Dragon hally,Flaming sword of death,Dragon longsword,Dagon scimitar
387,"Ash Ketchum, the main protagonist in the Pok̩mon anime, is loosely based on what other character?
",Red,Blue,Green,Red,Yellow
388,"In what way can you evolve the Pokemon Gilgar into Gliscor in the Diamond and Pearl Pokemon series for Nintendo DS?
",none of these,none of these,train it at night,Trade it while holding a razor fang,trade it
389,"Celebi is a grass type Pokemon that you can find in the sinnow region.
",False,True,False,,
390,"Which of the following is not a game in The Last Half of Darkness series?
",The Last Half of Darkness: New Ways to Die,The Last Half of Darkness 3,The Last Half of Darkness: Shadows of the Servants,The Last Half of Darkness VGA,The Last Half of Darkness: New Ways to Die
391,"Which of these is not the title of an actual PC game?
",Last Warrior of Orion,Power Rangers Time Force,Last Warrior of Orion,Master of Magic,Archon Ultra
392,"Which of the following is part of the game Archon Ultra?
",Valkyrie,Valkyrie,Black Knight,Witch,Orc
393,"In the Last Half of Darkness series, there is a Last Half of Darkness III VGA.
",False,False,True,,
394,"Which of these horror movie based games isnt a PC game?
",Blade,The Mist,Alien Trilogy,Blade,Clive Barkers Undying
395,"Which of these games was not developed by New World Computing?
",X-COM: UFO Defense,Heroes of Might and Magic,Planets Edge,Might and Magic,X-COM: UFO Defense
396,"Which of the following is not an adventure game?
",Raptor: Call of the Shadows,Dragon Lore: The Legend Begins,Raptor: Call of the Shadows,The Nine Lives of the Secret Agent Katt,7th Guest
397,"What type of game is Power Rangers Time Force?
",All of these,All of these,3D Action game,Mini-game collection,2D Side-scroller
398,"Who created the game Last Half of Darkness?
",William R. Fisher III,Brian Moriarty,Bill Gates,William R. Fisher III,Roberta Williams
399,"Which of the following is not a real role-playing game?
",Last Guardian,Albion,Dungeon Master,Last Guardian,Bloodnet
400,"What is the name of the evil dragon in RuneScape that players have to kill in the Dragon Slayer quest?
",Elvarg,Elvarg,Delrith,Hector,Verac
401,"In the RuneScape game, on the Construction Skillcape emote, the character performing the emote does which of the following?
",Builds a small house around himself,Builds a small house around himself,Hammers down nails on a board,Makes a workbench with a saw,Builds a bridge
402,"To equip Barrows armour and weapons in RuneScape, you must have an attack and defence level 70.
",True,True,False,,
403,"Is it true that in the RuneScape game, goblins can be found only in Goblin Village and Goblin Cave?
",No,No,Yes,,
404,"In the RuneScape game, you need to have 80 defence to use Guthix armor.
",False,False,True,,
405,"What was the reward in RuneScapes 2008 Easter Seasonal Event?
",a chocatrice cape that turns you into a wrapped egg,a chocolate sword that you can eat off of 3 times a day healing 10hp,a chocatrice cape that turns you into a wrapped egg,Easter bunny ears that make your speed increase,a giant cookie
406,"In the mime random event in RuneScape, the object is to identify all the mime emotes and get a reward afterwards.
",True,True,False,,
407,"To start the Demon Slayer Quest in RuneScape, you must talk to which one of these?
",The Gypsy,a dwarf,The Gypsy,Sir Vyrinn,The duke of Lumbridge
408,"In what RuneScape quest do you have to use a friend from the opposite gang?
",Shield of Arrav,Dragon Slayer,Shield of Arrav,Vampire Slayer,Romeo and Juliet
409,"In the game Super Mario Kart, how many coins do you receive for placing 1st in a single race?
",9,15,9,10,12
410,"Do players have lives in the racing game Super Mario Kart?
",Yes,Yes,No,,
411,"In the game Super Mario Kart, what does the mushroom item do to the racer?
",gives the racer a short burst of speed,poisons the racer so they cant steer correctly,gives the racer a short burst of speed,makes the racer large to run over other racers,slows the racer so they dont go as fast
412,"All of the following cups are in the game Super Mario Kart, except which one of these?
",Lightning cup,Star cup,Mushroom cup,Special cup,Lightning cup
413,"The feather item in the game Super Mario Kart helps the racer by jumping.
",True,True,False,,
414,"In the Flower cup, in the game Super Mario Kart, on which track do you start?
",Choco Island,Donut Plains 2,Choco Island,Koopa Beach 1,Mario Circuit 1
415,"In Super Mario Kart, the green shell is a heat-seeking missile.
",False,False,True,,
416,"In the game Super Mario Kart, for the Super Nintendo, it is possible to fall off the track.
",True,True,False,,
417,"All of the following are items used in the game Super Mario Kart, for the Super NES, except which one of the following?
",blue shell,coins,banana peel,ghost,blue shell
418,"On the Nintendo 64 version of Mario Kart, Wario replaced which of the following playable characters from the Super NES version?
",Koopa Troopa,Princess Peach,Koopa Troopa,Donkey Kong,Yoshi
419,"There is a PC port in the first three Timesplitters games.
",False,False,True,,
420,"How many of the following Power Rangers games are for PC: Power Rangers; Power Rangers: Lightspeed Rescue; Power Rangers: Super Legends; Power Rangers Zeo Versus the Machine Empire; Power Rangers: Ninja Storm Double Pack?
",5,5,4,2,1
421,"Excluding collections, how many Might and Magic games were released from 1986 to 2002?
",11,11,9,10,7
422,"In Might and Magic 8, which of these classes are unselectable for the main character?
",Dragon,Vampire,Dark Elf,Knight,Dragon
423,"Joe Satriani was given a special thanks in B.A.T. II.
",True,False,True,,
424,"In which of these games does the player take the role of Kirt?
",Shadowcaster,Marvel: Ultimate Alliance,Quest for Glory,Freedom Force,Shadowcaster
425,"Which of these games is rogue-like?
",Ancient Domains of Mystery,Neverwinter Nights,Baldurs Gate,The Elder Scrolls 4 Obvilion,Ancient Domains of Mystery
426,"How many races are there in Star Wars: Galactic Battlegrounds? (With expansion)
",8,12,7,8,6
427,"What do you transform into in stage 4 of Altered Beast?
",Weretiger,Werewolf,Werebear,Weredragon,Weretiger
428,"Which of these games isnt an action/adventure hybrid?
",Grand Theft Auto,Grand Theft Auto,Kings Quest: Mask of Eternity,The Nine Lives of the Secret Agent Katt,The Adventures of Maddog Williams
429,"Who is the protagonist of the PC game Blood?
",Caleb,Ellen Ripley,Hugo,Blake Stone,Caleb
430,"Which of these isnt a game from the Hugo series?
",Hugos Castle of Death,Hugos Castle of Death,Hugos House of Horror,Nightmare 3D,Whodunit?
431,"Name the odd game.
",Archon,The Terminator,Doom,Twilight 2000,Archon
432,"Which of these games was not developed by Blizzard?
",Hammer of the Gods,Blackthrone,Diablo,The Lost Vikings,Hammer of the Gods
433,"Which of these games was developed by New World Computing?
",Planets Edge,Pizza Tycoon,Planets Edge,Blackthrone,One Must Fall 2097
434,"Which of these isnt a Sega collection for PC?
",Sega Genesis Collection,Sega Genesis Collection,Sonic 3 and Knuckles,Sega Smash Pack,Sonic Adventure DX: Directors Cut
435,"In the Nancy Drew conputer games, Nancy Drews trusty sidekicks are cousins George Fayne and this slightly plump blonde.
",Bess,Jenny,Beth,Bess,Tess
436,"These two detective brothers appear several times in the Nancy Drew computer games to help Nancy solve mysteries.
",Frank and Joe,Frank and Joe,Frank and Moe,Fred and Joseph,None of these
437,"What was the very first Nancy Drew computer game?
",Secrets Can Kill,Treasure in the Royal Tower,Secrets Can Kill,Message in a Haunted Mansion,Secret of the Old Clock
438,"What did Nancy Drew find along with a message in the computer game Message in a Haunted Mansion?
",A shark tooth,A piece of glass,A bat wing,She did not find anything along with the note.,A shark tooth
439,"In which of these computer games did Nancy Drew wake up in the middle of the night because of a nightmare?
",Ghost of Blackmoor Manor,Creature of Kapu Cave,Secrets Can Kill,She never had a nightmare.,Ghost of Blackmoor Manor
440,"Which of these characters appears in the Nancy Drew computer game Lights, Camera, Curses!?
",Molly McOwens,Rick Arlen,None of these,Molly McOwens,Sally McDonald
441,"In the computer game Warnings at Waverly Academy, what was pictured on Nancy Drews cabin door?
","Mr. Mingles, the cat","Mr. Mingles, the cat",A butterfly with you and your roommates names in it,it was blank,The Waverly Academy crow
