,Questions,Correct,A,B,C,D
548,"The day after Thanksgiving Day is called this in the United States.
",Black Friday,Never Day,Betting Day,Black Friday,Red Friday
549,"In Canada, Thanksgiving Day is celebrated on the second Monday in October. What holiday is celebrated on that same day in the United States?
",Columbus Day,Boxing Day,Veterans Day,Columbus Day,Memorial Day
550,"It is obvious that vegetarians and vegans dont eat turkey on Thanksgiving day. This meal is a meatless imitation of turkey.
",Tofurkey,Hiyayakko,Tofurkey,Andouille,Sauerkraut
551,"In the year 1620, this ship carried 102 Pilgrims from Plymouth, England to the shores of North America.
",Mayflower,Pinta,Mayflower,Nina,Santa Maria
552,"Ð¢he first Thanksgiving celebration is said to have taken place in the autumn of 1619 in this US state.
",Virginia,Florida,Texas,Mississippi,Virginia
553,"The roasted turkey is a traditional meal on Thanksgiving Day in the US and Canada. It is also a traditional meal on this holiday in the United Kingdom.
",Christmas,Good Friday,Christmas,Commonwealth Day,Easter
554,"This state, that is home of Mount Whitney, is the third biggest state in the US.
",California,Texas,Florida,California,Alaska
555,"It is the smallest state in size, and was also the last of the original thirteen colonies to become a state.
",Rhode Island,Hawaii,Connecticut,New Jersey,Rhode Island
556,"This states capital is Augusta.
",Maine,New Mexico,Kansas,Maine,Georgia
557,"Stone Mountain, one of the largest single masses of exposed granite in the world, is located in this state.
",Georgia,Kentucky,Tennessee,Georgia,Alabama
558,"Dwight D. Eisenhowers family settled in this state in 1892. Its capital city is Topeka.
",Kansas,Minnesota,Kansas,Nebraska,Washington
559,"In what state is the Space Needle located?
",Washington,Oregon,New York,Washington,Wyoming
560,"Although the state is often called the Wolverine State there are no longer any wolverines in it.
",Michigan,Maryland,Arizona,Michigan,Wyoming
561,"It is known as the Lone Star State and is home to the Alamo.
",Texas,Arkansas,Idaho,Montana,Texas
562,"The capital of this eastern state is Hartford.
",Connecticut,Utah,Pennsylvania,Maryland,Connecticut
563,"It is the only US state that starts with two vowels. Dubuque is the states oldest city.
",Iowa,Indiana,Iowa,Illinois,Louisiana
564,"In modern warfare, which alert level of DEFCON (DEFense CONditions) signifies maximum readiness of the US Army forces?
",1,5,6,7,1
565,"Jerusalem is of great importance to Jews, Christians and Muslims. It is closely linked to the lives of prophets such as David, Salomon and Jesus Christ. According to the Bible, which of the following is attributed to king Salomon?
",Building the First Jewish Temple in Jerusalem,Founding the city of Jerusalem,Declaring Jerusalem capital of the Kingdom of Israel,Defending the city against a Roman siege,Building the First Jewish Temple in Jerusalem
566,"In 571 CE the Prophet Muhammad was born in Mecca. There, he started preaching Islam and gathered some followers. However, he was persecuted in Mecca and therefore he moved to the city of Yathrib. What is the present name of Yathrib?
",Medina,Najaf,Jerusalem,Medina,Nazareth
567,"If you are a Christian, it is almost impossible to enter the city of Mecca (or Makkah, as it is known nowadays).
",True,True,False,,
568,"Many Judaic customs and festivals take place in the city of Jerusalem. Such are the festivals Pesach Seder and Yom Kippur as well as the saddest day for all Jews, the Ninth of Av. What do Jews mourn over on the Ninth of Av?
",The destruction of the city and the loss of their holy temples,The crucifixion of Jesus Christ,The death of king David,The destruction of the city and the loss of their holy temples,Their sins
569,"Buddhists have four pilgrimage sites, closely linked to the life of Siddhartha Guatama (known as Buddha). This was the city where he sat under a peepal tree, meditating for three days and three nights until he attained Enlightenment.
",Bodh Gaya,Lumbini,Sarnath,Bodh Gaya,Kushinagar
570,"Jerusalem is holy to Muslims partially because they consider that Jesus was one of the prophets of Islam.
",True,False,True,,
571,"A pilgrimage to Mecca is required for every Muslim that can afford it. When a Muslim pilgrim visits the city, he has to circle the House of God (Kabah) seven times and then try to kiss or touch its cornerstone. What is the name of this cornerstone?
",The Black Stone,The Black Stone,The Last Stone,The First Stone,The Golden Stone
572,"The Al-Aqsa Mosque is one of the holiest places on Earth to every Muslim. It is built on the mount where Prophet Muhammad ascended to heaven and therefore the place is considered very sacred. But the place is holy to Jews too because they believe that this ancient structure once stood on the very same mount.
",The Temple of Solomon,The Temple of Abraham,The Temple of David,The Temple of Irod,The Temple of Solomon
573,"The Crusades were military campaigns, originally meant to free Jerusalem (the Holy Land) from the Muslims. Although the crusaders seemed to be men of valor, the Eastern Orthodox Church considered their journeys as attacks of the West. This was the name of the Pope who called for the First Crusade in 1095.
",Pope Urban II,Pope Urban II,Pope John XII,Pope Benedict VII,Pope Leo IX
574,"This is another ritual, performed by Muslim pilgrims. It takes place in Mina (a city just outside Mecca). There, they collect a number of pebbles and throw them at the three pillars at Mina. This is what the ritual is called.
",Stoning of the devil,Killing of the three demons,Stoning of the devil,Building a mountain,Facing ones fears
575,"This South-Asian country has Dili as a capital and largest city. Its two official languages are Tetum and Portuguese.
",East Timor,Taiwan,Cambodia,East Timor,Philippines
576,"This country won its independence from France. Its currency is Gourde (HTG) and capital - Port-au-Prince.
",Haiti,Haiti,Ghana,Kenya,Laos
577,"Before the Spanish arrived, this country was home to various Pre-Inca cultures and later, to the Inca Empire. Francisco Pizarro landed on its coast in 1532.
",Peru,Brazil,Bolivia,Peru,Argentina
578,"The name of this small African country means lioness mountains. Its written history begins in 1462 when Portuguese explorers first landed there.
",Sierra Leone,Cote dIvoire,Uganda,Sierra Leone,Guine-Bissau
579,"Which European country used to have Cracow (KrakÃ³w) as its capital?
",Poland,Poland,Denmark,Lithuania,Germany
580,"In which Central European country will you find Munich (Muenchen)?
",Germany,Austria,Switzerland,Germany,Poland
581,"Where is the city of Brno located?
",In the Czech Republic,In Serbia,In Croatia,In Switzerland,In the Czech Republic
582,"Aalborg is the main city of the region of North Jutland which is located in this country.
",Denmark,Germany,Sweden,Norway,Denmark
583,"In which German-speaking country will you find the city of Linz?
",Austria,Germany,Austria,Liechtenstein,Switzerland
584,"In which Baltic country will you find the city of Kaunas?
",Lithuania,Lithuania,Poland,Latvia,Estonia
585,"In what country is Lviv located?
",Ukraine,Poland,Lithuania,Hungary,Ukraine
586,"In what country will you find the Adriatic town of Trieste (Trst, Triest)?
",Italy,Croatia,Slovenia,Serbia,Italy
587,"Which countrys second largest port is Turku?
",Finland,Finland,Sweden,Turkey,Moldavia
588,"Where is Kosice (KoÅ¡ice)?
",In Slovakia,In Slovenia,In Poland,In Slovakia,In Hungary
589,"Is Geneva (GenÃ¨ve) located within the EU territory?
","No, it is in Switzerland which is outside ot EU.","No, it is in Switzerland which is outside ot EU.","No, it is a self-governed city (like Monaco) which is outside of the EU.","Yes, it is an Italian city.","Yes, it is in France"
590,"In what country will you find the city of Narvik?
",Norway,Norway,Denmark,Sweden,UK
591,"The Titanic was the second of a trio of giant liners, designed to dominate the transatlantic travel business. It was owned by the White Star Line. Where was the Titanic built?
",Ireland,Netherlands,Ireland,Poland,Finland
592,"The construction of the Titanic was fully completed on 31 March, 1912.  Titanics maiden voyage commenced from Southampton, England on this memorable day.
",10 April 1912,10 June 1914,12 May 1912,10 April 1912,12 May 1913
593,"The Titanic was one of the most luxurious ships for its time. It offered an on-board swimming pool, gymnasium, and a Turkish bath.  Its passengers could also enjoy a squash court.
",True,False,True,,
594,"After the ship departed from Southampton, it stopped at Cherbourg, France and Queenstown, Ireland, to disembark and board some additional passengers. Then, it continued its voyage with over 1,300 passengers on-board, who were segregated in this many class sections.
",Three,Two,Three,Five,Four
595,"On the fatal day of the disaster, the Titanic recieved many iceberg warnings. The last one was recieved at 9:40 PM from this ship.
",Mesaba,Amerika,Caronia,Mesaba,Baltic
596,"The White Star Lines managing director, who also came up with the idea of building ship, was on-board the Titanic (this is true). However, the ships builder didnt board the ship, because he was afraid of sailing.
",False,False,True,,
597,"At 11:40 PM, the fatal iceberg was spotted by the lookouts - Fredrick Fleet and Reginald Lee, and the bridge was warned. An abrupt turn to port (left) and full speed astern were the orders of First Officer Murdoch, but the collision was still inevitable. How did the iceberg collide with Titanic?
",It brushed its right side,It brushed its right side,It brushed its left side,It hit the ships right side directly,It hit the ships head directly
598,"After it became clear that the Titanic could not stay afloat, safety measures to save the crew and the passengers were taken. At 12:40 AM the first lifeboat, boat 7, was lowered. How many of these boats did Titanic have?
",20,20,30,40,60
599,"Faith Hill sang the famous song My Heart Will Go On from the Soundtrack of the movie Titanic (1997).
",False,False,True,,
600,"The Titanic broke into two sections and by 2:20 AM they had both sunk into the ocean. About two hours later, this ship arrived and began rescuing the survivors.
",Carpathia,Carpathia,Mesaba,MacKay-Bennett,Caronia
601,"Prior to Titanics fatal incident, the distress signal SOS had never been used.
",False,False,True,,
602,"When on 1 September, 1985 the wreck of the Titanic was discovered by a team of scientists, it became clear that the two sections had sunk one on top of the other.
",False,False,True,,
603,"Which countryâ€™s name is derived from silver?
",Argentina,Samoa,Argentina,Switzerland,Zimbabwe
604,"What is the meaning of the name of China in the native language of the country?
",Middle Kingdom,Empire of Gods,Middle Kingdom,The Great Nation,Land Behind the Wall
605,"What is the origin of the name of Australia?
",Southern (Latin),"Austral parakeet, a parrot native to the continent",Bigger Austria (German),Southern (Latin),It refers to the multitude of stars that can be observed from there (astral land)
606,"Which countryâ€™s name means rich harbour?
",Puerto Rico,Thailand,Cape Verde,Sierra Leone,Puerto Rico
607,"Belarus is a country in Eastern Europe. The name relates to Russia. What is the proper translation?
",White Russia,Red Russia,Lower Russia,West Russia,White Russia
608,"Which countrys name can be translated as God fights?
",Israel,Germany,Israel,Iran,Turkey
609,"Which country has a lion in its name?
",Sierra Leone,Sudan,Kiribati,Cape Verde,Sierra Leone
610,"Many Central Asian countriesâ€™ names end with STAN. What does the suffix mean?
",Land,Empire,Mountain,Land,Kingdom
611,"Which country name does NOT contain a color?
",Sri Lanka,Belarus,Montenegro,Sri Lanka,Cape Verde
612,"What is the origin of the name of Tanzania?
","Its a combination of TANganyika and ZANzibar, the two main parts of the country.","It comes from Latin stanza, meaning poetry.","Tanzan, a Buddhist monk who was the legendary founder of the country",Land of the Proud in Swahili,"Its a combination of TANganyika and ZANzibar, the two main parts of the country."
613,"Many Caribbean nations are named after a saint. Which saint country is fictional?
",Saint George,Saint Martin,Saint George,Saint Lucia,Saint Kitts and Nevis
614,"Which African nation is country of the blacks?
",Sudan,Montenegro,Senegal,Zimbabwe,Sudan
615,"In the 1980s, the proud residents of this city  declared its independence from the United States and formed the Conch Republic. People on Duval Street party each night until dawn and at 201 Duval Street  you can drink to the writer Ernest Hemingway at Sloppy Joes bar. What southernmost city in the continental United States did Hemingway call The St Tropez of the Poor ?
",Key West,Islandmorado,Key West,Key Largo,Princeville
616,"From Antebellum mansions, to shotguns houses, to Creole houses found in the French Quarter, the architecture reflects this citys history. Marie Laveau, Jean Lafitte, Harry Connick Jr. and Ann Rice have walked the streets of The Crescent City. Andrew Jackson fought the last battle of the War of 1812 in this city two weeks after the war had ended with the signing of the Treaty of Ghent. The city is New Orleans but  by what other name is New Orleans affectionately called?
",The Big Easy,Peachtree City,Heart of Dixie,The Queen City,The Big Easy
617,"This charming southern city has the second largest St. Patricks Day parade in the nation. Paula Deenes Lady and Two Sons restaurant first opened in this city. UGA, the white bulldog that is the mascot for the University of Georgia lives here, in Savanna. But Savanna has a darker and more secret side that is revealed in John Berndts best selling book about the murder of Danny Hansord. What is the name of the book that introduces Lady Chablis and John Williams to the nation?
",Midnight in the Garden of Good and Evil,Dark Secret:  The Murder of Danny Hansford,Voodoo and Murder in Old Savanna,Murder in the Mercer House,Midnight in the Garden of Good and Evil
618,"In this four-mile area know as the strip one can find a replica of the Statue of Liberty, gondolas floating on canals, the castles of Camelot, and a replica of the Eiffel Tower. Best of all what happens in this city stays in this city.
",Las Vegas,Las Vegas,Los Angeles,Reno,Hollywood
619,"The City of Brotherly Love is seeped in American history. Visit Independence Hall to see where the Declaration of Independence was signed. You can still walk on cobblestones and see the Liberty Bell. Have a cheesesteak, it was invented in this city.  And South Street is where all the hippies meet.  What city would you be in to watch the Mummers Parade?
",Philadelphia,Philadelphia,Boston,Concord,Plymouth
620,"Which was the first US state to declare Christmas a legal holiday?
",Alabama,Oklahoma,Mississippi,Alabama,Arizona
621,"People in which country used to decorate Christmas trees with artificial roses and set  them on fire?
",Estonia,Finland,Estonia,Sweden,Lithuania
622,"Which of these was a traditional Christmas dinner in early England?
",Pig head,Shepherds pie,Stuffed turkey,Pig head,Fried fish
623,"Most natural Christmas trees are edible.
",True,True,False,,
624,"Who was the first United States President to decorate an official White House Christmas tree?
",Franklin Pierce,Franklin Pierce,Abraham Lincoln,John F. Kennedy,Millard Fillmore
625,"The song, Have Yourself a Merry Little Christmas was introduced in which Broadway musical?
",Meet Me in St. Louis,The Barkleys of Broadway,West Side Story,Meet Me in St. Louis,The sound of Music
626,"There are 7 oceans in the world.
",False,True,False,,
627,"The United Nations Headquarters is in London, England.
",False,False,True,,
628,"The capital of California is San Francisco.
",False,True,False,,
629,"Christopher Columbus is credited with discovering America. His ship the Mayflower actually made 12 trips back and forth across the Atlantic.
",False,False,True,,
630,"Detroit, Michigan was founded by a man named Cadillac.
",True,False,True,,
631,"The Canadian city Winnipeg is located 250 miles north of  New York City.
",False,True,False,,
632,"Chicago is known as the Windy City.
",True,False,True,,
633,"The capital of Hawaii is Honolulu.
",True,False,True,,
634,"Both Frederick Cook and Robert Peary are credited with discovering the North Pole.
",False,False,True,,
635,"The Mason-Dixon line runs parallel to the Mississippi River.
",False,True,False,,
636,"When listing all the U.S. states in alphabetical order, which state capital comes first?
",Montgomery,Augusta,Phoenix,Montgomery,Little Rock
637,"How many U.S. state capitals have the word city included in their name?
",4,5,4,6,3
638,"Which is the only state that has the word Saint (St.) in its state capital?
",Minnesota,Montana,Michigan,Minnesota,Maine
639,"How many U.S. state capitals have two words in their name?
",8,7,8,6,9
640,"There is no U.S. state capital that starts with the letter F.
",False,False,True,,
641,"How many U.S. states that begin with the letter M, have state capitals that also start with the letter M?
",zero,3,1,2,zero
642,"How many U.S. state capitals share the same first letter with their state?
",4,5,3,6,4
643,"You wouldnt want to be a bride in this country - the honey moon lasts three months and according to custom, the bride covers all expenses.
",Thailand,Morocco,Algeria,Thailand,India
644,"There is a strange tradition in this Spanish town which involves geese.  During the fiesta men try to pull the neck off a goose while repeatedly plunging into the water.
",Lekeitio,Lekeitio,Antequera,Benalmadena,Costa Del Sol
645,"This peculiar tradition takes place in Spain too. Right at the peak of the tomato season a wild tomato battle develops as people pelt each other with ripe tomatoes. Rivers of tomato sauce run down the streets.
",La Tomatina,The Bull Running,La Tomatina,Cinco De Mayo,El Perro
646,"Sending these items for Christmas is considered bad manners in Japan.
",Red Christmas cards,Party invitations,Red Christmas cards,Greetings,Presents
647,"It is customary in this country to put an artificial spider and a web on the Christmas tree.
",Ukraine,Ukraine,Bulgaria,Iran,Russia
648,"According to beliefs in Poland, swallowing a willow catkin from a branch consecrated by a priest would bring good health. When does this event take place?
",Easter,Easter,Summer Solstice,Christmas,1st of March
649,"July 7th-14th is the time when youd better stay out of the streets in Pamplona, Spain. A herd of fighting bulls are let loose onto the streets, after a crowd of young men. A lot of injuries occur during this famous fiesta.
",Bull Running,La Endiablada (The Disguised Devils),Bull Running,Bullfight,April Fair
650,"Russians have the  strange custom of fighting these wild animals. After a hunt, the fighter combats this type of animal either with his bare hands or using a pitchfork.
",A bear,An elephant,A lion,A bear,An ox
651,"Russians have another strange tradition for men. They get together and prepare a bottle of vodka for every three men.  Then they drink until this happens.
",A man falls,A man dies,A man blinks,A man faints,A man falls
652,"According to tradition, passengers of the train passing over the Jamuna river in India, should give tribute to the river by throwing this in it.
",Coins,A shoe,A silver ring,Coins,A piece of their clothing
653,"Folk hero Santa Claus is a variant of a European folk tale based on the historical figure of Saint Nicholas, who lived on the territory of what present-day country?
",Turkey,England,Turkey,Germany,Netherlands
654,"According to the myth, what do the children on Santas bad list often receive, instead of presents?
",A piece of coal,A book with proverbs and morals,A box of rocks,A piece of coal,Rotten fruit
655,"The original versioan of the popular Christmas song, Silent night was what language?
",German,German,French,Swedish,Dutch
656,"In what major European city was the first commercial Christmas card introduced?
","London, United Kingdom","Copenhagen, Denmark","Zurich, Switzerland","London, United Kingdom","Berlin, Germany"
657,"Which one of the these is a British physicist and mathematician, born on Christmas Day?
",Sir Isaac Newton,John Henry Pratt,Sir Isaac Newton,Kenneth C. Griffin,Wang Weike
658,"At Christmas, Christians in the tropical areas of this country decorate banana or mango trees .
",India,Chile,India,Iraq,Japan
659,"This countrys Christmas tree decorations traditionally include an artificial spider web.
",Ukraine,Romania,Ukraine,Portugal,Estonia
660,"Composed in 1857 by James Pierpont, this is the original name of the popular Christmas song, Jingle Bells.
",One-Horse Open Sleigh,Oer the Hills,Dashing Through the Snow,A Sleighing Song,One-Horse Open Sleigh
661,"In which of of the following countries, Christmas presents are brought by a kindly witch and not by Santa?
",Italy,Japan,Italy,Bulgaria,Russia
662,"Where does the earliest evidence of Christmas celebrations come from?
",Egypt,Rome,Jerusalem,Mesopotamia,Egypt
663,"Christmas, a Christian holiday celebrated all over the world, is known under what name in the Netherlands?
",Kerstmis,Dies Natalis,NoÃ«l,Kerstmis,Weihnachtsfest
664,"Which of the following songs is not a Christmas carol?
",Modest Maid,O Tannenbaum,Deck The Halls,Winter Wonderland,Modest Maid
665,"The myth of Santa Claus was inspired by the story of which real person?
",Saint Nicholas,Saint Louis,Saint Nicholas,Saint Joseph,Saint Paul
666,"Which of Santa Clauss nine flying reindeer is known as The Red-Nosed Reindeer?
",Rudolf,Rudolf,Cupid,Comet,Blitzen
667,"According to the Christian Bible, where did Joseph and Mary live before Jesus was born?
",Nazareth,Nazareth,Jerusalem,Bethlehem,Rome
668,"According to popular belief, the angels first announced Jesus Christs birth to what group of people?
",Shepherds,Soldiers,Children,Sowers,Shepherds
669,"This celebration, observed on 26 December, is known as Boxing Day in in Britain, Australia, New Zealand and Canada.
",Saint Stephens Day,Saint Patricks Day,Perihelion,Candlemas,Saint Stephens Day
670,"What is the name of the day that marks the beginning of the Christmas shopping season in the US?
",Black Friday,Black Friday,Blue Wednesday,Red Sunday,Green Saturday
671,"The tradition of the Christmas tree, which can be traced back to the 16th century, comes from which country?
",Germany,France,Russia,Germany,Romania
672,"What is the capital of the state of California?
",Sacramento,Sacramento,Benicia,San Francisco,Los Angeles
673,"Which of these authors was not born in California?
",Mark Twain,Robert Frost,John Steinbeck,Mark Twain,Jack London
674,"Which of these states does not border California?
",Idaho,Oregon,Arizona,Idaho,Nevada
675,"In which subject would you come upon the word rhoticism?
",Linguistics,Physics,Dentistry,Immunology,Linguistics
676,"What do these American movies have in common: â€œThe Running Manâ€, â€œPredatorâ€, and â€œBatman and Robinâ€ (1997)?
",They have two governors in their cast.,They have one and the same executive producer and director.,They have one and the same writers and director.,They have two governors in their cast.,They each set box office records on their opening day.
677,"Which American building was the worldâ€™s first building to have air conditioning installed for comfort?
",The New York Stock Exchange,The Chicago Stock Exchange,Madison Square Garden,The Smithsonian Institute,The New York Stock Exchange
678,"Which of these is the biggest retail wine store in the USA?
",Sams Wine and Spirits of Chicago,Gallo Wine Store of California,Costco of New York,The New Yorker Wine and Liquor Pavillion,Sams Wine and Spirits of Chicago
679,"Which event happened for the first time on 3 April 1973 on Lexington Avenue in New York City?
",The first cell phone call was made.,The first commercial sale of a microwave oven was done.,The first anabolic steroid was formed.,The first cell phone call was made.,The first tablet computer was sold.
680,"Who won the Orteig Prize in 1927?
",Charles Lindbergh,Albert Einstein,Charles Lindbergh,Ross Perot,Bill Gates
681,"The key to the notorious prison in France, the Bastille, is in the USA. Where is it kept?
",in George Washingtons home,in the Smithsonian Institute,in the White House,in George Washingtons home,in Monticello
682,"What do the following US states have in common: Missouri, Wisconsin, Nebraska, and Mississippi.
",Their capital cities are named after US Presidents.,Their largest cities are named after famous Americans.,Their capital cities are named after US Presidents.,Their state basketball teams have each won one national championship.,They have one and the same bird for state bird.
683,"In which US city was the childrens show Mr. Rogers Neighbourhood produced?
",Pittsburgh,Pittsburgh,Burbank,Boston,Chicago
684,"What was South Carolinas nickname, before it was called the Palmetto State?
",The Iodine State,The Constitution State,The Freedom  State,The Pelican State,The Iodine State
685,"Where would you find the only royal palace to serve as an official residence in the USA?
","Honolulu, Hawaii","San Antonio, Texas","Honolulu, Hawaii","New Orleans, LA.","Fairbanks, Alaska"
686,"What do these animals have in common: badger, beaver, lynx, wolf, wolverine, coyote, fox, impala, kangaroo, rabbit, roadrunner?
",They are all used in names of cars.,They are the original animals shown when the Lincoln Park Zoo opened.,They are the original animals shown during American television show Wild Kingdoms first year on television.,They are the original animals shown when the Bronx Zoo opened.,They are all used in names of cars.
687,"13 is the lucky number of which school?
",Colgate University,Lehigh University,Colgate University,Rochester Institute of Technology,Georgetown University
688,"Which are the colors of Purdue University?
",Old gold and black,Green and brown,Old gold and black,Blue and silver,Red and yellow
689,"Boston University is the largest private university in the U.S.
",False,False,True,,
690,"Harvard University was the most highly selective college/university in the U.S. in 2004.
",False,True,False,,
691,"Which university is prominent for its botanical garden, which is one of the biggest in the U.S.?
","University of California, Berkeley","University of California, Berkeley",S.U.N.Y. Brockport,Miami University,Fordham University
692,"Which college/university is the first to own a dinosaur egg?
",Colgate University,Claremont Mc Kenna College,Brown University,Colgate University,Princeton University
693,"What is true about University of Pennsylvania, Cornell University and Brown University?
",They are all members of the Ivy League,They all admit about 55% of their applicants,They all have filials in both Asia and Europe,They are all in one and the same state,They are all members of the Ivy League
694,"Which of these schools is not famous for its Medicine Department?
",Rochester Institute of Technology,University of Pennsylvania,Rochester Institute of Technology,Johns Hopkins University,Tufts University
695,"The Atlantic Ocean has a greater average depth than the Indian Ocean.
",False,False,True,,
696,"On September 13, 1922 a temperature of 135.9Â°F (57.7Â°C) was recorded in Al Aziziyah, a city in which African country?
",Libya,Libya,Egypt,Morocco,Algeria
697,"What mountain, located in the Sentinel Range of the Ellesworth Mountains, is the highest mountain in Antarctica?
",Vinson Massif,Vinson Massif,Mt. X,Mt. Cronas,Mt. South Pole
698,"Which ocean is the worlds largest body of water, covering nearly one third of the Earths surface?
",The Pacific Ocean,The Pacific Ocean,The Indian Ocean,The Atlantic Ocean,The Arctic Ocean
699,"What port on the Atlantic Ocean is the largest city and capital of Sierra Leone?
",Freetown,Quito,Freetown,Ajora,Khartoum
700,"On May 22, 1960, an earthquake with magnitude of 9.5 was recorded in which country?
",Chile,Taiwan,Japan,Chile,China
701,"This mega-city was originally a municipality, founded in 1521 by FernÃ¡n CortÃ©s.
",Mexico City,New York,Mexico City,Rio de Jenerio,New Delhi
702,"This state, with a capital of Jaipur, is the largest state in India.
",Rajasthan,Rajasthan,Madhya Pradesh,Andhra Pradesh,Karnataka
703,"The American continent  was named after which Italian merchant and cartographer?
",Amerigo Vespuci,Amercus Gama,Amerigo Vespuci,Americo Vespa,Alister Gumi
704,"This sea, which is a basin of the Indian Ocean between Africa and Asia, is the worlds most northern tropical sea.
",Red Sea,Red Sea,South China Sea,Coral Sea,Arabian Sea
705,"Which one of the following countries borders Chile?
",Argentina,Brazil,Uraguay,Venezuela,Argentina
706,"Which one of these countries shares a border with  Turkmenistan?
",Iran,Saudi Arabia,Iran,Iraq,Russia
707,"Nepal is bordered by which of these countries?
",China,Bangladesh,Laos,Myanmar,China
708,"Is there a country that borders Iceland?
",No,No,Yes,,
709,"Is there a country that borders Haiti?
",Yes,No,Yes,,
710,"Which of these countries borders Belize?
",Guatemala,Nicaragua,Panama,Honduras,Guatemala
711,"New Zealand and Australia share a border.
",False,True,False,,
712,"Which of the following countries borders Djibouti?
",Ethiopia,Madagacar,Kenya,Ethiopia,Lestotho
713,"Which one of the following countries borders Uruguay?
",Brazil,Colombia,Paraguay,Chile,Brazil
714,"The Falkland Islands are in the South Pacific Ocean.
",False,False,True,,
715,"The Statue of Liberty, is one of the most widely known statues in history. What country is it in?
",USA,France,USA,Mexico,Canada
716,"Pharaoh Khufu was burried in the Great Pyramid of Giza.  Where can we find that pyramid?
",Egypt,Mexico,Lebanon,Spain,Egypt
717,"This palace was built for love.  It is what what every women wants her husband to do for her. The Taj Mahal is located in what country?
",India,Japan,India,Mexica,Spain
718,"The Borobudur Temple is in what country?
",Indonesia,Iran,Iraq,Indonesia,China
719,"Angkor Wat is in Cambodia.
",True,False,True,,
720,"If I wanted to visit The Shwedagon Pagoda, would I go to France?
",No,Yes,No,,
721,"The White House is the home of the US head of government.
",True,False,True,,
722,"Just one of these states has a minimum driving age of exactly sixteen.
",Texas,South Dakota,Montana,Connecticut,Texas
723,"Parking is not allowed in one of these cases.
",Parking is not allowed in any of these cases.,In front of a driveway.,Parking is not allowed in any of these cases.,Within 20 feet (6 m) of a crosswalk at an intersection.,"Along a curb that has been cut down, lowered or constructed for access to the sidewalk."
724,"When a school bus is stopped and its red lights are flashing (or stop signs are extended), it means this.
",You may not pass.,You may pass if no children are on the road.,You may pass if you are facing the front of the bus.,You may pass if it is on the other side of a divided highway.,You may not pass.
725,"On a New York State highway where there is no posted speed limit, the fastest speed at which you may legally drive is this.
",55 mph,50 mph,60 mph,65 mph,55 mph
726,"On long trips you can prevent drowsiness by performing this.
",Stopping at regular intervals for a rest.,Stopping at regular intervals for a rest.,Moving your eyes from side to side as you drive.,Turning on your car radio.,Slowing down so you can react better.
727,"This is the only effective way to reduce your blood alcohol content (BAC).
",Allow your body time to get rid of alcohol.,Taking a cold shower.,Drinking coffee.,Allow your body time to get rid of alcohol.,Exercising.
728,"If your car starts to skid on a slippery road, you should do this.
",Steer in the direction you want the front wheels to go.,Lock your brakes until you come to a full stop.,Steer toward the side of the road to get off the wet pavement.,Brake quickly and keep the wheel straight.,Steer in the direction you want the front wheels to go.
729,"A bicyclist differs from a motorist in that he is not required to do this.
",Insure the bicycle.,Signal all turns.,Insure the bicycle.,Obey the same traffic laws.,Report accidents resulting in serious injury.
730,"What is the capital of New Jersey?
",Trenton,Trenton,Newark,Hoboken,Jersey City
731,"This Nobel peace prize winner went from Governor of New Jersey to the President of the USA.
",Woodrow Wilson,Woodrow Wilson,William McKinley,Calvin Coolidge,Teddy Roosevelt
732,"This U.S. president, who served non-consecutive terms,  was born in New Jersey.
",Grover Cleveland,Warren G. Harding,Grover Cleveland,Chester A. Arthur,James Garfield
733,"Which of these people was not born in New Jersey?
",Chuck  Yeager,Michael Douglas,Buzz Aldrin,Chuck  Yeager,Queen Latifah
734,"Which of these was not born in New Jersey?
",Ally Sheedy,Eva Marie Saint,Connie Francis,Whitney Houston,Ally Sheedy
735,"This famous singer from Hoboken became Chairman of the Board .
",Frank Sinatra,Dean Martin,Johnny Ray,Jimmy Rosselli,Frank Sinatra
736,"Which one of these singers was not born in New Jersey?
",Alice Cooper,Bruce Springsteen,Alice Cooper,Jon Bon Jovi,Dionne Warwick
737,"Which one of the following was not invented in New Jersey?
",The Sewing Machine,The Solid Body Electric Guitar,Condensed soup,The Sewing Machine,Cranberry Sauce
738,"Which of these firsts did not originate in New Jersey?
",First US iron mine,First National Historical Park,First saltwater taffy,First boardwalk in USA,First US iron mine
739,"New Jersey was settled first by this nation in the early 1630s.
",Netherlands,Spain,England,Portugal,Netherlands
740,"What is the capital of Texas?
",Austin,Houston,Austin,Waco,Dallas
741,"California is the largest state in North America.
",False,True,False,,
742,"The Great Lakes are located in South America.
",False,True,False,,
743,"How many continents are there?
",7,5,8,7,6
744,"On what continent is Mexico?
",North America,Asia,Russia,North America,South America
745,"Name the mountain chain that runs through British Columbia all the way down to New Mexico.
",Rocky Mountains,Blue Ridge,Appalachian,Rocky Mountains,Himalayas
746,"Which state has the smallest area in North America?
",Rhode Island,Connecticut,Maryland,Rhode Island,Hawaii
747,"Africa is located east of North America.
",True,False,True,,
748,"Which of the following is not a real ocean?
",Red,Atlantic,Red,Pacific,Indian
749,"Which ocean does New York City border?
",Atlantic,Indian,Baltic,Northern,Atlantic
750,"Arkansas is west of Oklahoma.
",False,False,True,,
751,"On what continent is the highest mountain in the world located?
",Asia,Antarctica,Asia,North America,Europe
