,Questions,Correct,A,B,C,D
218,"In the Internet cartoon Homestar Runner, Strong Bad works with Homestar and The Cheat at an unnamed tech company, but what is his dream job?
",2nd 2nd assistant space whale scrubber,universal make-out helper for hot girls,2nd 2nd assistant space whale scrubber,death-defying juggling trapeze artist,supreme ultralord of the international gazebo
219,"What is the name of the fan club dedicated to Homestar Runner character Strong Bad?
",The Deleteheads,The Deleteheads,The Trogdorians,The Geddup Noise,The Lucho Libres
220,"In the e-mail secret recipes, Strong Bad claims he has a secret family recipe for cooking which of the following?
",Chekt,Cheek,Chekt,Chort,Chemp
221,"In the e-mail animal, Homestar Runner character Strong Bad is asked to make-up an animal. What is NOT one of the animals that he creates?
",La Mongo,Sterrance,Da Huuuuuudge,Deep Sea Fangly Fish,La Mongo
222,"Cartoon character Strong Bad got this name because he can bench-press 125 pounds.
",False,False,True,,
223,"In the Homestar Runner cartoon, Strong Bad and Strong Sad co-author the Teen Girl Squad comic.
",False,True,False,,
224,"Which movie is this Warcraft 3 quote from?
",ndit: -What we have here is a failure to communicate.,Cool Hand Luke,Cool Hand Luke,For a Fistful of Dollars,Metal Man
225,"In the cartoon series Calvin and Hobbes, what is Hobbes?
",A stuffed tiger,A stuffed leopard,A boy,A stuffed tiger,A beagle
226,"What is Calvins favorite subject according to the popular comics Calvin and Hobbes?
",Dinosaurs,Mammals,Plants,Space,Dinosaurs
227,"In the Calvin and Hobbes comics, Hobbes is constantly sneaking up on Calvin and pouncing on him when he doesnt expect it.
",True,True,False,,
228,"Which of these has not been used as a ring name by Hulk Hogan?
",The Bronze Bomb,Mr. America,Sterling Golden,The Super Destroyer,The Bronze Bomb
229,"Who bought the rights to the name Hulk Hogan in 2005?
",Hulk Hogan,Marvel Comics,Hulk Hogan,Vince McMahon,Hiro Matsuda
230,"In what year was Hulk Hogan inducted into the WWE Hall of Fame?
",2005,2003,2000,2005,1999
231,"Hulk Hogans oldest daughter Cassidy refuses to be filmed on the familys reality show.
",False,True,False,,
232,"What is the name of Hulk Hogans wife, whom he married in 1983?
",Linda,Jessica,Ruth,Brooke,Linda
233,"Hulk Hogan has played in several rock bands.
",True,False,True,,
234,"In what year did Hulk Hogan make his debut in the World Wrestling Federation?
",1979,1980,1983,1977,1979
235,"Which of these actors has Hulk Hogan not co-starred with?
",John Ritter,Christopher Lloyd,John Ritter,Sherman Hemsley,Ed Begley Jr.
236,"In which of the Rocky movies did Hulk Hogan have a part?
",Rocky III,Rocky,Rocky III,Rocky IV,Rocky II
237,"Which video game is the following quote from?
",e got muscles in places youve never even heard of.,Escape from Monkey Island,Grim Fandango,Escape from Monkey Island,Monkey Island 2: LeChucks Revenge
238,"Which video game are the following quotes from?
"," Come on, comrades! Up to the rooftop! Go!", Get that flag up! Berlin is ours!,Call of Duty,Medal of Honor,Hidden and Dangerous 2
239,"Choose the missing words in the following lyrics to get the name of a song from Guitar Hero 3:
","_________ _____, if you know what I mean","_________ _____, she taught me everything","is lady she asked me, if I would be her man","u know that I told her, Id do what I can", keep her looking pretty
240,"Emmett Kelly, who initially was a trapeze artist, started working as a clown in what year?
",1931,1931,1921,1935,1928
241,"What was the name of Emmett Kellys son, who also played a character named Weary Willie?
",Emmett Kelly Jr.,William Kelly,Red Skelton,Emmett Kelly Jr.,Red Kelly
242,"Circus performer Emmet Kelly is depicted in a famous photograph trying to put out the fire that occurred shortly after the San Francisco Earthquake in 1938.
",False,False,True,,
243,"Emmett Kelly died of heart attack in 1979 at age of 80.
",True,False,True,,
244,"Emmett Kelly took a year off from the stage and circus to serve as mascot for which baseball team?
",Brooklyn Dodgers,Los Angeles Dodgers,Brooklyn Dodgers,Kansas City Royals,New York Mets
245,"In 1957, Cecil B. DeMilles hired Emmett Kelly to perform in I, Clowns.
",False,True,False,,
246,"Circus performer Emmet Kelly started his trapeze act in 1923 with the John Robinson Circus.
",True,False,True,,
247,"Name Emmett Kellys birth state, which is also the location of the Emmett Kelly Museum.
",Kansas,Iowa,Kansas,Nevada,Nebraska
248,"Emmett Kellys character, Weary Willie, always made fans burst out in laughter.
",False,False,True,,
249,"How many contestants are there in the Miss America competition each year?
",52,50,52,40,51
250,"How many years does the winner of the Miss America Pageant hold the Miss America title?
",1,2,4,1,She is Miss America for the rest of her life.
251,"Where did the first Miss America pageant take place?
","Atlantic City, New Jersey","Las Vegas, Nevada","Miami, Florida","St. Louis, Missouri","Atlantic City, New Jersey"
252,"The Miss America Pageant is the number one provider of which of the following?
",Scholarships for women in the United States,Medical insurance for women in the United States,Battered women shelters,Job opportunities for women in the United States,Scholarships for women in the United States
253,"During the talent portion of the Miss America competition the contestants perform on stage. What are the two most common talents that are exhibited?
",Singing and dancing,Cheer leading and speech,Piano and tap dancing,Acting and juggling,Singing and dancing
254,"In 1996, a phone-in poll was held to ask the public if they should continue with the swimsuit portion of the Miss America Pageant. What percentage of voters wanted the swimsuit portion to continue?
",87%,75%,99%,87%,14%
255,"Who was the very first woman to win the Miss America competition?
",Margaret Gorman,Phyllis McDonald,Anne Washington,Margaret Gorman,Lee Meriwether
256,"What year was the Miss America competition televised for the very first time?
",1955,1980,1952,1926,1955
257,"Who became the first African American woman to win the title of Miss America?
",Vanessa Williams,Halle Berry,Naomi Campbelle,Tyra Banks,Vanessa Williams
258,"How many times can a woman compete in the Miss America pageant?
",1,It is not specified.,3,2,1
259,"What hero do these words belong to: I fear no death, I fear no enemy, our
",rength is eternal,Fenix,Tessadar,Artanis,Fenix
260,"Who created Popeye, Olive Oyl and Bluto?
",Elzie C. Segar,Elzie C. Segar,Edgar C.  Segar,Max Flescher,Chester Gould
261,"Olive Oyl was created before Popeye.
",True,False,True,,
262,"Who was the woman who was the basis for the character Olive Oyl?
",Dora Paskel,Dora Paskel,Mae Questel,Carol Lynnley,Barbara London
263,"Who provided the voice for Olive Oyl in the cartoons?
",Mae Questel,Carol Lynnley,Dora Paskal,Shelley Duvall,Mae Questel
264,"Which of the following movies premiered in 1948?
",Olive Oyl for President,Olive Oyl for President,Popyes Romance,Olive and Popeye,The Lovely Olive Oyl
265,"In the  1980 movie Popeye, which pair portrayed Popeye and Olive?
",Robin Williams and  Shelley Duvall,Robin Williams and  Shelley Duvall,Robin Williams and Carol Lynnely,Robin Williams and  Lily Tomlin,Ray Walston and  Lily Tomlin
266,"Who was Sweet Pea?
",It is never revealed.,Popeyes ward,Olive Oyls adopted son,It is never revealed.,Olive Oyls own baby
267,"Who was Olive Oyls niece?
",Diesel Oyl,Vega Oyl,Kamon Oyl,Sutra Oyl,Diesel Oyl
268,"What rock group is featured in the Rock n Roller Coaster?
",Aerosmith,Metallica,Aerosmith,Guns n Roses,Motley Crew
269,"The Dark Knight is an indoor roller coaster.
",True,False,True,,
270,"Who created Captain America?
",Joe Simon  Jack Kirby,Joe Simon  Jack Schuster,Stan Lee  Jack Kirby,Joe Simon  Jack Kirby,Jack Kirby  Bob Kane
271,"Captain America made his first appearance in what comic book?
",Captain America Comics #1,War Comics #1,Tales of Suspense #58,Captain America Comics #1,"Whiz Comics #2,"
272,"Who was Captain Americas sidekick during World War II?
",Bucky,Miss America,Union Jack,Bucky,"Flag Boy,"
273,"What is Captain Americas secret identity?
",Steve Rogers,Nick Fury,Peter Parker,Steve Rogers,Tony Stark
274,"For a brief period during the 1970s, disillusioned by U.S. politics, Captain America changed his name to ...
",Nomad,Wanderer,Exile,Nomad,Outsider
275,"What team of superheroes discovered Captain Americas body frozen in a block of ice in 1964?
",Avengers,Fantastic Four,Defenders,Avengers,All-Star Squadron
276,"What villain did Captain America and Bucky fight in the very first issue of Captain America Comics?
",Red Skull,Viper,Red Skull,Baron Zemo,Just Nazi soldiers
277,"What was the original shape of Captain Americas shield?
",Badge-shaped,Star-shaped,Circular,Badge-shaped,Square
278,"Who played the title role in the 1979 TV movie Captain America?
",Reb Brown,Reb Brown,Dick Purcell,Matt Salinger,Scott Paulin
279,"When Captain Americas original sidekick was wounded in combat, who replaced him?
",Golden Girl,The Human Torch,Spitfire,Miss America,Golden Girl
