,Questions,Correct,A,B,C,D
322,"On what date was Canadian actor Kiefer Sutherland born?
","December 21, 1966","October 20, 1972","March 8, 1962","December 21, 1966","May 15, 1970"
323,"How many middle names does actor Kiefer Sutherland have?
",5,0,2,1,5
324,"What was the name of actor Kiefer Sutherlands first wife?
",Camelia Kath,Shirley Douglas,Kelly Douglas,Kelly Winn,Camelia Kath
325,"How tall is Canadian actor Kiefer Sutherland?
",59 (1.75 m),62 (1.87 m),59 (1.75 m),60 (1.82 m),57 (1.70 m)
326,"Kiefer Sutherland did not know his dad was an actor until the age of 18.
",True,False,True,,
327,"Canadian actor Kiefer Sutherland was engaged to Angelina Jolie.
",False,True,False,,
328,"In what popular show did Kiefer Sutherland play an agent from the Counter Terrorist Unit?
",24,Brotherhood of Justice,Fallen Angels,24,Amazing Stories
329,"Was actor Kiefer Sutherland arrested for driving while intoxicated in 2003?
",No,Yes,No,,
330,"Does actor Kiefer Sutherland have any siblings?
",Yes,No,Yes,,
331,"Actor Kiefer Sutherland is a keen tennis player.
",False,True,False,,
332,"Which of these was one of Benny Hills many jobs before he turned to acting and stand-up comedy?
",Milkman,Pastry cook,Teacher,Waiter,Milkman
333,"What character does actor Eddie Murphy voice in the computer-animated Shrek movies?
",Donkey,Pinocchio,Donkey,Shrek,Puss in Boots
334,"How did actress Caryn Elaine Johnson, better known as Whoopi Goldberg, get her interesting stage name?
",From a raspberry cushion,Her mother gave her this name.,It was the name of her favorite cat.,From a raspberry cushion,She used the sound whoopi a lot as a child.
335,"In interviews in 1999 and 2001 actor Ben Stiller confessed he was suffering from this disorder, and in 2006 he said he was joking back then.
",Bipolar disorder,Bipolar disorder,Heart disease,Diabetes,Alopecia
336,"Robin Williams passion for a certain sport resulted in his massive collection of these objects.
",Bicycles,Baseballs,Boxing gloves,Tennis rackets,Bicycles
337,"What funny character did actress Ellen DeGeneres voice in the 2003 animated movie Finding Nemo?
",Dory,Dory,Flo,Peach,Deb
338,"After comedian Steve Martin was elected for the student counsel at Garden Grove High School Comedian, he reportedly made a giant banner shaped like this object that stated Thank you for your support.
",Bra,Condom,Tighty whities,Bra,Girdle
339,"What famous painting did Rowan Atkinsons character Mr. Bean ruin in his 1997 Bean: The Ultimate Disaster Movie?
",Whistlers Mother,Mona Lisa,Whistlers Mother,Anatomy Lesson of Dr. Nicolaes Tulp,Girl with a Pearl Earring
340,"What was the name of the song that actor Jackie Chan recorded for the 2008 Summer Olympics?
",We Are Ready,We Are Ready,The Spirit,We Are The Champions,The Time Has Come
341,"What does Charlie Chaplins starving character eat in his 1925 film The Gold Rush?
",His boot,A glove,His boot,A cat,His belt
342,"What actor was originally considered for the role of the Terminator in the 1984 movie The Terminator?
",O. J. Simpson,Denzel Washington,Sylvester Stallone,O. J. Simpson,Dolph Lundgren
343,"What is the name of the character portrayed by Arnold Schwarzenegger in the 1985 movie Commando?
",John Matrix,Kurt Dynamo,John Matrix,Lester Fryer,Skyler
344,"What funny tagline was used for the theatrical poster of the 1988 comedy movie Twins?
",Only their mother can tell them apart.,Only their mother can tell them apart.,Youve never seen two people so identical.,"Seriously, these guys here are twins.","No, you are not seeing double. Arnold Schwarzenegger and Danny DeVito are twins."
345,"What character did Arnold Schwarzenegger play in the 1997 movie Batman  Robin?
",Mr. Freeze,Alfred Pennyworth,Dr. Jason Woodrue,Mr. Freeze,Batman
346,"What happens to Arnold Schwarzeneggers character in the 1994 movie Junior?
",He gets pregnant.,He gets pregnant.,A plant starts growing out of his ear.,He grows a third arm.,He is abducted by aliens.
347,"What is the name of the wheel which Conan is forced to push in the 1982 movie Conan the Barbarian?
",Wheel of Pain,Wheel of Sorrow,Wheel of Torture,Wheel of Death,Wheel of Pain
348,"In the 1994 movie True Lies, Arnold Schwarzeneggers character lies to his family that this is his real job.
",Computer salesman,Computer salesman,Shoe salesman,Masseur,Book salesman
349,"What singer and actress starred alongside Arnold Schwarzenegger in the 1996 movie Eraser?
",Vanessa Williams,Cher,Madonna,Gloria Estefan,Vanessa Williams
350,"What celebrity made a cameo appearance in the 1993 movie Last Action Hero, starring Arnold Schwarzenegger?
",All of these,All of these,Sylvester Stallone,Little Richard,Tina Turner
351,"What is the nickname of Arnold Schwarzeneggers character in the 1987 movie Predator?
",Dutch,Spike,Dutch,Blade,Rush
352,"Where was American billionaire Mark Cuban born?
",Pennsylvania,California,Utah,Texas,Pennsylvania
353,"As a 12-year-old Mark Cuban sold garbage bags.
",True,False,True,,
354,"How did billionaire Mark Cuban help pay his college tuition?
",Selling stamps,Playing basketball on a scholarship,On an academic scholarship,Playing basketball for money,Selling stamps
355,"Which colleges did American billionaire Mark Cuban attend?
",Pittsburgh and Indiana,UCLA and Stanford,Pittsburgh and Indiana,Indiana and Texas,Brigham Young and Utah
356,"After several jobs, which firm did billionaire Mark Cuban start?
",MicroSolutions,BusinessNet,MicroSolutions,Open Business.Net,MicroNet
357,"In 1995, Mark Cuban started AudioNet with his friend Todd Wagner. How did this company make money?
",It broadcast live sports events over the Internet.,It broadcast music videos over the Internet.,It was an online technical support company.,It broadcast live sports events over the Internet.,It broadcast live musical events over the Internet.
358,"Billionaire Mark Cuban and Todd Wagner sold their company Broadcast.com for 5.4 billion dollars. Who did they sell it to?
",Yahoo,AOL,Apple,Arnet,Yahoo
359,"In 2005 Mark Cuban was a producer for a Stephen Soderbergh movie about a murder in a decaying Midwestern town. What was the name of this movie?
",Bubble,Build or Bust,Back in the Day,Bubble,Banned
360,"Which NBA team was bought by American billionaire Mark Cuban in 2000?
",Dallas Mavericks,Houston Rockets,Utah Jazz,Dallas Mavericks,San Antonio Spurs
361,"Billionaire Mark Cuban is largely responsible for the development of this firm, founded in 1974 by theater owner Gary Meyer.
",Landmark Theaters,Sunnyside Theaters,Houston Theaters,Ft. Worth Enterprises,Landmark Theaters
362,"Mark Cuban is an advocate of whose philosophy?
",Ayn Rands,Everett L. Foresters,Immanuel Kants,Garrett Kahns,Ayn Rands
363,"In 2005 Mark Cuban was executive producer for the film Good Night and Good Luck. What was the film about?
",the conflict between Edward R. Murrow and U.S. Senator Joseph McCarthy,Global warming,The Cuban missible crisis,the conflict between Edward R. Murrow and U.S. Senator Joseph McCarthy,The Enron trial
364,"What is the name of Mark Cubans production company that is responsible for the movies Villains, The Chosen Few, and What Just Happened?
",2929,Provo Productions,Pittsburgh Productions,AllNet,2929
365,"In 1944 Grogory Peck starred in his first big  film which was based on a James Hilton novel. What was the name of this movie about the life of a very fine priest?
",The Keys of the Kingdom,Lost Horizon,The Keys of the Kingdom,Shangri La,Goodbye Mr. Chips
366,"In 1945 Gregory Peck starred in his first Hitchcock movie as John Ballantine. Name the movie.
",Spellbound,The 39 Steps,Rope,The Parradine Woman,Spellbound
367,"Gregory Peck starred in this 1946 movie about a young boy who adopts a fawn. The movie required five fawns, 8  black bears, horses, donkeys and a host of other animals.
",The Yearling,Old Yeller,The Fawn,The Afternoon of the Fawn,The Yearling
368,"What is the name of Gregory Pecks first western, made in 1946, in which he starred as Lewton Lewt McCanless?
",Duel in the Sun,The Lawman,Duel in the Sun,Lust in the Dust,Johnny Ringo
369,"Gregory Peck starred in these two movies based on Hemingway stories.
",The Snows of Kilimanjaro and The Macomber Affair,The Paradine Case and A Walk in the Sun,Islands in the Stream and A Farewell to Arms,The Snows of Kilimanjaro and The Macomber Affair,The Bullfighter and  A Year in Spain
370,"In 1947 Gregory Peck starred as Phillip Schuyler Green aka Greenberg in this movie about antisemitism in the USA.
",Gentlemans Agreement,Gentlemans Agreement,The Greenberg Affair,The Cabal,Spellbound
371,"Gregory Peck starred in this 1949 movie about the US Air Force in World War II and the effects of war on  enlisted men.
",Twelve OClock High,Twelve OClock High,Below Us the War,A Wing and a Prayer,The Billy Mitchell Story
372,"Although he was not  particularly good at them, Gregory Peck made several Westerns. In this 1950 Western he plays a gunfighter  who wants to get out of the gunfighting business and dies trying to quit.
",The Gunfighter,Tombstone Territory,Johnny Ringo,The Westerner,The Gunfighter
373,"Gregory Peck portrayed a character based on Horatio Nelson in this movie about the British navy.
","Captain Horatio Hornblower, R.N.",The Yardarm,"Captain Horatio Hornblower, R.N.",Only the Valiant,Two Years Below the Mast
374,"Gregory Peck starred in this Biblical movie which was not a big hit.
",David and Bathsheba,The Bible,Samson and Delilah,Quo Vadis,David and Bathsheba
375,"What was the name of Gregory Pecks first movie with Audry Hepburn, which was filmed in 1953 and told the story of a rich princess who fell in love with an American?
",Roman Holiday,Three Coins in the Fountain,Roman Holiday,The Ponte Vecchio,Milan Mon Amour
376,"In this 1956 movie Gregory Peck plays an ex-soldier who must support his family and make ethical choices.
",The Man in the Gray Flannel Suit,A Soldiers Story,The Man in the Gray Flannel Suit,Captain Newman,True Days
377,"Gregory Peck twice appeared in movies based on Moby Dick. What role did he have in the 1956 version?
",Ahab,Ahab,Ishmael,Father Maple,Starbuck
378,"In 1959 Gregory Peck starred in this anti-war movie.
",Pork Chop Hill,A Walk in the Sun,Troopers,Hamburger Hill,Pork Chop Hill
379,"In 1959 Gregory Peck starred in this movie about nuclear war which is often remade.
",On the Beach,North by Northwest,The New Eden,Beloved Infidel,On the Beach
380,"In 1961 Gregory Peck acted in this war movie which co-starred  David Niven, Anthony Quinn, Stanley Baker, Irne Pappas, James Robertson Justice, and Richard Harris.
",The Guns of the Navarone,The Guns of the Navarone,The Day That Never Ended,Captain Nye,Quo Vadis
381,"In what 1976 movie did Gregory Peck star as Ambassador Robert Thorn?
",The Omen,Quo Vadis,Y+The Guns of the Navarone,How the West Was Won,The Omen
382,"Gregory Peck starred in I Walk the Line.
",True,True,False,,
383,"In 2005 the American Film Institute voted Gregory Pecks role as Atticus Finch in this movie the #1 role in film history.
",To Kill a Mocking Bird,"Captain Newman , M.D.",How the West Was Won,To Kill a Mocking Bird,High Noon
384,"Actors Macaulay Culkin (Home Alone, 1990) and Chris Pine (Princess Diaires 2: Royal Engagement, 2004) share the same birthday.
",True,False,True,,
385,"This actress, born in 1980, is famous for her roles in That 70s Show and October Road.
",Laura Prepon,Mila Kunis,Laura Prepon,Jessica Simpson,Lisa Robin Kelly
386,"Actress Marla Sokoloff shares a birthday with Jake Gyllenhaal.
",True,False,True,,
387,"This actor, born February 17, 1980, co-starred with Oliver James and Hilary Duff in Raise Your Voice (2004). His father was also an actor.
",Jason Ritter,Jason Ritter,Ben Savage,Matthew Lawrence,Nick Cannon
388,"Christina Ricci shares her birthday with Matthew Lawrence.
",False,True,False,,
389,"This sports star, born in 1980, comes from a family of sports stars. He is following in the footsteps of both his father and his grandfather.
",Randy Orton,Kasey Kahne,Albert Pujols,Randy Orton,Josh Beckett
390,"Which statement concerning Burt Young is true?
","He was born April 30, 1940 in Queens, New York.","He was born April 30, 1950 in Philadelphia, PA.","He was born April 30, 1940 in Queens, New York.","He was born April 30, 1945 in Brooklyn, New York.","He was born April 30, 1950 in Newark, New Jersey."
391,"What was Burt Youngs name at birth?
",Jerry Louise,Jerry Louise,"Burton Charles Youngman, Jr.",Dominick Yannetti,Guillermo Yonnetto
392,"Which statement is true about Burt Youngs acting education?
",Burt studied with Lee Strassberg at The Actors Studio.,Burt studied with Lee Strassberg at The Actors Studio.,Burt studied drama with Uta Hagen.,Burt studied drama at Temple University in Philadelphia.,Burt is a self-taught actor.
393,"Which statement about Burt Young is true?
",Burt played Robert Blakes brother in Baretta.,Burt played the town drunk in Gunsmoke.,Burt played William Conrads assistant in Cannon.,Burt played the driver in Hart to Hart.,Burt played Robert Blakes brother in Baretta.
394,"Burt Young is very well known for his portrayal of Paulie, Rocky Balboas brother-in-law. Which statement is true?
",Paulie never quit his job at the meat packing plant.,"Burt, Sly, and Talia Shire were in all six Rocky movies.",Only Sylvester Stallone and Burt were in all six Rocky movies.,Paulie never quit his job at the meat packing plant.,Burt was in the first five Rocky movies but not in the sixth movie.
395,"One of Burt Youngs first big breaks came when he landed a role in this 1971 mob movie.
",The Gang That Couldnt Shoot Straight,The French Connection,The Godfather,The Gang That Couldnt Shoot Straight,The Seven-Ups
396,"Burt Young was in this movie about three small time criminals who steal $300,000 from some very important mobsters.
",Across 110Th Street,Mean Streets,The Seven-Ups,The Gang That Couldnt Shoot Straight,Across 110Th Street
397,"In which movie did Burt Young play Lt. Palumbo?
",Murder Can Hurt You,Murder By Death,Murder Can Hurt You,Clue,Mrs. Columbo
398,"Burt Young opened a high-end restaurant in The Bronx, New York.
",True,True,False,,
399,"What is professional wrestler The Rocks birth name?
",Dwayne Douglas Johnson,Dwayne Douglas Kaui,Dwayne Douglas Jackson,Dwayne Douglas Johnson,John Douglas Jackson
400,"What two nationalities does WWF wrestler The Rock have?
",Samoan/African-Canadian,Spanish/African-American,Samoan/Caucasion,Samoan/African-Canadian,Samoan/Spanish
401,"The professional wrestler The Rock received a collegiate football scholarship.
",True,True,False,,
402,"What did WWF wrestler The Rock major in college?
",Criminology,Criminology,Pre-med,Law,Psycology
403,"What is the name of the foundation professional wrestler The Rock started in 2006?
",The Dwayne Johnson Rock Foundation,The Dwayne Johnson Rock Foundation,The Dwayne Johnson Foundation,The Rock Foundation,The Dwayne Rock  Johnson Foundation
404,"Which one of the following shows did wrestler The Rock not appear in?
",8 Simple Rules,That 70s show,8 Simple Rules,Star Trek:Voyager,Cory in the House
405,"What is the capital city of Australia?
",Canberra,Canberra,Melbourne,Sydney,Perth
406,"This Australian city is a popular tourist destination which has a bridge nicknamed The Coat Hanger and an opera house that looks like egg shells.
",Sydney,The Gold Coast,Sydney,Brisbane,Geelong
407,"Most Australians live in coastal areas.
",True,False,True,,
408,"Which Australian city would you be in if you saw the Yarra River?
",Melbourne,Melbourne,Darwin,Bendigo,Adelaide
409,"Which Australian city was wiped out by tropical cyclone Tracey in 1974?
",Darwin,Alice Springs,Cairns,Darwin,Brisbane
410,"Which Australian state or territory would you be in if you visited Ayres Rock?
",Northern Territory,Queensland,Tasmania,Australian Capital Territory,Northern Territory
411,"What year did Australia go through a constitutional crisis?
",1975,1975,1971,1979,1977
412,"Name the Australian Prime Minister who was dismissed by Governor General Sir John Kerr?
",Gough Whitlam,John Howard,Kevin Rudd,Malcolm Fraser,Gough Whitlam
413,"In 1983 Australia defeated America for the first time in this international sporting event.
",The Americas Cup,The Admirals Cup,The Davis Cup,The Americas Cup,The Egg and Spoon Race
414,"This giant Australian state takes up a third of Australias area.
",Western Australia,Western Australia,Tasmania,Victoria,New South Wales
415,"What is Mark Ruffalos full name?
",Mark Alan Ruffalo,Marcus Ruffalo DiGiamo,Mark Anthony Ruffalo,Mark Anthony DiGiamo,Mark Alan Ruffalo
416,"Mark Ruffalo spent his teen years in Virginia Beach, Virginia.
",True,True,False,,
417,"What nationality is Mark Ruffalo?
",Italian,Native American,Greek,Italian,Lebanese
418,"Which of these movies has Mark Ruffalo not appeared in?
",In The Bedroom,My Life Without Me,In The Bedroom,We Dont Live Here Anymore,The Dentist
419,"Has Mark Ruffalo ever been nominated for a Tony Award?
",Yes,No,Yes,,
420,"Mark Ruffalo starred in the 2007 film Zodiac.
",True,True,False,,
421,"What is the unusual name of Mark Ruffalos wife?
",Sunrise,Moondance,Sunshine,Star,Sunrise
422,"Mark Ruffalo co-starred with this actress in the 2005 film Just Like Heaven.
",Reese Witherspoon,Jennifer Aniston,Kate Winslet,Reese Witherspoon,Jennifer Garner
423,"Has Mark Ruffalo ever played in a movie with Jamie Foxx?
",Yes,Yes,No,,
424,"This legendary Canadian stand-up comedian and actor, starred in many hit movies, such as  Ace Ventura: Pet Detective, The Mask, Dumb and Dumber and many many more.
",Jim Carrey,Jim Carrey,Jeff Foxworthy,Eddie Murphy,Bob Hope
425,"Which late comedian does the following quote belong to: I am a comedian and poet, so anything that doesnt get a laugh â€¦ is a poem.?
",Bill Hicks,Phil Hartman,Mitch Hedberg,Bill Hicks,Richard Pryor
426,"This Canadian stand-up comedian hosted Saturday Night Lives Weekend Update for three years, before he was fired from the show.
",Norm Macdonald,Colin Quinn,Chris Kattan,Norm Macdonald,Will Ferrell
427,"This Scottish actor began his career as a boilermaker, and later switched to folk singing, before he found his true calling as a comedian.
",Billy Connolly,Billy Connolly,Bill Dewar,Boothby Graffoe,Daniel Kitson
428,"This English stand-up comedians trademark is cross-dressing, on and off stage.
",Eddie Izzard,John Moloney,Mike Yates,James Campbell,Eddie Izzard
429,"Which famous comedian and late night show host said My job is to be booed by the people of America; its in my contract.?
",Conan OBrien,Johnny Carson,Conan OBrien,Jay Leno,David Letterman
430,"This American stand-up comedian hosted the Comedy Central show Insomniac.
",Dave Atell,Jim Breuer,Jon Stewart,Dave Atell,Mitch Hedberg
431,"Which of these comedians is not a part of the Blue Collar Comedy Tour?
",Dane Cook,Larry the Cable Guy,Bill Engvall,Dane Cook,Jeff Foxworthy
432,"Which comedy legend said When another comedian has a lousy show, Im the first one to admit it?
",Jack Benny,Woody Allen,Jack Benny,George Carlin,Eddie Murphy
433,"This American ventriloquist and stand-up comedian is best known for acts, which include puppets, such as Achmed, the Dead Terrorist.
",Jeff Dunham,Jim David,Meghan Miller,Blake Clark,Jeff Dunham
434,"Joaquin Phoenix won a Grammy Award for his work on the album Walk the Line.
",True,True,False,,
435,"Joaquin Phoenix is known to have been a vegan since the age of three.
",True,True,False,,
436,"Which of the following movies did Joaquin Phoenix not appear in?
",Backdraft,8mm,Backdraft,Signs,Hotel Rwanda
437,"Who co-starred in We Own the Night with Joaquin Phoenix?
",All of these,Robert Duvall,Mark Wahlberg,Eva Mendes,All of these
438,"What 2003 animated Disney film did Joaquin Phoenix lend his voice to?
",Brother Bear,Tarzan,Aladdin,Brother Bear,Nemo
439,"Judd Hirsch was born  in 1935. Where was he born?
","The Bronx, New York","Chicago, Illinois","The Bronx, New York","Brooklyn , New York","Montreal, Quebec, Canada"
440,"From 1988-1992 Judd Hirsch starred in this NBC sitcom about a divorced English teacher.
",Dear John,The Teachers Room,Teacher of One,Day for Night,Dear John
441,"What role did Judd Hirsch play in the 2001 movie A Beautiful Mind?
",He played a high ranking member of Princetons math department.,He played John Nashs doctor.,He played a spy who existed in John Nashs mind.,He played a high ranking member of Princetons math department.,He played John Nashs father.
442,"Jude Hirsch stars as the father of a math genius and of an FBI officer in this CBS series.
",Numb3rs,Criminal Minds,CSI:N.Y.,Numb3rs,Law and  Order :Criminal Intent
443,"For which two plays has Judd Hirsch won Tony Awards for Best Actor in a Drama?
",Im Not Rappaport and Conversations with My Father,The Ladder and A Night in Calabrese,Im Not Rappaport and Conversations with My Father,Urine Town and  Avenue Q,Rent and The Line
444,"In what show did Judd Hirsch voice a man who was building a nuclear bomb for the Keebler elves?
",Family Guy,Family Guy,Carmen San Diego,Dora the Explorer,South Park
445,"Where was actor/director/writer/producer Peter Riegert born?
","New York City, NY","Los Angeles, CA","Bethesda, MD","Chicago, IL","New York City, NY"
446,"What was the name of this 1988 comedy movie that starred Peter Riegert as a pickle salesman who was set up by a professional matchmaker on the lower Eastside of New York City.
",Crossing Delancey,Crossing Delancey,My New Man,The Courtesy,"Bell, Book , and Candle"
447,"Peter Riegert plays the crude detective Lt. Kellaway in this 1994 comedy.
",The Mask,Has Anyone Here Seen Canada?,Ace Ventura Pet Detective,Be Political Not Polite,The Mask
448,"What role did Peter Riegert play in the TV comedy series Seinfeld?
","Kimbrough, the man who finally approves Jerrys sitcom","Franklin Delano Rockafeller, the man who wishes Kramer dead","Cassidy, the man who installs illegal cable TV","Kimbrough, the man who finally approves Jerrys sitcom","Joe Manchetti, Kramers friend who makes bootleg tapes"
449,"Which statement is untrue about Peter Riegert?
",He was nominated for a Tony Award for his role in Chicago.,He is a former eighth-grade teacher.,In his first show business role he portrayed Chico Marx.,He was nominated for a Tony Award for his role in Chicago.,He lived with Bette Midler during the 1970s.
450,"In 2001 Peter Riegert was nominated for an Oscar for his short movie By Courier. He directed it, produced it  and wrote the film adaptation. Who wrote the original story?
",O. Henry,O. Henry,Mark Twain,Don DeLillo,John Grisham
451,"In 2004 Peter Riegert directed, starred in, produced and wrote the adaptation for the movie King of the Corner. It starred Eli Wallach, Dominic Chianese, Peter Friedman, Rita Moreno, Harris Yullin and this star of Law and Order: Criminal Intent.
",Eric Bogosian,Judy Reyes,Eric Bogosian,Beverly DAngelo,Vincent DOnofrio
452,"Scenes in the 1997 movie Austin Powers: International Man of Mystery were inspired by what James Bond movie?
",All of these,All of these,Goldfinger,You Only Live Twice,Casino Royale
453,"What kind of creature is Shrek, voiced by Mike Myers in the 2001 computer-animated comedy movie Shrek?
",Ogre,Alien,None of these,Large frog,Ogre
454,"What character did Mike Myers portray in the 2003 comedy movie The Cat in the Hat?
",The Cat,Nevins the Dog,The Cat,Lawrence Larry Quinn,Thing One
455,"What actress starred as Anita Randazzo in the 1998 movie 54, also featuring Mike Myers?
",Salma Hayek,Cameron Diaz,Sandra Bullock,Jennifer Lopez,Salma Hayek
456,"What female singer and actress starred alongside Mike Myers in the 2002 comedy movie Austin Powers in Goldmember?
",Beyonce Knowles,Ashanti,Foxy Brown,Vanessa Williams,Beyonce Knowles
457,"What is the name of Mike Myers character in the 2008 comedy movie The Love Guru?
",Guru Maurice Pitka,Guru Jacques Grande,Guru Rajneesh,Guru Tugginmypudha,Guru Maurice Pitka
458,"What happens to Shrek in the 2007 animated comedy Shrek the Third?
",He becomes a father.,He gets married.,He divorces Princess Fiona.,All of these,He becomes a father.
459,"Why was Mike Myers cast as General Ed Fenech in the 2009 movie Inglourious Basterds?
",All of these,All of these,He was a fan of director Quentin Tarantino.,His parents were in the British Armed Forces.,He had inquired about making an appearance in the movie.
460,"What actress starred as Felicity Shagwell alongside Mike Myers in the 1999 comedy movie Austin Powers: The Spy Who Shagged Me?
",Heather Graham,Heather Graham,Rebecca Romijn,Elizabeth Hurley,Uma Thurman
461,"What character made their debut in the 2004 movie Shrek 2, featuring the voices of Mike Myers, Eddie Murphy and Cameron Diaz?
",Puss in Boots,Big Bad Wolf,Gingerbread Man,Pinocchio,Puss in Boots
462,"Where was Emmy-winning actor Larry David born?
",Brooklyn,Brooklyn,The Bronx,Queens,Manhattan
463,"How much did Larry David get for the sale of the syndication rights for his role of co-creator of Seinfeld?
",$200 million,$10 million,$100 million,$200 million,$50 million
464,"Where did Larry graduate from college?
",University of Maryland,New York University,Yale University,University of Maryland,Harvard University
465,"Did Larry David ever write for Saturday Night Live?
",Yes,Yes,No,,
466,"How many children does Larry David have from his marriage to Laurie Lennard?
",2,5,1,2,3
467,"On what popular Disney childrens show has Larry David appeared?
",Hannah Montana,So Weird,Even Stevens,Hannah Montana,Lizzie McGuire
468,"How many times was Larry  David nominated for an Emmy award for his work on the Seinfeld series?
",12,6,19,7,12
469,"The filming of the comedy series Curb Your Enthusiasm helped clear a mans name in an actual murder trial.
",True,True,False,,
470,"Linda Blair was born in which Midwest City?
","St. Louis, Missouri","Des Moines, IA","Minneapolis, MN","St. Louis, Missouri","Kansas City, KS"
471,"What year did the film The Exorcist debut?
",1973,1974,1973,1972,1971
472,"Prior to her debut as the head spinner, Blair starred in several commercials including this long running commercial, which advertised what?
",Guldens Mustard,Craftman Tools,Hostess Twinkies,Heinz Ketchup,Guldens Mustard
473,"Exorcist II was an equally huge box office hit, that helped propel Blairs career even further.
",False,False,True,,
474,"Linda Blair starred on two episodes of the TV show Barnaby Jones with Buddy Ebsen.
",No,Yes,No,,
475,"What type of character is Vincent Vega, portrayed by John Travolta in the 1994 movie Pulp Fiction?
",Hitman,Actor,Hitman,Drug dealer,Bootlegger
476,"What is the cause for George Malleys extraordinary abilities in the 1996 movie Phenomenon, starring John Travolta?
",Brain tumor,Brain tumor,None of these,He is possessed by a demon.,Alien abduction
477,"What is the name of John Travoltas character in the 1978 movie Grease?
",Danny Zuko,Sonny LaTierri,Tom Chisolm,Danny Zuko,Vince Fontaine
478,"What does John Travoltas character James Ubriacco do for a living in the 1989 comedy movie Look Whos Talking?
",He is a cab driver.,He is a cab driver.,He is a nurse.,He is a hair stylist.,He is a professional nanny.
479,"What Hollywood actor directed the 1983 movie Staying Alive, starring John Travolta?
",Sylvester Stallone,Sylvester Stallone,Mel Gibson,Kevin Costner,John Travolta
480,"What animal character did John Travolta voice in the 2008 animated movie Bolt?
",Dog,Cat,Tortoise,Hamster,Dog
481,"What popular musician appeared in the 2005 movie Be Cool, starring John Travolta?
",All of these,Steven Tyler,Wyclef Jean,Christina Milian,All of these
482,"In what 1998 war movie did John Travolta portray Brigadier General Quintard?
",The Thin Red Line,Red Heat,The Thin Red Line,The Generals Daughter,Crimson Tide
483,"The 1998 movie Primary Colors, starring John Travolta, was inspired by the life of this U.S. President.
",Bill Clinton,Bill Clinton,Ronald Reagan,George H. W. Bush,Jimmy Carter
484,"What real-life person did John Travolta portray in the 1998 movie A Civil Action?
",Attorney,Murderer,Important crime witness,Attorney,Judge
485,"Which is the official bird of Newfoundland?
",Atlantic Puffin,White-winged Dove,Spotted Towhee,Atlantic Puffin,Black-Capped Chickadee
486,"The people of this tribe were the aboriginal natives of Newfoundland, Canada.
",Beothuk,Beothuk,Acadia,Eskasoni,Malpeque
487,"Newfoundland entered Confederation with Canada in what year?
",1949,1933,1926,1951,1949
488,"There are no bears in Newfoundland.
",False,True,False,,
489,"Which of these is the name of a rum made in Newfoundland?
",Screech,Castillo,Screech,Scratch,Ron Llave
490,"During the Christmas season in Newfoundland, homes are visited by a band of masked strangers. What are they called?
",Mummers,Shellies,Dowdies,Mummers,Villancicos
491,"In WWI, Newfoundland lost about how many of its young men?
",25%,2%,10%,25%,5%
492,"Newfoundland is in what time zone?
",Newfoundland Standard Time,Atlantic Standard Time,Newfoundland Standard Time,Eastern Standard Time,Meridian Standard Time
493,"What is the accepted date of James Browns birth?
","May 3, 1933","May 3, 1933","May 9, 1929","May 12, 1937","May 6, 1943"
494,"Why did James Brown undergo surgery in 2004?
",He was diagnosed with prostate cancer.,He was diagnosed with leukemia.,He was diagnosed with prostate cancer.,He was diagnosed with lung cancer.,He was diagnosed with throat cancer.
495,"Where did James Brown first become part of a singing group?
",in jail,in the army,in jail,at high school,in church
496,"What was the name of  James Browns first singing group?
",The Gospel Starlighters,The Fabulous Flames,The Avons,The Fames,The Gospel Starlighters
497,"In 1956, James Browns group signed a contract with what famous record company?
",King/Federal Records,Motown,AM Records,King/Federal Records,Chess Records
498,"Which of these titles was never used by James Brown?
",The Fabulous One,Soul Brother Number One,The Fabulous One,Mr. Dynamite,"Mr. Please, Please, Please"
499,"In October, 1957 this famous singer cancelled a tour because he found religion. James Brown took over the tour for him.
",Little Richard,Ike Turner,Little Richard,Chuck Berry,Bo Didley
500,"Which statement about James Brown is untrue?
","Brown has sold more albums, singles, and CDs than Elvis Presley.",Brown has never had a number one song on The Billboard Hot 100.,Browns eyebrows are tattoos.,Brown was once a minor league baseball player.,"Brown has sold more albums, singles, and CDs than Elvis Presley."
501,"One of the biggest steps in James Browns career was his live show at The Apollo Theater in Harlem. Who financed the show?
",James Brown,Quincy Jones,Leonard Chess,Herb Alpert,James Brown
502,"In 1974, James Brown performed in Africa as part of a week of entertainment leading to a famous  boxing match. Who fought in the match?
",Ali-Foreman,Ali-Frazier,Ali-Foreman,Frazier-Foreman,Duran-Leonard
503,"When did James Brown become one of the charter members of the Rock and Roll Hall of Fame?
",1986,1976,1986,1981,1996
504,"How long did James Brown serve in prison in 1986?
",26 months,26 days,26 months,3 years,26  weeks
505,"In 1985, James Browns song Living in America was used in a famous movie. Who starred in the  movie?
",Sylvester Stallone,Sylvester Stallone,Harrison Ford,Will Smith,Leonardo DiCaprio
506,"What do James Brown, Carol Burnett, Itzak Perlman, Loretta Lynn, and Mike Nichols have in common?
",They received a Kennedy Center Honor in 2003.,They received a Kennedy Center Honor in 2003.,They received an Ammy  Award in 2004.,They were born on the same day.,Thy were born in the same year.
