,Questions,Correct,A,B,C,D
200,"Who does Malfoy want to be headmaster in Harry Potter and the Chamber of Secrets?
",Professor Snape,Professor Snape,Professor McGonagall,himself,his dad
201,"Does 10 X 10 give 100?
",Yes,No,Yes,,
202,"How much is 1 + 1?
",2,2,11,4,3
203,"If I have ten apples and I give them all to another person, how many do I have left?
",0,9,0,10,7
204,"If you put 1 gram of steel on one scale and 1 gram of feathers on another one, which one would weigh more?
",They would be equal,The steel,The feathers,None of these,They would be equal
205,"If Joe had $900 dollars in life savings and he bought a refrigerator for $600 dollars, how much money would he have left?
",$300,$200,$350,$300,$400
206,"3.2 are the first numbers in the important mathematical constant pi.
",False,True,False,,
207,"In mathematics, is a right angle equal to 100 degrees?
",No,No,Yes,,
208,"What is the final result of the following equation: 3 X 6 X 9 X 0 X 12 X 32 X 2 = ?
",0,"124,416",9999999,0,"124,934"
209,"100 multiplied by 0.3 gives 3.00.
",False,True,False,,
210,"Which of these is NOT part of the full name of the fictional character Albus Dumbledore?
",Roderick,Brian,Percival,Roderick,Wulfric
211,"After graduating from the fictional Hogwarts school, Albus Dumbledore went on to teach this class before becoming headmaster.
",Transfiguration,Defense Against the Dark Arts,Transfiguration,Care of Magical Creatures,Potions
212,"According to the Harry Potter books Albus Dumbledore liked Dementors.
",False,False,True,,
213,"In Harry Potter and the Half-Blood Prince we find out that Albus Dumbledore destroyed one of Voldemorts horcruxes. In what item was the horcrux contained?
",Ring,Ring,Diary,Necklace,Sword
214,"In the Harry Potter series, one of Albus Dumbledores closest friends and companions is Fawkes, a creature that resides in Dumbledores office. What kind of creature is Fawkes?
",Phoenix,Owl,Phoenix,Demon,Mouse
215,"Professor Albus Dumbledores office at the fictional Hogwarts school is protected by a statue of a gargoyle.
",True,False,True,,
216,"What is Albus Dumbledores favorite flavor of jam as revealed in Harry Potter and the Half-Blood Prince?
",Raspberry,Raspberry,Blueberry,Blackberry,Strawberry
217,"What is the opposite of cold?
",hot,humid,hot,dry,wet
218,"The opposite of open is closed.
",True,False,True,,
219,"What is the opposite of wrong?
",right,blue,right,maybe,farm
220,"What is the opposite of happy?
",sad,missing,sad,purple,mad
221,"Which of the following words is NOT an opposite of big?
",huge,small,little,huge,miniscule
222,"A word with a meaning opposite to that of another word is called a synonym.
",False,True,False,,
223,"The opposite of major is minor.
",True,True,False,,
224,"What is the opposite of above?
",below,top,beside,below,green
225,"What were the first names of Harry Potters parents?
","Lilly, James","Abbie, Harry","Liiy, Harry","Lilly, James","Abbie, James"
226,"Which of these characters is Harry Potters best friend?
",Ron,Dudley,Ron,George,Fred
227,"Which of the following are Harry Potters enemies at school?
","Malfoy, Snape","Sirius, Remus","Malfoy, Neville","Dumbledore, Snape","Malfoy, Snape"
228,"Although Harry Potter has a crush on Cho Chang, he ends up with Ginny.
",True,False,True,,
229,"Does Daniel Radcliffe portray Harry Potter?
",Yes,Yes,No,,
230,"Who was the potions teacher during Harry Potters sixth year at Hogwarts?
",Horace Slughorn,Albus Dumbledoor,Fred Weasley,Serverus Snape,Horace Slughorn
231,"Fictional character Ron Weasley has male siblings only.
",False,True,False,,
232,"In the Harry Potter books, Professor Binns is a ghost that teaches History of Magic.
",True,True,False,,
233,"Who accused Hermione of having a thing for famous wizards in Harry Potter and the Goblet of Fire?
",Rita Skeeter,Madame Maxime,Mr. Crouch,Ludo Bagman,Rita Skeeter
234,"What is Lord Voldemorts real name?
",Tom Marvolo Riddle,Tom Voldemort Riddle,Tom Marvolo Riddle,Tom Marvolo Gaunt,Voldemort Tom Riddle
235,"This continent is where Canada, The United States of America, and Mexico are located.
",North America,Europe,South America,North America,Africa
236,"This ocean is bordered by North and South America on the west and Europe and Africa on the east.
",Atlantic,Indian,Atlantic,Arctic,Pacific
237,"In the Harry Potter series, Hagrid got kicked out of Hogwarts for possessing what giant creature?
",A giant spider,A griffon,A giant spider,A basilisk,Crumple Horned Snorkak
238,"In the Harry Potter books, Hagrid was forbidden to use an actual wand. What did he use instead?
",A pink umbrella,A pink umbrella,A cane,A tree branch,A walking stick
239,"Hagrid from the Harry Potter series once cared for a creature named Norbert. What was Norbert?
",A dragon,A three-headed dog,A giant Spider,A hippogriff,A dragon
240,"In the Harry Potter series Hagrid gets this flying object from Sirius Black and uses it as his main form of transport.
",A motorcycle,A Carpet,A motorcycle,A ship,A broom
241,"Hagrid dies in the last installment of the Harry Potter series entitled Harry Potter and the Deathly Hallows.
",False,False,True,,
242,"What is the name of Harry Potters cousin who often teases and bullies him?
",Dudley,Malfoy,Hagrid,Dudley,Ronald
243,"What is the first name of Harry Potters mother?
",Lily,Pearl,Hermione,Lily,Angel
244,"Professor McGonagall teaches Transfiguration at the fictional Hogwarts school.
",True,True,False,,
245,"The name of Harry Potters owl is Fawkes.
",False,True,False,,
246,"What is the name of Ronald Weasleys younger sister in the Harry Potter books?
",Ginny,Hermione,Ginny,Penelope,Petunia
247,"This professor dislikes Harry Potter and unfairly punishes him while favouring Slytherin students.
",Professor Snape,Professor Sprout,Professor Snape,Professor Dumbledore,Professor McGonagall
248,"What is the name of the Hogwarts house where Harry Potter stayed?
",Gryffindor,Slytherin,Gryffindor,Ravenclaw,Hufflepuffs
249,"What are the names of the famous Weasley twins in the Harry Potter series?
",Fred and George,Mary and Maria,Al and Ron,Fred and George,Arthur and Artlene
250,"Harry Potter was the seeker of Gryffindors Quidditch Team.
",True,False,True,,
251,"What is the name of the hippogriff that hurt Draco Malfoy in the book Harry Potter and the Prisoner of Azkaban?
",Buckbeak,Norbert,Buckbeak,Twinky,Aragon
252,"Who wrote the book Harry Potter and the Prisoner of Azkaban?
",J. K. Rowling,Judy Blum,J. K. Rowling,E. B. White,J. R. Rowling
253,"What is the form into which Harry Potters godfather transforms in the book Harry Potter and the Prisoner of Azkaban?
",A dog,A dog,A snake,A bird,A cat
254,"What is the name of the new Defence Against the Dark Arts teacher who first appears in the novel Harry Potter and the Prisoner of Azkaban?
",Professor Lupin,Professor Lupin,Professor Moody,Professor Binns,Professor Dumbledore
255,"What did the Defence Against the Dark Arts professor teach Harry after the quidditch match in the book Harry Potter and the Prisoner of Azkaban?
",The Patronus Charm,A way to become invisible,How to get rid of a boggart,How to sleep without any dreams,The Patronus Charm
256,"How does Harry Potter go to Hogsmede in the third book of the series?
",He uses the marauders map and his invisibility cloak.,He uses the marauders invisible cloak.,None of these,He uses only the marauders map.,He uses the marauders map and his invisibility cloak.
257,"In Harry Potter and the Prisoner of Azkaban, when Snape taught the Defence Against the Dark Arts, what was the subject the class talked and read about?
",Werewolves,Werewolves,Hippogriffs,Mermaids,Boggarts
258,"What is the device that Hermione uses to travel back in time in Harry Potter and the Prisoner of Azkaban?
",Time Turner,Time Turner,Hourglass,Changer of Time,Time Stopper
259,"Do Harry and Hermione go somewhere, without Ron, at the end of the movie Harry Potter and the Prisoner of Azkaban?
",Yes,Yes,No,,
260,"In Andersens fairy tale The Princess and the Pea, a young woman arrives at the royal familys gate and claims to be a real princess. Who decides to test the validity of her claim by placing a pea under her mattresses?
",the Queen,the Queen,the King,the Princes sister,the Prince
261,"Who takes Hansel and Gretel to the forest and abandons them there in Grimms classic fairy tale?
",their father,their father,the with,their stepfather,their mother
262,"Which of these fairy tales by Danish author Hans Christian Andersen has a happy ending?
",The Snow Queen,The Snow Queen,All of these,The Little Match Girl,The Little Mermaid
263,"In what fairy tale does a curious wife find the dead bodies of her husbands previous wives?
",Bluebeard,Beauty and the Beast,King Thrushbeard,Rumpelstiltskin,Bluebeard
264,"In the fairy tale The Musicians of Bremen, four animals decide to become musicians upon finding that they are no longer useful to their owners. Which of the following is not one of the four animals?
",a pig,a pig,a rooster,a cat,a donkey
265,"Which magic object is not correctly matched with the fairy tale?
",The Little Mermaid - a key with drops of blood on it,Aladdin - a lamp,The Little Mermaid - a key with drops of blood on it,Snow White  - a mirror,The Wild Swans - nettle shirts
266,"What popular fairy tale is not a recorded folktale, but an original work?
",The Emperors New Clothes,Rapunzel,Sleeping Beauty,The Emperors New Clothes,The Wolf and the Seven Young Kids
267,"Why does Belle have to live in the castle with the Beast in the fairy tale The Beauty and the Beast?
",because her father picked up a flower from the Beasts garden,because she picked up a flower from the Beasts garden,because her sisters have stolen an enchanted mirror and a ring from the Beast,because her father picked up a flower from the Beasts garden,because her sisters have stolen jewelry from the Beast
268,"What are the names of the Princess and the Prince in the 1959 Disney animated feature, based on Charles Perrault classic tale Sleeping Beauty?
",Aurora and Philip,"The Princess is named Aurora, the Prince is anonymous.",Briar-Rose and Stefan,Aurora and Philip,They are anonymous.
269,"What diminutive fairy tale character encounters a toad, a beetle, a mouse, a mole and a swallow?
",Thumbelina,Tom Thumb,The Steadfast Tin Soldier,Hop o My Thumb,Thumbelina
270,"Joe has 20 apples. He gave 2 away to a friend and then he ate one. How many apples did he have after that?
",17,20,17,19,16
271,"What does x equal in this equation?
",,+4=12,2,8,2
272,"4=12
",2,8,2,6,4
273,"Can 37 be divided into 2 evenly?
",False,True,False,,
274,"What is the answer to the following:
",*5)-5,5,5,0,10
275,"The reciprocal of 3/4 is 1 1/3.
",True,False,True,,
276,"What is the square root of 121?
",11,10,11,12,13
277,"Is this correct?
",,3+1-4+4-=0,Yes,No,Yes
278,"+1-4+4-=0
",Yes,No,Yes,,
279,"One angle in a triangle is 47 degrees and the second angle is 106 degrees. How many degrees are in the third angle?
",27,37,27,207,17
280,"What is the missing number?
",,"4,7,11,?,22",16,16,17
281,",7,11,?,22
",16,16,17,15,14
282,"You have a right-angled triangle. You know that one leg is 3 cm long and the second leg is 4 cm long. What is the length of the hypotenuse of that triangle?
",5,4,5,7,6
283,"Founded in 1607, this was the first successful English settlement in what is now the United States.
",Jamestown in present day Virginia,Jamestown in present day Virginia,Boston in present day Massachusetts,Providence in what is present day Rhode Island,Charlestown in present day South Carolina
284,"Up until 1763, the English and this other European nation fought a series of wars and smaller conflicts to see who would dominate what is now the US and Canada.
",France,Holland,France,Germany,Spain
285,"What was the biggest issue that eventually led to the English colonies rebellion against their mother country and sparked the American Revolutionary War?
",whether the English Parliament or colonial assemblies would control taxes in the colonies,whether the English Parliament or colonial assemblies would control taxes in the colonies,religious differences between American colonists and Britain,restrictions on the number of English persons who could move to the English colonies,disagreements between Parliament and the colonies over relations with the Native Americans (Indians)
286,"Which of these statements about George Washington is true?
",all of these,all of these,He was the first president of the United States.,He was a successful Virginia plantation owner.,He was commander of the American Continental Army during the Revolutionary War.
287,"The final victory in the American Revolutionary War which convinced the British to grant independence to their former colonies was a victory won by combined French and American forces at this place.
",Yorktown,Yorktown,Lexington,Boston,Saratoga
288,"The seventh president of the United States was the first US president elected from a state west of the Appalachian Mountains (Tennessee). He was also the leader of the US forces who gained a major victory over the British at New Orleans in the War of 1812. Who was he?
",Andrew Jackson,James Polk,Andrew Jackson,Thomas Jefferson,John Adams
289,"As a result of victory in the Mexican War of 1846-48, the United States gained all of the following states EXCEPT this one.
",Oregon,Oregon,Arizona,California,Nevada
290,"What was the one irreconcilable issue between North and South that led to the American Civil War?
",slavery,slavery,status of new western territories,states rights,tariffs
291,"The Union victory in this battle, fought in July 1863, is generally considered the turning point of the American Civil War. After the battle President Lincoln made a memorable speech at the site of the battle. What was the battle?
",Gettysburg,Gettysburg,Shiloh,Second Bull Run,Antietam
292,"Which of the following is true about the United States in the period between the end of the Civil War in 1865 and the beginning of the 20th century?
",US industrialization advanced rapidly.,Blacks in the southern states were integrated into the southern population with very little conflict or discrimination.,Native Americans (Indians) were generally treated fairly and territorial disputes were settled.,US industrialization advanced rapidly.,Laws were passed that greatly restricted European immigration into the US.
293,"Which of the following was NOT a reason why the US entered World War One on the side of Britain and France?
",President Wilson wanted to destroy communism.,German submarines began sinking US ships in 1917.,The US had strong cultural and commercial ties with Britain and France.,France and Britain were democratic and Germany was not.,President Wilson wanted to destroy communism.
294,"In 1919 an amendment to the US Constitution (which was rescinded in 1933) prohibited which of the following?
",alcoholic beverages,US joining any international organization,alcoholic beverages,prostitution,same sex marriages
295,"In 1933 Franklin Roosevelt was elected president. He promised to bring a New Deal to Americans to bring recovery from the Great Depression and improve social conditions. Which of the following did his New Deal include?
",All of these,"Programs to provide jobs by building roads, schools, dams, etc.",The Securities and Exchange Commission to regulate the stock market,Social Security that provided pensions for retired workers,All of these
296,"The Japanese defeat in this naval battle in the Pacific is generally considered to be the turning point of the Second World War.
",Midway,Leyte Gulf,Okinawa,Singapore,Midway
297,"Which of these statements is NOT true about the Cold War?
",There was never any actual warfare in the Cold War.,There was never any actual warfare in the Cold War.,It was partly a clash of very different ideologies.,"It began soon after World War Two ended, partly because of Soviet domination of Eastern Europe.",Nuclear weapons were a threat to both sides in the Cold War.
298,"Many think that the closest the world came to nuclear war was in 1962 when President Kennedy demanded that the Soviets remove nuclear missiles they had recently placed in this country.
",Cuba,Germany,North Korea,China,Cuba
299,"Ole Kirk Christiansen, the founder of the LEGO Group, started producing wooden toys in what year?
",1932,1939,1932,1934,1927
300,"In 1934, Ole Kirk Christiansen named his toy-producing company LEGO, a word derived from the Danish phrase leg godt, which means what in English?
",Play Well,Put Together,Play Well,Build Well,Stack Well
301,"During this year the Lego company, founded by Ole Kirk Christiansen, was devastated by a fire.
",1942,1945,1944,1942,1940
302,"LEGO was the first company in Denmark to buy and use a plastic injection-molding machine for toys.
",True,True,False,,
303,"In what year did Godtfred Kirk Christiansen become Junior Vice President of the LEGO company?
",1950,1952,1949,1950,1947
304,"What is the name of the revolutionary LEGO series of 28 sets and 8 vehicles, launched in 1955?
",LEGO System of Play,LEGO Building Set,LEGO Toy Set of Building,LEGO System of Play,LEGO System
305,"In 1963, the LEGO company replaced the building substance for the bricks, cellulose acetate with acrylonitrile butadiene stryrene, which improved the color quality.
",True,False,True,,
306,"In 1989, the LEGO company released a new series, named Pirates.
",True,False,True,,
307,"Which house of Hogwarts was fictional character Sirius Black in when he attended the famous school?
",Gryffindor,Ravenclaw,Gryffindor,Slytherin,Hufflepuff
308,"Harry Potter character Sirius Black was an Animagi meaning that he could take the form of an animal. What animal could he emulate?
",A dog,A wolf,A dog,A Deer,A Rat
309,"In Harry Potter and the Order of the Phoenix the headquarters of the organization was in Sirius family home.
",True,False,True,,
310,"In which Harry Potter novel did Sirius Black make his first major appearance?
",Harry Potter and The Prisoner of Azkaban,Harry Potter and The Sorcerers Stone,Harry Potter and The Prisoner of Azkaban,Harry potter and The Chamber of Secrets,Harry Potter and the Deathly Hallows
311,"What magical flying item of Sirius Black was given to Hagrid upon the knowledge of Harry Potters parents death?
",A motorcycle,A broomstick,A motorcycle,A Car,A carpet
312,"What was the name of Sirius Blacks father in the Harry Potter series?
",Orion,Orion,Teodor,Draco,Rudolph
313,"Sirius Black dies in the novel Harry Potter and the Half-Blood Prince.
",False,True,False,,
314,"Which of the following classes was taught by Professor Snape in the Harry Potter series?
",Potions,Divination,Potions,Charms,Astronomy
315,"What secret about Professor Snape was divulged in Harry Potter and the Deathly Hallows, which is the final book in the series?
",He was in love with Harrys mother.,He was half muggle.,He killed Albus Dumbledore.,He was in love with Harrys mother.,He was Lord Voldemorts brother.
316,"In the Harry Potter series, Professor Snape became headmaster of Hogwarts after the death of Dumbledore.
",True,False,True,,
317,"What was Snapes patronus in the Harry Potter series?
",Doe,Doe,Dragon,Wolf,Snake
318,"In the final book of the Harry Potter series, Harry finally kills Snape.
",False,True,False,,
319,"In the Harry Potter series, what was the teaching position most coveted by Professor Snape?
",Defense Against the Dark Arts,Care of magical Creatures,Potions,Divination,Defense Against the Dark Arts
320,"In the final book in the Harry Potter series, it is revealed that Harry names one of his sons after Snape.
",True,False,True,,
321,"Is fictional character Snape the Half-Blood Prince?
",Yes,No,Yes,,
322,"What did Mr. Crouch from the Ministry of Magic call Percy in book 4 of the Harry Potter series?
",Weatherby,Rainlet,Cloudy boy,Weatherboy,Weatherby
323,"There were all types of enchantments guarding the Sorcerers Stone. Which teacher put the flying keys there to protect it in the first Harry Potter book?
",Professor Flitwick,Professor Snape,Professor Sprout,Professor Quirrell,Professor Flitwick
324,"In which two books did Harry Potter make a Patronus because he thought he saw a dementor, even though it was not really a dementor?
",Books 3 and 4,Books 3 and 5,Books 3 and 4,Books 4 and 5,Books 3 and 6
325,"In the sixth book of the Harry Potter series, Professor Slughorn became the Head of Slytherin.
",True,True,False,,
326,"The character of Sirius Black is mentioned in the book Harry Potter and the Prisoner of Azkaban for the first time.
",False,False,True,,
327,"Which of the following Harry Potter characters is not a prefect?
",Harry Potter,Tom Riddle,Harry Potter,Pansy Parkinson,Ron Weasley
328,"Which of these characters does Harry kiss in Harry Potter and the Half-Blood Prince?
",Ginny,Cho,No one,Ginny,Hermione
329,"Lavender Brown and Ron Won Won Weasley start going out in chapter 9 of Harry Potter and the Half-Blood Prince.
",False,False,True,,
330,"What previously mentioned character was killed in chapter 1 of Harry Potter and the Half-Blood Prince?
",Amelia Bones,Kingsley Shackelbolt,Stubby Boardman,Percival Wulfricshire,Amelia Bones
331,"In Harry Potter and the Half-Blood Prince, Cho Chang waves to Harry once but then hurries away with Marietta.
",False,True,False,,
332,"What does Merope supposedly use to make Tom Riddle Sr. fall in love with her in Harry Potter and the Half-Blood Prince?
",A love potion,A love potion,A love spell,An imperious curse,A potion and spell
333,"In Harry Potter and the Half-Blood Prince, is Dumbledores blood the only blood used in the Cavern by the sea where the Horcrux is hidden?
",No,No,Yes,,
334,"In the book Harry Potter and the Half-Blood Prince, a corpse that is re-animated but isnâ€™t alive is called what?
",Inferi,Inferi,Infery,Infreri,Infrery
335,"Harry destroyed two Horcruxes in Harry Potter and the Half-Blood Prince.
",False,False,True,,
336,"Lord Voldemort had the ability to talk to these creatures.
",Snakes,Snakes,Wolves,Spiders,Centaurs
337,"What is Lord Voldemorts real first name?
",Tom,John,Michael,Tom,Ron
338,"What was the very first of Lord Voldemorts horcruxes to appear in the Harry Potter series of books?
",Diary,Sword,Stone,Diary,Ring
339,"Which of these Hogwarts founders was Lord Voldemorts ancestor?
",Slytherin,Ravenclaw,Huffelpuff,Slytherin,Gryffendore
340,"Lord Voldemort is related to Harry Potter.
",True,False,True,,
341,"Which of these characters does Voldemort NOT kill in the final Harry Potter book Harry Potter and the Deathly Hallows?
",Hagrid,Tonks,Severus Snape,Hagrid,Professor Lupin
342,"Harry Potter defeats and kills Lord Voldemort in the final Harry Potter book.
",True,False,True,,
343,"What childrens novel features Neverland, the magical island where people cease to age?
",Peter and Wendy,Alices Adventures in Wonderland,Peter and Wendy,Pinocchio,Pippi Longstocking
344,"What classic fictional character is a long-nosed wooden puppet?
",Both of these,Both of these,Pinocchio,None of these,Buratino
345,"Which of the following is not a character from Lewis Carrolls 1865 novel Alices Adventures in Wonderland?
",the Chief Weasel,the Queen of Hearts,the Mock Turtle,the March Hare,the Chief Weasel
346,"What character from Antoine de Saint-ExupÃ©rys novella, The Little Prince, utters these famous lines that sum up the essence of the book: One cannot see well except with the heart, the essential is invisible to the eyes.?
",the Fox,the Fox,the Snake,the Lamplighter,the Rose
347,"What is the birth name of the author who penned The English Roses, a childrens book that follows the lives of four girls?
",Madonna Louise Ciccone,Theodor Seuss Geisel,Helen Beatrix Potter,Madonna Louise Ciccone,Dorothy Gladys Smith
348,"What childrens book author named one of his central characters after his son?
",A. A. Milne,C. S. Lewis,Lemony Snicket,A. A. Milne,Lewis Carroll
349,"Which of these Disney animated features is not based on a book written by an European author?
",Mulan,One Hundred and One Dalmatians,The Many Adventures of Winnie the Pooh,Mulan,Bambi
350,"What best-selling novel tells the story of an orphan girl adopted by middle-aged siblings, Marilla and Matthew Cuthbert?
",Anne of Green Gables,Little House in the Big Woods,Anne of Green Gables,Little Women,Heidi
351,"This extraordinary strong, red-haired fictional character lives in Villa Villekula with a monkey, named Mr. Nilsson.
",Pippi,Karlsson,Pippi,Ronia,Lucy Pevensie
352,"Which characters are not correctly matched with the authors who created them?
","Mowgly, Raksha - Edgar Rice Burroughs","Lucy Pevensie, Caspian - C. S. Lewis","Mowgly, Raksha - Edgar Rice Burroughs","Joe Harper, Becky Thatcher  - Mark Twain","Meg March, Amy March - Louisa May Alcott"
353,"In Harry Potter and the Deathly Hallows, Severus Snape was headmaster for a period of time.
",True,True,False,,
354,"In the first chapter of Harry Potter and the Deathly Hallows, why was Snape late for a meeting with Lord Voldemort?
",He discovered something important.,He discovered something important.,He forgot what time it was.,He does not like meetings.,He was teaching.
355,"The first sentence in the second chapter in Harry Potter and the Deathly Hallows is Harry was bleeding. Why is that so?
",Harry got cut by a fragment of a mirror.,Harry got cut by a fragment of a mirror.,Dudley put a cup of tea right behind Harrys door and Harry stepped on it.,Dudley put a glass of water behind Harrys door and Harry stepped on it.,Harry bit his lip.
356,"Which of the following is NOT a Deathly Hallow?
",Magical Mirror,Resurrection Stone,Magical Mirror,Elder Wand,Invisibility Cloak
357,"Which Weasley boy got his ear cut off in the last book of the Harry Potter series?
",George,Ron,Fred,Bill,George
358,"What did Harry Potter say that his name was when he, Ron, and Hermione got caught by a gang of Snatchers in Harry Potter and the Deadly Hallows?
",Vernon Dudley,Dudley Dursley,Vernon Dursley,Dudley Vernon,Vernon Dudley
359,"If you add 3 to 5, what would be the result?
",8,6,8,5,7
360,"If Jane had $3.00 and went to the store and bought a yo yo for $1.00, how much would Jane have left?
",$2.00,$2.25,$1.50,$1.00,$2.00
361,"What is the correct solution to this problem: 16 - 4 + 3 =?
",15,14,15,13,16
362,"If T.J. went to the circus with 10 dollars and bought some fruit snacks for 3 dollars, how much money would T. J. then have left over?
",7 dollars,8 dollars,3 dollars,7 dollars,5 dollars
363,"If Lindsay had $20.00 and bought 3 tickets to the Mets game, how much money would Lindsay have left if each ticket cost 5 dollars?
",5 dollars,5 dollars,10 dollars,8 dollars,15 dollars
364,"If Donna bought 5 blowpop lollipops from the candy store and gave her friend 2 of them, how many blowpops would Donna then have?
",3,3,4,2,1
365,"How many inches are there in a foot?
",12,12,6,18,10
366,"If Anthony had 8 apples, 2 oranges and 3 pears, how many pieces of fruit does Anthony have altogether?
",13,14,13,12,11
367,"What is the solution to this problem 12-3=?
",9,8,9,7,6
368,"Amanda went to the book store to buy some books. Her mom gave her a $10 bill. She bought two books that cost $2.00 each and a bookmark that cost $1.00. How much change did Amanda give her mother when she got home?
",5 dollars,40 dollars,6 dollars,4 dollars,5 dollars
369,"How did Sirius Black escape from Azkaban, the wizard prison in the third book of the Harry Poter series?
",He transformed into a dog.,None of these,He was able to contact his cousin Bellatrix who helped him escape from Azkaban.,He transformed into a dog.,He was able to control one of the dementors.
370,"Who is the new Defense Against the Dark Arts teacher in Harry Potters third year at Hogwarts?
",Remus Lupin,Severus Snape,Remus Lupin,Dolores Umbridge,Alastor Mad-Eye Moody
371,"Fictional character Remus Lupin was an animagus.
",False,False,True,,
372,"What is the spell incantation for conjuring a Patronus in the Harry Potter books?
",Expecto Patronum,Expelliarmus,Impedimenta,Wingardium Leviosa,Expecto Patronum
373,"In Harry Potter and the Prisoner of Azkaban, Rubeus Hagrid was appointed by Headmaster Albus Dumbledore as the new teacher of what subject?
",Care of Magical Creatures,Care of Magical Creatures,Potions,Transfiguration,Defense Against the Dark Arts
374,"Who gave the Marauders Map to Harry in Harry Potter and the Prisoner of Azkaban?
",Fred and George,Fred and George,Remus Lupin,Argus Filch,Rubeus Hagrid
375,"The Shrieking Shack, depicted in the Harry Potter books, was considered to be the most haunted place in Great Britain.
",True,False,True,,
376,"Even without a permission slip, Harry Potter was able to go to Hogsmeade with Ron and Hermione during certain weekends.
",True,True,False,,
377,"In 2000, this Mouseketeer became the youngest person to be both host and musical guest on Saturday Night Live.
",Britney Spears,Nikki DeLoach,Britney Spears,Justin Timberlake,JC Chasez
378,"Name the weekly ten-minute drama on the All-New Mickey Mouse Club starring Tony Lucca, Keri Russel and JC Chasez?
",Emerald Cove,The Party,Spin and Marty,Emerald Cove,The Hardy Boys
379,"In Harry Potter and the Half-Blood Prince, who delivered the Prime Minister the message that the Minister of Magic had sent?
",An oil painting,An oil painting,Amelia Bones,None of these,Herbert Chorley
380,"In Harry Potter and the Half-Blood Prince, The Minister of Magic came only once to visit the Prime Minister.
",False,False,True,,
381,"What was spattered over the wallpaper on Professor Slughorns house in Harry Potter and the Half-Blood Prince?
",Dragon blood,Pumpkin juice,Dragon blood,Dwarf blood,Ink
382,"Who wrote the magazine named Quibbler in the Half-Blood Prince?
",Luna Lovegoods father,Luna Lovegood,Luna Lovegoods uncle,Ron Weasley,Luna Lovegoods father
383,"What was the name of spell that Harry used on Malfoy in Harry Potter and the Half-Blood Prince?
",Sectumsempra,Alohomora,Sectumsempra,None of these,Felix Felicis
384,"Do Hermione and Ron secretly like each other in the sixth book of the Harry Potter series?
",Yes,No,Yes,,
385,"In the sixth book of the Harry Potter series, which of the following characters eventually formed a couple?
",Harry - Ginny,Harry - Ginny,Harry - Hermione,Harry - Cho,None of these
386,"What color was Quirrels turban in the Harry Potter books?
",purple,blue,purple,red,black
387,"Harry Potters middle name is James.
",True,False,True,,
388,"Why was the womping willow planted in the Harry Potter books?
",So Lupin could come to school,So Harry and Ron would have something to run into with the flying car,The students could have shade,So Lupin could come to school,To protect the school
389,"How does Malfoy join the Slytherin quidditch team?
",His father bought brooms for the whole team,He was the only candidate.,He was actually good enough.,His father bought brooms for the whole team,He shot a man in Reno just to watch him die.
390,"How is Sirius related to Harry Potter?
",He is Harrys Godfather.,He is Harrys Godfather.,He is Harrys uncle.,He is Harrys cousin.,He is Harrys half-brother.
391,"Who is the teacher in the Harry Potter books that is made fun of by the Marauders map?
",Snape,Lupin,Trelawny,McGonagall,Snape
392,"Who wrote the Harry Potter series of books?
",J.K. Rowling,J.R. Rowling,C.S. Lewis,J.K. Rowling,J.R. Tolkien
393,"What were Hermiones and Chos patronus forms in the Harry Potter books?
",Swan and Otter,Swan and Otter,Stag and Frog,Frog and Otter,Frog and Swan
394,"Fictional characters Ron Weasley and Harry Potter met on the Hogwarts Express.
",False,True,False,,
395,"Every headmaster/headmistress of the fictional Hogwarts school has had the same office.
",False,False,True,,
396,"What magical object did Harry Potter use to save Ron from poisoning?
",bezoar,antidote to love potions,wand,bezoar,boggart
397,"Fictional character Mr. Weasley was on guard duty when the basilisk attacked him.
",False,True,False,,
398,"Does fictional character Ron Weasley live at 12, Grimmauld Place?
",No,Yes,No,,
399,"In what Harry Potter book did the Brockdale Bridge collapse?
",Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,Harry Potter and the Order of the Phoenix.,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Chamber of Secrets
400,"Fictional characters Fred and George Weasley get kicked out of Hogwarts.
",False,True,False,,
401,"Who is Headmaster at Hogwarts School of Witchcraft and Wizardry in books 1-6 of the Harry Potter series?
",Albus Dumbledore,Phineas Nigeallus,Minevera McGonagall,Severus Snape,Albus Dumbledore
402,"Who is head of the fictional Gryffindor house?
",McGonagall,Snape,McGonagall,Lupin,Trelawney
403,"Fictional character Professor Snape is head of Ravenclaw house.
",False,True,False,,
404,"Is Flitwick head of Huffllepuff house in the Harry Potter series of books?
",No,No,Yes,,
405,"Who is head of Slytherin house in the book Harry Potter and the Deathly Hallows?
",Slughorn,Slughorn,McGonagal,Sprout,Snape
406,"Who is the ghost of Ravenclaw in the Harry Potter books?
",The Gray Lady,Sprout,The Bloody Baron,The Gray Lady,Flitwick
407,"Professor Sprout is head of Hufflepuff, one of the fictional Hogwarts houses.
",True,True,False,,
408,"Who is the Gryffindor ghost in the Harry Potter books?
",Nearly Headless Nick,Moaning Myrtle,The Gray Lady,The Bloody Baron,Nearly Headless Nick
409,"In the Harry Potter books, the Bloody Baron is Slytherins ghost.
",True,False,True,,
410,"Is Harry Potter a member of Gryffindor house?
",Yes,No,Yes,,
411,"What is the square root of 144?
",12,12,7,14,71
