,Questions,Correct,A,B,C,D
1024,"This Scottish engineer was the first person to demonstrate a working television.
",John Logie Baird,Burr Tilstrom,John Logie Baird,Robert Sarnoff,Vladimir Zworykin
1025,"This person, who in 1919 became the General Manager of Radio Corporation of America (RCA), claimed  that he was the first person to receive a signal from the sinking Titanic in 1912.
",David Sarnoff,Leonhard Dresdorff,Burr Tilstrom,Capt. Jonas Bray,David Sarnoff
1026,"In 1494, Luca Pacioli, a close friend of Leonardo da Vinci, wrote the book Summa de arithmetica, geometrica, proportioni et proportionalita, which contained what?
","A description of a method of keeping accounts, known as Double-entry book-keeping",A study of mathematical and artistic proportion,A list of DaVincis inventions,The first biography of DaVinci,"A description of a method of keeping accounts, known as Double-entry book-keeping"
1027,"This English author, whose works include An Essay on Criticism and The Rape of the Lock, directly addressed the major religious, political and intellectual problems of the 18th century.
",Alexander Pope,Ben Johnson,Alexander Pope,Jonathan Swift,Samuel Johnson
1028,"In his works, this Greek playwright, whose contribution to the theater was the addition of a second actor to the scenes, focused on mans position in the cosmos, in relation to the gods.
",Aeschylus,Thucydidies,Sophocles,Aeschylus,Euripides
1029,"This artistic and architectural movement, formed by Vladimir Tatlin, dismissed pure art in favor of art used as an instrument for social purposes.
",Constructivism,Production Art,Structural Art,Constructivism,Dadaism
1030,"This Major League Baseball player, whose uniform with #42 was retired on April 15, 1997 by Major League Baseball, became the first African-American to be inducted into the Baseball Hall of Fame.
",Jack Roosevelt Robinson,Rosy Grier,Jack Roosevelt Robinson,Jim Brown,Jesse Owens
1031,"Which of these singers had a daughter named Natalie?
",Nat King Cole,Yoko Lennon,Nat King Cole,Dean Martin,Frank Sinatra
1032,"Name the stars of the classic movie Casablanca.
",Humphrey Bogart and Ingrid Bergman,Humphrey Bogart and Ingrid Bergman,James Stewart and June Allyson,Henry Fonda and Maureen OHara,Humphrey Bogart and Lauren Bacall
1033,"In which of the New York City boroughs is Rockefeller Center situated?
",Manhattan,Brooklyn,Manhattan,Queens,The Bronx
1034,"Which of these groups was formed in Liverpool, England?
",The Beatles,The Bee Gees,The Beatles,The Kinks,The Rolling Stones
1035,"Who popularized the song Unforgettable in 1951?
",Nat King Cole,Nat King Cole,Humphrey Bogart,Dean Martin,Frank Sinatra
1036,"Which of these is the nickname of New York City?
",The Big Apple,Bogey and Bacall,The Big Apple,Stock Market City,Rockefeller City
1037,"What famous fashion designer popularized the little black dress?
",Coco Chanel,Vivienne Westwood,Coco Chanel,Calvin Klein,Christian Dior
1038,"What sport was invented by James Naismith in 1891?
",basketball,soccer,basketball,ice hockey,curling
1039,"What temperature, in degrees Celsius, is Absolute Zero?
",-273,-32,-135,-273,-356
1040,"Which part of the body contains the most gold?
",toe nails,eyelashes,hair,toe nails,finger nails
1041,"What are the numbers on a dartboard that flank 17?
",2 and 3,16 and 11,0 and 7,2 and 3,18 and 13
1042,"What common drink was first named the â€œEsteemed Brain Tonic and Intellectual Beverageâ€?
",Coca Cola,Coca Cola,Tab,Dr Pepper,Sprite
1043,"All babies are born with a soft spot on the top of their heads. What is this called?
",Fontanelle,Raspberry,Soft Spot,Neurocranium,Fontanelle
1044,"Does a jellyfish have a brain?
",No,No,Yes,,
1045,"Where should one use perfume? Wherever one wants to be kissed. Thats a piece of advice given by what prominent fashion designer?
",Coco Chanel,Elsa Schiaparelli,Christian Dior,Coco Chanel,CristÃ³bal Balenciaga
1046,"What term refers to the science (or art) of kissing?
",Philematology,Philematology,Palilogy,Phlebology,Palynology
1047,"Who wrote and performed a song featuring the lyrics: I just want your extra time and your kiss?
",Prince,Madonna,Michael Jackson,Kylie Minogue,Prince
1048,"New Zealand was the first country to give full voting rights to women.
",True,False,True,,
1049,"What is the capital of Finland?
",Helsinki,Prague,Suva,Malabo,Helsinki
1050,"Is it true that the maximum score you can get on SAT is 2400?
",Yes,No,Yes,,
1051,"What is the capital and largest city of Austria?
",Vienna,Canberra,Sydney,Stockholm,Vienna
1052,"The number Pi is larger than the number 4.
",False,False,True,,
1053,"Have the Yankees played in over 30 World Series?
",Yes,No,Yes,,
1054,"Lightning Mcqueen was the protagonist of what movie?
",Cars,BAR,Cars,Mcqueen Tales,DDA
1055,"The Wii is a game console released by Nintendo.
",True,False,True,,
1056,"Is New York City the capital of New York?
",No,No,Yes,,
1057,"12 squared is 24.
",False,False,True,,
1058,"This plantation located in Louisiana is said to be haunted by the vengeful ghost of a slave named Chloe, who supposedly murdered the wife and daughters of the owner.
",Myrtles Plantation,Myrtles Plantation,Laura Plantation,Melrose Plantation,Oak Alley Plantation
1059,"On this day in 1929, a massacre of mob members outside a warehouse on Clark Street in Chicago occurred. As people walk the street at night they claim to hear the sounds of machine guns and screams.
",Valentines Day,Christmas Day,Thanksgiving Day,Easter Sunday,Valentines Day
1060,"The ghost of this mobster is said to haunt two locations. One of them is a hotel in Las Vegas, the other - a private residence in Beverly Hills.
",Bugsy Siegel,John Gotti,Al Capone,Frank Costello,Bugsy Siegel
1061,"In this Texas town, it is believed that a hill is haunted by the spirits of small children who were killed there. On the way to school one morning a school bus filled with children stalled across railroad tracks. Tragically the bus was hit by an oncoming train and only a few children survived. Today it is reported that cars that stop on this hill are mysteriously pushed up the hill after which small hand prints can be seen along the back and sides of the vehicle. In which Texas town is this hill located?
",San Antonio,Houston,Fort Worth,San Antonio,Dallas
1062,"In Americas west there are towns that once boomed during the gold rush but are now abandoned. These places known as ghost towns are said to be haunted by the spirits of the people that once inhabited them. One such town is St. Elmos in Denver Colorado. In what year did this town officially die?
",1952,1967,1909,1952,1892
1063,"This cave located in Tennessee is said to be haunted by the ghost of a local witch, Kate Batt. Kate tormented and haunted the family that lived near this cave for years. The haunting continued until 1820 when the owner died. Many believed he was poisoned by the ghost of Kate. What is the name of this cave?
",Bell Cave,Bull Cave,Blue Spring Cave,Rumbling Falls Cave,Bell Cave
1064,"This monster, who is classified under the family, Homolycanth Ropus, really has a thing about silver bullets. By what other name do we know the character, Lawrence Talbort?
",The Wolfman,The Zombie,The Wolfman,The Beast,The Mummy
1065,"Hes quite the chef but if he asks you to bring a nice Chianti to his little dinner party, better stay home. He is incredibly lethal and totally amoral. He is guilty of murder, seduction and cannibalism. Which monsters only weakness is one pretty FBI agent?
",Hannibal Lecter,Dr. Victor Frankenstein,Jack Torrance,Michael Myers,Hannibal Lecter
1066,"She is a very rude monster.  She sings with her mouth full. What is the name of the human flesh eating plant that sings Feed me Seymour. Feed me all night long.?
",Audrey II,Audrey II,Angel,Leech Woman,Christine
1067,"Lethality: He will not stop, EVER, until you are dead. What assassin from the year 2029 AD, had you better believe when he says Ill be back.?
",Terminator,Predator,Terminator,Kothoga,Replicant
1068,"Who is the second US president?
",John Adams,Martin Van Buren,John Adams,James Monroe,Thomas Jefferson
1069,"What is the capital city of Iceland?
",Reykjavik,Neyjavicik,Leykjastick,Lolymyestic,Reykjavik
1070,"The actresss father created The Today Show, The Wide World of Sports, Your Show of Shows(aka the Sid Caesar Show) and helped  create The Tonight Show.
",Sigourney  Weaver,Sigourney  Weaver,Diane Lane,Debbie Allen,Jobeth Williams
1071,"Michael Jordan is often considered the best player the Chicago Bulls ever had but they did not start winning championships until they traded Charles Oakley for this other big man.
",Bill Cartwright,Scotty Pippen,Dave Corzine,Dennis Rodman,Bill Cartwright
1072,"The first African-American professional baseball player played for Oakland in 1916.
",True,True,False,,
1073,"Which are the only  two states in the USA that do not allow drivers to pump their own gas?
",New Jersey and Oregon,Utah and Wyoming,New Jersey and Oregon,New Jersey and Utah,Oregon and Wyoming
1074,"What is methyphobia?
",A fear of alcohol,A fear of explosions,A fear of gases,A fear of pleasure,A fear of alcohol
1075,"In the same year that the first Grammy for Rap music was given, this song won for Best Song of the Year and Best Record of the Year and the singer who performed it won the Grammy for Best Performance.
","Dont Worry, Be Happy by Bobby McFerrin","Dont Worry, Be Happy by Bobby McFerrin",Blessings by Betty Winan,Fast Cars by Tracy Chapman,Traces by George Michael
1076,"What is the meaning of the word labeorphilist?
",A collector of beer bottles,A lover of experimental science,A collector of beer bottles,A flower that eats insects,An animal that is attracted to sweet smells
1077,"Which of the following is the correct definition of the word rod?
",A unit of measure equal to 16.5 feet,A unit of measure equal to 16.5 feet,A unit of measure equal to 3 bushels,A unit of measure equal to 6 feet,A unit of measure equal to the distance from a persons nose to his/her outstretched arm
1078,"What is Bandar Seri Begawan?
",The capital city of an Asian nation,The capital city of an Asian nation,The largest city in the Kurdish section of Iraq,The name of the Prime Minister of a North African nation,The name of a terrorist organization in Afghanistan
1079,"I Love You a Bushel and a Peck was a popular song in the 1950s. How much is a bushel and a peck?
",ten dry gallons,ten meters,ten dry gallons,thirty-two gallons,ten tons
1080,"The first known use, in English, of the word orange in reference to a color was by this man.
",King Henry Vlll,Warren Alfred VI,King JamesII,Devin Knight,King Henry Vlll
1081,"In what year did the color burnt orange get its name?
",1915,1915,1920,1913,1923
1082,"Is orange the national color of the Netherlands?
",Yes,No,Yes,,
1083,"Orange and this color are the colors of  the holiday Halloween.
",Black,White,Purple,Red,Black
1084,"Orange is considered a safety color.
",True,True,False,,
1085,"Where can the Orange River be found ?
",South Africa,Turkey,South Africa,Canada,South Asia
1086,"Where can you find a city named Orange?
",All of these,California,All of these,Texas,Florida
1087,"Which of these cats could appear and disappear at will?
",The Cheshire Cat,Pussy Galore,Puss in Boots,Felix,The Cheshire Cat
1088,"Who is Mother Gooses cat in the self-titled newspaper comic strip?
",Attila,Princess,Angel,Attila,The Duchess
1089,"Which two cats are the main characters in the Lillian Jackson Braun series?
",Koko and Yumyum,Koko and Yumyum,Yin and Yang,Kitty Jones and Kat  Smith,Rin and Tintin
1090,"Who was the most villainous cat in the film Cats and Dogs?
",Mr. Tinkles,Mr. Tinkles,Mrs. Catamaran,Mr. Bojangles,Mrs. Gato
1091,"Who is the crime-solving cat hero of the Rita Mae Brown books?
",Mrs. Murphy,Mrs. Murphy,Old Deuteronomy,Tucker Tee,Mama Morton
1092,"Name the cat hero described in Shirley Rousseau Murphys books?
",Joe Grey,Nermal,Joe Grey,Midnight Louie,Pewter
1093,"Who is the cat detective in the Carole Nelson Douglas series set in Las Vegas?
",Midnight Louie,Lucky Louie,Tom Thumb,Mr. Letemride,Midnight Louie
1094,"Which famous cat made a guest appearance in the films Shrek 2 and Shrek 3?
",Puss in Boots,Felix the Cat,Tom the Cat,Puss in Boots,Mr. Tinkles
1095,"In which story do we meet Grizabella the Glamour Cat?
",Cats,Cats,Through the Looking Glass,The Cats Paw,The Aristocats
1096,"In which film did Pywackett appear?
","Bell, Book and Candle","Bell, Book and Candle",The Cats in the Cradle,The Golden Cat of Atlantis,Old Possums Books of Cats
1097,"What was name of the evil cat in Disneys version of Cinderella?
",Lucifer,Sneaky Pete,Satan,Old Snakeeyes,Lucifer
1098,"Name the first cartoon cat that was created for the screen.
",Felix,Felix,Puddy Tat,Rumple Teaser,Katsenjammer
1099,"Which cat is the advertising mascot for the 9Lives cat food?
",Morris,Garfield,Odie,Mermal,Morris
1100,"What was the name of the cat that belonged to Topper in Thorne Smiths fiction?
",Scallops,Brutus,Scallops,Pestilence,Alexander
1101,"Which of the following characters made their debut in Old Possums Book of Practical Cats?
",All of these,Rumpleteazer,Old Deuteronomy,All of these,The Rum Tum Tiger
1102,"This law says that if things can go wrong, they jolly well will!
",Murphys Law,Paddys Law,O Tooles Law,O Learys Law,Murphys Law
1103,"If youre a butterfingers and in your haste to get started on the daily chores you drop your breakfast toast, is it more likely to fall with butter side down?
",Yes,No,Yes,,
1104,"In every hierarchy each employee tends to rise to the level of his or her incompetence. What name do we give to this phenomenon?
",The Peter Principle,The William Principle,The Matthew Principle,The Peter Principle,The Johnson Principle
1105,"In the sophisticated industry of integrated circuits, what does Moores Law say?
",The rate of advance will continue to double approximately every 18 months.,The rate of advance will continue to double approximately every 18 months.,Progress will accelerate sharply over the next ten years and then come to a juddering halt.,Progress will continue at a steady rate indefinitely.,The rate of technological progress is bound to slow down in the not too distant future.
1106,"There is always an easy answer to every human problem - neat, plausible and wrong. What sharp and witty American writer made this observation?
",H.L. Mencken,Henry James,H.L. Mencken,Louisa May Alcott,James Fenimore Cooper
1107,"This is a ground-breaking law of linguistics first formulated in 1822. It highlights in a most intriguing way how European languages may have evolved since ancient times.
",Grimms Law,Grimms Law,Kissingers  Law,Einsteins  Law,Schwarzeneggers  Law
1108,"Work expands to fill the time available for its completion. Under what name is this law known?
",Parkinsons Law,Parkinsons Law,Atkinsons Law,Pattersons Law,Robinsons Law
1109,"Youve been working on a job for quite a while and achieved a lot. But now fatigue has set in and you find that despite your best efforts, youre no longer getting the same high level of results. This effect is neatly expressed in which law?
",The law of diminishing returns,The law of diminishing returns,The law of deteriorating returns,The law of falling returns,The law of declining returns
1110,"Political leaders all too often engage in misguided undertakings in the hope of recapturing popular support. Not infrequently this backfires and popularity ratings tumble. This is a simple example of which of the following laws?
",The law of unintended consequences,The law of divine retribution,The law of unintended consequences,The law of illogical reasoning,The law of just desserts
1111,"This is the age of most non-synthetic diamonds.
",Over three billion years,Over seven billion years,Over five billion years,Over six billion years,Over three billion years
1112,"It was the largest rough diamond ever found, weighing in at 3 106 carats.
",Cullinan,Koh-i-Nor,Malan,Cullinan,Elizabeth
1113,"A pure diamond is colorless, but extremely rare. This is the color shade that most diamonds have.
",Yellow,Gray,Yellow,Blue,Green
1114,"This is the original name of the famous Taylor - Burton diamond, sold for $1,050,000 at an auction.
",The Cartier diamond,The Excelsior Diamond,The Regent Diamond,The Cartier diamond,The Sancy Diamond
1115,"This is the name of the elongated diamond cut with pointed ends.
",Marquise,Marquise,Heart Shaped,Oval,Princess
1116,"At the 2003 MTV music awards these two stars wore diamond necklaces with their initials.
",Britney Spears and Madonna,Britney Spears and Madonna,Alicia Keys and Anastasia,Whitney Huston and Mariah Carey,Jeniffer Aniston and Brad Pitt
1117,"Gemologists use eleven grades to define clarity. This grade means there are no inclusions or surface blemishes under 10x magnification.
",FL (Flawless),IF (Internally Flawless),FL (Flawless),I1 (Imperfect – Level 1),VS1 / VS2 (Very Slightly Included)
1118,"Diamond is the birthstone of people who were born in this month.
",April,April,March,June,February
1119,"According to a belief,  women should wear diamonds on this finger.
",The middle finger of the left hand,The thumb of the right hand,The index finger of the left hand,The middle finger of the left hand,The middle finger of the right hand
1120,"When you give a diamond to someone, it represents this.
",Everlasting love,Affection,Everlasting friendship,Appreciation,Everlasting love
1121,"There are two naturally round lakes in the world. One is near Zurich, Switzerland. The other is in this U.S. state.
",Florida,Minnesota,Wisconsin,Florida,California
1122,"In the US Army, this rank is usually in charge of a battalion.
",Lt. Colonel,Brigadier General,Lt. Colonel,Captain,Major General
1123,"This is the famous quote from Rene Descartes that means I think, therefore I am.
","Cogito, ergo sum","Omnia, vincit amor",Vivere est cogitare,Vincit omnia veritas,"Cogito, ergo sum"
1124,"We all hate spam on our computers. What is the computer term for sending spam as an instant messenger message?
",Spim,Spim,Inspam,Spamage,InstaSpam
1125,"What was the name of the first computer game?
",Tennis For Two,Tetris,Myst,Tennis For Two,Pong
1126,"When the first Apollo astronauts landed on the moon they left a memento behind. What was it?
",A 33-rpm record,A U.N. flag,A hologram of the map of the world,A U.S. silver dollar,A 33-rpm record
1127,"I am suffering from poliosis. What is my problem?
",Graying of the hair,Falling of the teeth,Graying of the hair,Shortening due to cartilage deterioration,Slowing of ones life due to age
1128,"Over the years we have become accustomed to hearing the train whistle. Who invented the train whistle?
",George Washington Whistler,Thomas Jefferson,Edward Land,Thomas Alva Edison,George Washington Whistler
1129,"In 1916 young Antonio Gentile won a $5 prize for an original drawing. The drawing eventually became this.
",Mr. Peanut,The model for Picassos Lady With Guitar,The model for Paramount Studios logo,Mr. Peanut,The Coca Cola bottle
1130,"According to The Bible, how long did Jonah stay in the whale (i.e. in the leviathan)?
",3 days and 3 nights,40 days and 40 nights,0 days and 0 nights,120 years,3 days and 3 nights
1131,"Which medal depicts three naked men with their hands on each others shoulders?
",The Nobel Peace Prize,The NAMBY Award,The Horatio Alger Prize,The Clio Award,The Nobel Peace Prize
1132,"In the United States, firewood is usually sold by the cord. How big is a cord of wood?
",128 cubic feet,128 cubic feet,66 cubic feet,66 feet,128 square feet
1133,"What does a noologist study?
",The human mind,Eggs,The human womb,The human mind,Computer vocabulary
1134,"This U.S. state is home to the Boggy Bayou Mullet Festival, the Winter Strawberry Capital of the World, and The Shark Tooth Capital of the world.
",Florida,Mississippi,Louisiana,Hawaii,Florida
1135,"Which of these best describes the meaning of the word, seiche?
",Standing wave in a body of water,Alignment of three or more celestial bodies,"Horizontal mass of rock, intruded between older layers of sedimentary rock",Standing wave in a body of water,Change in the Earths magnetic field in and around the source of a tsunami
1136,"What is the next number in this sequence: 4, 6, 8, 9, 10, 12, 14, 15, 16, 18, 20?
",21,21,23,22,15
1137,"The Luddites were a social movement of English workers, who protested against industrial revolution, because they felt that their jobs were threatened.  The movement, which was named after a mythical leader began in this year.
",1811,1756,1854,1811,1798
1138,"What funds were used in the founding of the British Museum?
",National Lottery,A single bequest of Lord Henry Dinsdale,Fund raising among the nobility of Europe,Multiple Royal bequests,National Lottery
1139,"It was one of the first TV shows for children.  It featured one human and many puppets, all worked by one man, Burr Tillstrom.  What was its name ?
","Kukla, Fran and Ollie",Howdy Doody,"Kukla, Fran and Ollie",Crusader Rabbit and Rags the Tiger,Wonder-Rama
1140,"William Moggridge is commonly credited with the creation of the first true laptop computer, in this year.
",1979,1979,1984,1963,1634
1141,"This Massachusetts born musical composer wrote Sleigh Ride, Holiday for Strings, The Typewriter and Plink, Plank, Plunk.
",Leroy Anderson,John Cage,John Fiedler,Leroy Anderson,Walter Piston
1142,"Which two American cities boast statues of Popeye the Sailor?
","Crystal City, Texas and Chester, Illinois","Crystal City, Texas and Chester, Illinois","Petaluma, California and Palm City, Florida","Wiley, Texas and East St. Louis, Illinois","Eureka, California and Kingsville, Texas"
1143,"This person wrote what historians recognize as the worlds first computer program -- a method for calculating Bernoulli numbers with Charles Babbages analytical engine.
",Lord Byrons daughter,Johnny von Neumann,Benjamin Bannekker,Blaise Pascal,Lord Byrons daughter
1144,"What alloy contains copper and zinc, with a content of copper typically more than 50%?
",Brass,Rutite,Bronze,Stainless Steel,Brass
1145,"American athletes Dave DeBusschere, Gene Conley and Del Rice all have what in common?
",They played pro basketball and pro baseball,They played pro baseball and  pro football,They played pro basketball and pro football,They played pro basketball and became team owners,They played pro basketball and pro baseball
1146,"Felix Silla has been in many movies and TV shows, however, he played his most favourite role in this TV comedy show from 1964-1966.
",The Addams Family,The Addams Family,My Favorite Martian,My Mother the Car,The Munsters
1147,"This Louisville-born actor was called the busiest actor in Hollywood because he got so many roles in so many movies. His most famous roles were in Deliverance in 1972, Network  in 1976, and Superman in 1978.
",Ned Beatty,Ned Beatty,William Holden,Gene Hackman,Burt Reynolds
1148,"In 1960, a  #1 hit on the pop charts was the comedy song Please Mr. Custer, I Dont Wanna Go!. Whose song was it?
",Larry Vernes,Bill Hayes,Tommy Hartigans,B.B. Thompsons,Larry Vernes
1149,"Which one of these singers was not one of the original Supremes?
",Cindy Birdsong,Cindy Birdsong,Florence Ballard,Diana Ross,Mary Wilson
1150,"Who played the role of Tommy in the 1975 movie Tommyâ€?
",Roger Daltrey,Eric Clapton,Elton John,Roger Daltrey,Keith Moon
1151,"Who was/were the featured artist/group in Mad Dogs and Englishmen, a 1971 movie about an American music tour?
",Joe Cocker,Elton John,Joe Cocker,The Commitments,The Rolling Stones
1152,"The Orlons had a 1963 hit in which they told everyone where all the hippies meet. Where was this, according to the song?
",South Street,South Street,San Francisco,Greenwich Village,State Street
1153,"Which famous rock musician directed Born to Boogie a 1972 movie about English rock band T. Rex?
",Ringo Starr,Elton John,Mickey Finn,Marc Bolan,Ringo Starr
1154,"Which was the first song that radio personality and voice actor Casey Kasem played on his radio show Americas Top Forty?
",Mama Told Me Not to Come,Forget Him,Mama Told Me Not to Come,Mandy,Love Me Tender
1155,"What was the only Top 40 hit of musician, bandleader, and television impresario Lawrence Welk?
",Calcutta,Theme from Exodus,Telstar,Old Cape Cod,Calcutta
1156,"Which of the following groups of mammals lay eggs?
",Monotremes,Rodentia,Monotremes,Marsupials,Chiroptera
1157,"What is found in plant cells, but not in animal cells?
",Chloroplast,Mitochondria,Cytoplasm,Chloroplast,Ribosomes
1158,"James Madison was the 3rd U.S. President.
",False,True,False,,
1159,"If I mix the following ingredients together, what drink would I have? 
","2 fluid ounce vodka, 1/2 fluid ounce cointreau, 1 teaspoon fresh lime juice, 1 1/2 fluid ounces cranberry juice, 1 twist lime zest, garnish",Cosmopolitan,Moscow Mule,Long Island Ice Tea,Basil Vodka Gimlet
1160,"Who wrote the book To Kill a Mockingbird?
",Harper Lee,James Baldwin,Harper Lee,Norman Mailer,Mark Twain
1161,"The first recorded use of the word purple in the English language dates back to what year?
",AD 975,AD 1400,AD 975,AD 251,AD 1023
1162,"In the Middle Ages, the purple color was used only for royal clothing because the dye was much more expensive than gold. What was the purple dye made from?
",Mollusk,Chocolate,squid Ink,Violets,Mollusk
1163,"Purple Haze is a song by what famous musician?
",Jimi Hendrix,John Lennon,Jim Morrison,Janis Joplin,Jimi Hendrix
1164,"What famous singer encouraged his fans to come to his concerts dressed in the purple colour?
",Prince,Hilary Duff,Stephen Tyler,Pink,Prince
1165,"In what country does a widow wear purple to mourn her husbands death?
",Thailand,Thailand,Mexico,Canada,United States of America
1166,"Who wrote the book The Color Purple that was adapted into a Broadway play?
",Alice Walker,Betty Pierce,Alice Walker,C.S Lewis,Anne Rice
1167,"What famous news reporter was honored with the Purple Heart after he was killed by a Japanese sniper in 1945?
",Ernie Pyle,Ernie Pyle,Jack Harrison,Roger Vanderbilt,Mason Hall
1168,"Which of these shades of purple can be found in a box of Crayola Crayons?
",All of the Above,Vivid Violet,Royal Purple,Purple Mountains Majesty,All of the Above
1169,"Who played the role of Draco Malfoy in the Harry Potter film series?
",Tom Felton,Daniel Radcliffe,Rupert Grint,Richard Harris,Tom Felton
1170,"Who was drafted by the Houston Rockets in the first overall selection of the 1984 NBA draft?
",Hakeem Olajuwon,Michael Jordan,Hakeem Olajuwon,John Stockton,Charles Barkley
1171,"Who portrayed Gabrielle Solis in the TV series Desperate Housewives?
",Eva Longoria Parker,Eva Longoria Parker,Marcia Cross,Felicity Huffman,Teri Hatcher
1172,"Who was drafted by the Orlando Magic as the 1st overall pick in the 1992 NBA draft?
",Shaquille ONeal,Shaquille ONeal,Christian Laettner,Alonzo Mourning,Anfernee Hardaway
1173,"Who played Elizabeth Brooke McGuire in the television show, Lizzie McGuire?
",Hillary Duff,Lalaine Vergara,Hillary Duff,Hallie Todd,Ashlie Brillault
1174,"What actor starred in the movies Billy Madison, Happy Gilmore, Big Daddy, Punch-Drunk Love, Spanglish, Click, and Reign Over Me?
",Adam Sandler,Bradley Whitford,Adam Sandler,Steve Buscemi,Darren McGavin
1175,"Who portrayed Harry Potter in each film of the Harry Potter series?
",Daniel Radcliffe,Richard Harris,Tom Felton,Rupert Grint,Daniel Radcliffe
1176,"What actor is known for his comedic roles in the movies Wedding Crashers and Zoolander?
",Owen Wilson,Owen Wilson,Bradley Cooper,Christopher Walken,Vince Vaughn
1177,"Who was actress Sheree Elizabeth Zampino married to from 1992 to 1995?
",Will Smith,Will Smith,Terrell Fletcher,James Avery,Alfonso Ribeiro
1178,"Titanium melts at 1941Â° on what temperature scale?
",Kelvin,Kelvin,Newton,Fahrenheit,Celsius
1179,"How long is a fortnight?
",2 weeks,3 months,2 weeks,4 nights,100 days
1180,"Which of the following is the symbol for Plutonium on the Periodic Table of Elements?
",Pu,Pu,P,Pt,Pm
1181,"What is the name of Titanics sister ship?
",Olympic,Amerika,Frankfurt,Mesaba,Olympic
1182,"In 2006, it was confirmed that there are 9 planets in the Solar System.
",False,True,False,,
1183,"About how many feet are there in one kilometer?
",3281,1762,3281,5280,2089
1184,"How many pecks are there in a bushel?
",4,5,10,2,4
1185,"During what year did Samuel Morse come up with the idea of Morse Code?
",1838,1838,1848,1818,1828
1186,"Which French phrase can mean tastes differ?
",Chacun a son gout,Pret-a-porter,Pour encourager les autres,Chacun a son gout,Idee fixe
1187,"Dr. Mary Edwards Walker was the first American women to be awarded what?
",The Congressional Medal of Honor,The Congressional Medal of Honor,The Nobel Peace Prize,The Pulitzer Prize,The Nobel Prize in Medicine
1188,"Which is the most recent volcano formed in the Western Hemisphere ?
",Paricutin,Mayon,Paricutin,Yerupaja,Guallatiri
1189,"Plato won it twice.  Aristotle, Socrates and Alexander the Great are all said to have been keen observers of it.  Dioxippus was probably the most famous winner of it.  What does this question refer to?
",A martial art championship,A martial art championship,A literary award,A poetry contest,A debate championship
1190,"Former Emperor of Japan, Hirohito, was considered an expert in which of these subjects?
",Marine biology,Poetry,Marine biology,Astronomy,Linguistics
1191,"Who wrote the poem, In The Naked Bed, In Platos Cave
",Delmore Schwartz,Delmore Schwartz,Allen Ginsberg,Thilios Parmedes,Langston Hughes
1192,"What is an ordinal number?
",A number that shows order,A number that shows order,A number involving i,A number that shows the number of elements in a set,A number that is less than zero
1193,"It is the 1954 Cotton Bowl between Rice and Alabama.  Rices All-American running back, Dicky Moegle, is leading his team to a crushing of the Bart Starr led Alabama team.  On one run, he was stopped on his own 35 yard line, where he was tackled.  The referee blew his whistle and awarded a touchdown.  Why ?
",He was tackled by Tommy Lewis,He ran the wrong way,The referee made a mistake on a penalty,He flipped the ball to another player who scored,He was tackled by Tommy Lewis
1194,"Who lost the Battle of Marathon?
",Darius I,Xerces I,Darius I,Cyrus I,Parimedes
1195,"Historians often attribute Napoleons defeat at Waterloo to which of these reasons?
",All of these reasons,Napoleon had hemorrhoids,All of these reasons,Wellington took a big risk and it paid off,Marshall Ney had special ties to Wellington and intentionally did not turn Wellingtons right flank
1196,"In Michael Curtizs movie, Casablanca, where were the visas to Portugal hidden ?
",In Sams piano,In Ricks file cabinet,At the Airport,In Ricks white dinner jacket,In Sams piano
1197,"Which of these is a major difference between New World monkeys (Platyrrhines) and Old World Monkeys (Cercopithecidae)?
",New World Monkeys can hang by their tail,New World Monkeys can hang by their tail,Old world monkeys lack sitting pads.,Old World Monkeys have canines that can chew meat,New World monkeys can not walk on two legs
1198,"Francis Galton, half-cousin of Charles Darwin is credited with doing what, to tremendously help law enforcement agencies?
",Being the first to use fingerprint  identification,Using his knowledge of insects to tell times of death,Aiding in the capture of top British criminals,Being the first to use fingerprint  identification,Developing the earliest form of DNA testing
1199,"Why was the battle of Huai-Hai so important in world history?
",It was the last major battle between Chinese Communists and Chinese Nationalists,It was the  battle that gave control of China to the Mongols,It was the final battle that drove Japan out of China in WWII,It was the last major battle between Chinese Communists and Chinese Nationalists,It was the last major Chinese-aided attack of the Vietnam War
1200,"Towards the beginning of the new millennium, who was the oldest person elected US President?
",Reagan,Reagan,John Adams,G. Herbert Bush,William H. Taft
1201,"The famous Statue of Liberty lies between New York and New Jersey.  Another, much smaller Statue of Liberty of the same shape is located where?
",Paris,England,Paris,Canada,Union of South Africa
1202,"Which if these most accurately describes the difference between the words farther and further?
",Farther means more far and further means more to the fore.,Farther means more far and further means more to the fore.,Farther represents a greater distance than further.,There are no differences in use,Farther is used when a known direction is involved; further is in more general.
1203,"Prior to his rise to power in Spain, what was Francos job?
",He was in charge of Spains military bases in Morocco,He was an Associate Professor at Spains College for Infantry Officers,He was in charge of Spains military bases in Morocco,He was in charge of the last Cavalry division in the history of the Spanish Army,He was in charge of the Quartermaster Corps of the Spanish Army
1204,"The story of Atlantis dates all the way back to ancient Egypt. The story was first written down by the traveller Solon. But who wrote the only remaining story of the lost continent Atlantis?
",Plato,Aristotle,Plato,Christopher Columbus,Socrates
