,Questions,Correct,A,B,C,D
1191,"What was the name of the boy who teased Cindy about her lisp on the sitcom The Brady Bunch?
",Buddy Hinton,Felix Brown,George Glass,Bradley Hinkle,Buddy Hinton
1192,"On the TV show The Brady Bunch, Davy Jones from The Monkees found Marshas diary and showed up at her school to return it.
",False,False,True,,
1193,"Which one of these Brady Bunch characters did not appear as the Snow White character beside it.
",Greg-Happy,Sam the butcher-Dopey,Cindy-Grumpy,Peter-Sneezy,Greg-Happy
1194,"What did Mike Brady, one of the main characters on The Brady Bunch, buy for the family to get Bobby to walk on his sprained ankle?
",A trampoline,A trampoline,A set of pogo sticks,All of these,A swing set with a balance beam
1195,"What happened to Gregs hair on The Brady Bunch, when Bobby sold him some conditioner?
",It turned bright orange,It turned green,His skin itched for days,It fell out,It turned bright orange
1196,"In the Hawaii episodes of The Brady Bunch, Peter ends up with a black widow spider on his stomach while hes in bed.
",False,True,False,,
1197,"In Ring a Ding Ding, an episode of Sex and the City, Carrie is complaining that she never had any money but eventually realizes that she had spent how much on shoes?
","$40,000","$40,000","$5,000","$4,000","$50,000"
1198,"Samantha Jones, the sassy lady  from Sex and the City, has a passion for the struggling actor Jerry Jerrod. As she finds his name unsuitable for an acting career, she gives him a new name. What is it?
",Smith Jerrod,Smith Jones,Smith Johnson,Smith Jerrod,Jared Jones
1199,"Charlotte York, one of the main characters in Sex and the City named her dog after which celebrity?
",Elizabeth Taylor,Princess Diana,Raquel Welch,Elizabeth Taylor,Joan Collins
1200,"What name did Miranda Hobbes from Sex and the City give to her baby?
",Brady,Brady,Steve Jr.,Brandon,Brad
1201,"Miranda Hobbes is the oldest of the four ladies in the HBO series Sex and the City.
",False,False,True,,
1202,"All four ladies, Carrie, Miranda, Charlotte and Samantha, are happy and in love at the end of the HBO series Sex and the City.
",True,False,True,,
1203,"This character, portrayed by Candice Bergen, appeared in an episode of Sex and the City as Carrie Bradshaws editor in Vogue.
",Enid,Kyra,Phoebe,Margaret,Enid
1204,"In the final episode of Sex and the City, Charlotte and Harry, finally get a chance to adopt a baby, born in which country?
",China,Germany,France,China,Japan
1205,"Which season 4 episode of Buffy the Vampire Slayer was nominated for an Emmy?
",Hush,New Moon Rising,Hush,The Harsh Light Of Day,Reastless
1206,"What was the name of the musical episode of season 6 of Buffy the Vampire Slayer?
","Once More, With Feeling","Once More, With Feeling",Tabula Rasa,Hells Bells,Entropy
1207,"What creature was Oz in the TV series Buffy the Vampire Slayer?
",werewolf,vampire,demon,werewolf,evil genius
1208,"What is the name of the big bad in season 7 of Buffy the vampire Slayer?
",The First,Glory,Caleb,The First,Adam
1209,"Which character on Buffy the Vampire Slayer was played by actress Eliza Dushku?
",Faith,Faith,Buffy,Willow,Anya
1210,"Which character on Buffy the Vampire Player was originally a ball of green energy known as the Key?
",Dawn,Anya,Tara,Cordelia,Dawn
1211,"On Buffy the Vampire Slayer, Angel, played by David Boreanaz, is what kind of character?
",a vampire with a soul and Buffys ex-lover,a vampire with a soul and Buffys ex-lover,a werewolf and Willows boyfriend,the person who kills Oz,a kitten eating demon
1212,"What is the name of the stake given to Buffy by Kendra in the TV series Buffy the Vampire Slayer?
",Mr. Pointy,Woody,Mr. Pointy,Mr. stabby,Vampire killing thingy
1213,"Which of these is a nickname of the vampire character Spike, featured on Buffy the Vampire Slayer?
",William the Bloody,Railroad Spike,William the Bloody,Spike the Tormentor,Bloody Spike
1214,"What is the middle name of Buffy, the main character on Buffy the vampire Slayer?
",Anne,Abigail,Anne,Michelle,Amanda
1215,"Which band performs the theme song of Buffy the Vampire Slayer?
",Nerf Herder,Love Spit Love,Me First and the Gimme Gimmes,Nerf Herder,The Smiths
1216,"Who is the creator of the TV series Buffy the Vampire Slayer?
",Joss Whedon,Steven Spielberg,Chris Columbus,Oliver Stone,Joss Whedon
1217,"The TV series Buffy the Vampire Slayer was loosely based on a movie of the same name.
",True,True,False,,
1218,"Buffy the Vampire Slayer ran for how many seasons?
",7,9,10,14,7
1219,"In this country, all television broadcasting came to a complete halt during World War II, until programming was resumed on June 7, 1946.
",England,France,Germany,United States,England
1220,"After WW II and the Great Depression, fearing the possible outbreak of WW III, people in the US were afraid to spend their savings, thus bringing sales of television sets to a virtual halt.
",False,False,True,,
1221,"In 1954, Radio Corporation of America introduced the first all-electronic color TV set -- the CTC-100, boasting a 12-1/2 screen. What was its retail price?
","$1,000","$1,000",$250,$500,$100
1222,"In season three of TV series, Beverly Hills 90210, Brenda met in Paris this character, portrayed by actor Dean Cain.
",Rick,Rick,Steve,Stuart,Joe
1223,"This character, portrayed by Rebecca Gayheart, was Dylans wife in the TV series. Beverly Hills 90210.
",Antonia,Valerie,Antonia,Carly,Suzanne
1224,"This Beverly Hills 90210 character, portrayed by a 2005 Oscar award winner, was a single mother, who dated Steve.
",Carly,Claire,Carly,Jill,Susan
1225,"This character, played by Christine Elise, appeared on Beverly Hills 90210 as Brandons leather- wearing, motorcycle-riding girlfriend.
",Emily,Donna,Kelly,Emily,Valerie
1226,"This character, portrayed by Jamie Waters, appeared on the soap opera Beverly Hills 90210 in 1994, as Donnas abusive boyfriend.
",Ray,David,Steve,Joe,Ray
1227,"This character, portrayed by Dan Gauthier, appeared in BH 90210 as Steves drug-taking friend.
",Dick,Ray,Dick,Brandon,Scott
1228,"This character, portrayed by Matthew Perry, appeared in the earlier episodes of BH 90210, as an outstanding student and tennis star.
",Roger,Roger,Steve,Rob,Alan
1229,"This character, played by Grant Show, had a romance with Kelly in the TV series BH 90210. He later appeared on Melrose Place, which was a spin-off from Beverly Hills 90210.
",Jake,Jake,Matt,Mike,Randy
1230,"In Beverly Hills 90210, Steve met this character, played by Cary Grants daughter, on a dating game show.
",Celeste,Celeste,Claire,Julie,Carly
1231,"On the hit TV show Cheers, what was the middle name of bartender Woodrow Woody Boyd?
",Tiberius,Tiberius,Angus,Buford,Clem
1232,"When fictional character Sam Malone bought Cheers he hired as a bartender Ernie Pantusso, also known as Coach. When Ernie was a baseball player and coach, he was an expert in what?
",being hit by pitches,spitball,being hit by pitches,Infield Fake,stealing homeplate
1233,"Kelsey Grammer received three Emmy Awards for playing Frasier Crane on three different TV shows.
",True,False,True,,
1234,"Who was not one of the three original characters to appear in every episode of Cheers?
",Cliff Clavin,Carla Tortelli,Sam Malone,Norm,Cliff Clavin
1235,"Which of these was not one of Norms professions in the TV series Cheers?
",Banker,Accountant,Interior decorator,Banker,House painter
1236,"Kelsey Grammer has tied James Arness record for playing the same character for most seasons.
",True,True,False,,
1237,"In the comic strip Peanuts, Snoopy is Lucys watchdog.
",False,False,True,,
1238,"Whose brother is the popular cartoon character Charlie Brown?
",Sallys,Corrinnes,Lucys,Sallys,Kristis
1239,"One of Peanuts characters is named Pig-Pen because he smells badly and is always dirty.
",True,True,False,,
1240,"Is it true that Jim Carey took part in the writing of the Peanuts comic strips.
",No,Yes,No,,
1241,"Charles Schulz received the National Cartoonist Society Humor Comic Strip Award in 1955 for Peanuts.
",False,True,False,,
1242,"Which of these cartoon characters is one of Snoopys siblings?
",Spike,None of these,Lucy,Violet,Spike
1243,"What year was Sallys debut in the comic strip Peanuts?
",1959,1959,1976,1998,1898
1244,"Who is Linuss younger brother in the comic strip Peanuts?
",Rerun,Schroeder,Pigpen,Rerun,Charlie Brown
1245,"This  famous  TV actor  was considered a threat to John Wayne. He was supposedly taller, better looking , and more macho than The Duke.  He took the TV role and kept it for over 15 years.
",James Arness,Jack Elam,James Arness,Brett Halsey,James Taylor
1246,"William Shatner of Star Trek shared the first interracial kiss on TV.
",True,False,True,,
1247,"In 2005, Archie Bunker from the TV show All in the Family was named by Bravo the #1 television character of all time.
",True,True,False,,
1248,"What was the name of the prankster, who was one of Archie Bunkers best friends on All in the Family?
",Stretch Cunningham,Stew Cunningham,Stern Cunningham,Stretch Cunningham,Steve Cunningham
1249,"On the TV show All in the Family the Jeffersons were introduced as Archie Bunkers neighbors. What was the first name of George Jeffersons brother who appeared in a recurring role on the hit show?
",Henry,Henry,Herbert,Harold,Harvey
1250,"What was the first name of the woman with whom Archie Bunker nearly had an affair on the show All in the Family?
",Denise,Deborah,Denise,Dorothy,Dotty
1251,"What was the occupation of Archie Bunkers father according to the sitcom All in the Family?
",Railroad Conductor,A milk man,Police Officer,Mailman,Railroad Conductor
1252,"In an episode of All in the Family it was revealed that as a child Archie Bunker was abused by his father.
",True,False,True,,
1253,"What was the first name of Archie Bunkers brother on the sitcom All in the Family?
",Fred,Chuck,Billy,Fred,John
1254,"Archie Bunkers chair from the sitcom All in the Family can be seen in the American Television Hall of Fame and Museum in Hollywood, CA.
",False,True,False,,
1255,"What year did the hit television show Too Close For Comfort first hit the airwaves?
",1980,1980,1975,1982,1987
1256,"What was Henry Rushs profession on the hit television show Too Close For Comfort ?
",Cartoonist,Janitor,Photographer,Mechanic,Cartoonist
1257,"How many children did Henry and Muriel Rush have on the hit television show Too Close For Comfort?
",3,2,4,0,3
1258,"What was the name of Henrys hippie niece from Delaware who appeared on the television show 
",o Close For Comfort during the 1981-1982 season?,April,Venus,June,April
1259,"What college did Sara Rush attend on the popular show Too Close For Comfort?
",San Francisco State College,BYU,LSU,Berkley College,San Francisco State College
1260,"Who played Saras friend, Monroe Ficus in the TV series Too Close For Comfort?
",JM  J Bullock,JM  J Bullock,Paul Lynde,Steve Guttenberg,Hank Azaria
1261,"Audrey Meadows, who played Alice Kramden on The Honeymooners, was on the hit television show 
",o Close For Comfort .,True,True,False,
1262,"What was the name of the weekly newspaper that Henry Rush bought on the famous show Too Close For Comfort?
",The Marin Bugler,The Marin Bugler,LA Tribune,California Times,San Francisco Herald
1263,"The show Too Close For Comfort  was retitled The Ted Knight Show after the 1983 season.
",True,True,False,,
1264,"Who played Jackie Rush on the hit television show Too Close For Comfort?
",Deborah Van Valkenburgh,Deborah Van Valkenburgh,Johanna Fisher,Nancy Dussault,Mary Miller
1265,"Where was Robert Petrie, the main character on The Dick Van Dyke Show, born?
","Danville, ILL.","New Rochelle, N.Y.","New York, N.Y.","Danville, ILL.","Redhook, N.J."
1266,"What was Rob Petries job on The Dick Van Dyke Show, just before he was hired by Alan Brady?
",Disc Jockey,Stage Manager,Disc Jockey,Army Cook,Magazine writer
1267,"On The Dick Van Dyke Show, what is Ritchie Petries middle name?
",Rosebud,Tulip,Daisy,Rosebud,Petunia
1268,"Who was beating up Ritchie at school on The Dick Van Dyke Show?
",Prisilla Darwell,Joan Delroy,Prisilla Darwell,Paula Marshall,Valerie Blake
1269,"On The Dick Van Dyke Show, why did the Petries have a second marriage ceremony?
",Laura lied on their marriage licence,Robs mother missed the original,Laura lied on their marriage licence,They got divorced in Mexico,It was their 10 wedding anniversary
1270,"Which character on The Dick Van Dyke Show was Sallys perennial boyfriend?
",Herman Glimsher,Harrison B. Harding,Herman Glimsher,Leo Fassbinder,Bert Monker
1271,"What was Sallys cats name on The Dick Van Dyke Show?
",Mr. Henderson,Mr. Bevedere,Mr. Henderson,Mrs. Henson,Mrs. Miniver
1272,"On The Dick Van Dyke Show, what valuable item does Robs uncle leave him in his will?
",A photograph of Abraham Lincoln,An oil painting of George Washington,An autograph of Thomas Jefferson,A letter written by Benjamin Franklin,A photograph of Abraham Lincoln
1273,"What is Jerry Helpers occupation on the sitcom The Dick Van Dyke Show?
",Dentist,Photographer,Optometrist,Plumber,Dentist
1274,"The Petries from The Dick Van Dyke Show live at 148 Bonny Meadow Road.
",True,False,True,,
1275,"On The Dick Van Dyke Show, when Rob buys a painting at an auction, they discover a painting underneath the one seen at first and ruin the one on top in an attempt to restore the painting underneath. In the end the painting on the top they ruin turns out to be painted by whom?
",Frank Sinatra,Winston Churchill,Frank Sinatra,Jimmy Stewart,Tony Curtis
1276,"What is the name of the street in which Desperate Housewives takes place?
",Wisteria Lane,Wisteria Lane,Elm Street,Wisteria Road,Mystery Lane
1277,"In Desperate Housewives, what is Zach Youngs original name, given to him at birth?
",Dana,Mike,Jamie,Don,Dana
1278,"What actor plays the part of Andrew Van de Kamp in Desperate Housewives?
",Shawn Pryfrom,Shawn Pryfrom,Doug Savant,Cody Kasch,Sean Pryfron
1279,"In Desperate Housewives, what was Mikes wifes name?
",Dierdre,Diane,Angela,Susan,Dierdre
1280,"What object was used to kill Mrs. Huber in Desperate Housewives?
",blender,blender,hammer,toaster,lamp
1281,"In Desperate Housewives, how did Mary Alice die?
",suicide,overdose,murdered,naturally,suicide
1282,"What composer did the theme music for the show Desperate Housewives?
",Danny Elfman,Bon Jovi,Andrew Lloyd Webber,Danny Elfman,Mike Johnson
1283,"In Desperate Housewives season one, how many children does Lynette have?
",four,five,four,two,none
1284,"There were 25 episodes in the first season of Desperate Housewives.
",False,False,True,,
1285,"He starred in Disneys Old Yeller (1957) and played Lucas McCain in the classic television series The Rifleman.
",Chuck Conners,James Arness,Clint Eastwood,Chuck Conners,Lee Van Cleef
1286,"This ex NFL quarterback created a sensation by appearing on television commercials wearing pantyhose, and in a TV ad for Noxema Shaving Cream, he had a beautiful model lathering his face and saying Take it off...take it all off!
",Joe Namath,Joe Namath,Bart Starr,Kenny Stabler,Johnny Unitas
1287,"This famous entertainer goes by the nickname Mr. Las Vegas and is one of the very few people to be made an honorary Green Beret.
",Wayne Newton,Frank Sinatra,Elvis Presley,David Copperfield,Wayne Newton
1288,"Known as The Great One, this television legend also played Minnesota Fats in The Hustler and Sheriff Buford T. Justice in the Smokey and the Bandit movies. His grandson is actor Jason Patric.
",Jackie Gleason,Jackie Gleason,Orson Welles,Jack Benny,Milton Berle
1289,"Johnny Carson plays the part of a car salesman named Cheerful Charlie in a 1969 episode of Heres Lucy.
",False,True,False,,
1290,"This legendary beauty won Best Actress Oscars for Butterfield 8 (1960) and Whos Afraid of Virginia Woolf? (1966)
",Elizabeth Taylor,Ingrid Bergman,Elizabeth Taylor,Sophia Loren,Lauren Bacall
1291,"In high school, fictional character Al Bundy played this sport and led his team to a championship.
",Football,Baseball,Hockey,Football,Basketball
1292,"Which of the following is Al Bundys least favorite on the sitcom Married with Children?
",Having sex with his wife,Having sex with his wife,John Wayne,Football,Beer
1293,"What kind of car did TV character Al Bundy drive?
",73 Dodge Dart,73 Dodge Dart,76 Chevy Impala,75 Plymouth GTO,73 El Camino
1294,"What is the name of Al Bundys wife on the hit sitcom Married with Children?
",Peg,Pam,Gloria,Peg,Marcy
1295,"In which famous U.S. city do the Bundys reside on the TV show Married with Children?
",Chicago,New York,Los Angeles,Boston,Chicago
1296,"Which of these does fictional character Al Bundy love the most?
",Beer,Beer,His job,His family,The French
1297,"In the sitcom Leave It to Beaver, Wally dated three girls fairly regularly. Which one worked at the library?
",Laurie Ann,Mary Jane,Julie,Mary Ellen,Laurie Ann
1298,"What was Ward Cleavers occupation on the TV show Leave It to Beaver?
",None of these,School teacher,None of these,Lawyer,Paramedic
1299,"Did June Cleaver, the mother of two boys in the series Leave It to Beaver, drive a car?
",Yes,No,Yes,,
1300,"This character form the show Leave It to Beaver was Wally and Beavers favorite uncle.
",Uncle Billy,Uncle Billy,Uncle William,Uncle Jimmy,Uncle Bobby
1301,"On the show Leave It to Beaver, the boys favorite aunt lived about an hour away from the Cleavers. What was her name?
",Aunt Martha,Aunt Gladys,Aunt Mary,Aunt Edna,Aunt Martha
1302,"What was Wally and Beavers favorite meal of for dinner that June made occasionally in the series Leave It to Beaver?
",roast beef,roast beef,roasted chicken,squab,pot roast
1303,"In the TV series Leave It to Beaver, Wally took Julie Foster to which expensive restaurant?
",The White Fox,The White Horse,The White Fox,The White Rabbit,The White Tiger
1304,"In the popular sitcom Leave It to Beaver, Mary Ellens father was a teacher at the high school.
",False,True,False,,
1305,"Wally and Beaver, the two brothers on the show Leave It to Beaver, spent their train money on hot dogs and stuff and couldnt pay for the train ride home from their aunts house. Where did they tell the conductor she lived?
",In a poor house,In Belport,In a poor house,In an apartment in the city,In a nursing home
1306,"The Cleavers from Leave It to Beaver lived in what city?
",Mayfield,Mayfield,Mayberry,Mapletown,Mayport
1307,"Beaver and Wally from Leave It to Beaver baby-sat for a little girl who kept telling them she wanted to see Mary-Jane. What was Mary Jane?
",The bathroom,The park,The play-room,The bathroom,Her stuffed animal
1308,"On the show Leave It to Beaver, Beaver and Larry performed a magic trick on Benji, the little boy who lived down the street. They made Benji think they had turned Beaver into what?
",A rock,A tree,A bush,A dog,A rock
1309,"There were two old firemen in the series Leave It to Beaver that Beaver used to visit. What were their names?
",Gus and Charlie,Larry and Gus,Gus and Charlie,Gus and Joe,Gus and Bill
1310,"What did Eddie Haskel from Leave It to Beaver buy for himself with his service station credit card?
",A vest,A tire,A car battery,A sweater,A vest
1311,"On the show Leave It to Beaver, there was a haunted house in the neighborhood. What did Beaver do for the lady who lived in it?
",Walked her dog,Shoveled her snow,Walked her dog,Mowed her lawn,None of these
1312,"What were the names of Eddie Haskels parents in the series Leave It to Beaver?
",George and Alice,Archie and Betty,George and Alice,George and Eileen,George and Evelyn
1313,"One night Larry Mondello, a character from Leave It to Beaver, got sick when he stayed at Beavers house. What was the reason for this?
",He ate too many candy bars,He ate too much ice cream,He ate too many cookies,He ate too many candy bars,None of these
1314,"The show Welcome Back, Kotter ran from 1973 - 1977.
",False,False,True,,
1315,"In the TV series Welcome Back, Kotter, Sweathogs was the name given to the students in Mr. Kotters class.
",True,True,False,,
1316,"What was the name of Mr. Kotters wife on the show Welcome Back, Kotter?
",Julie,Jerri,Julie,Judy,Jenny
1317,"Marcia Strassman, the actress who played Mrs. Kotter on the show Welcome Back, Kotter was born in what city?
",New York City,New York City,Atlanta,Cincinnati,Denver
1318,"Which actor played Vinnie Barbarino in the TV series Welcome Back, Kotter?
",John Travolta,Ron Palillo,John Sylvester White,John Travolta,Robert Hegyes
1319,"On the sitcom Welcome Back, Kotter Ron Palillo played Arnold. What was Arnolds last name?
",Horshack,None of these,Hoorshak,Horshack,Horsshaft
1320,"Dustin Diamond who starred in Saved by the Bell beat Ron Palillo in a boxing match.
",True,True,False,,
1321,"What is the birth date of actor Lawrence-Hilton Jacobs who played Freddie Boom Boom Washington in the series Welcome Back, Kotter?
","September 4, 1953","September 31, 1955","September 5, 1955","September 4, 1953","September 4, 1954"
1322,"Which of these actresses played Rosalie Hotsy Totsy in Welcome Back, Kotter?
",Debralee Scott,Irene Arranga,Ellen Travolta,Helaine Lembeck,Debralee Scott
1323,"Which of these characters from Welcome Back, Kotter did Stephen Shortridge play?
",Beau De Labarre,Gabe Kotter,Beau De Labarre,Mr. Michael Woodman,Juan Luis Pedro Phillipo de Huevos Epstein
1324,"Did Florence Henderson star as the Brady mother in the The Brady Bunch sitcom?
",Yes,No,Yes,,
1325,"Robert Reed played Mitch Brady on The Brady Bunch series.
",False,False,True,,
1326,"Sherwood Schwartz played Sam Franklin on the popular American sitcom The Brady Bunch.
",False,True,False,,
1327,"The Brady Bunch TV Series ran from 1969-1974.
",True,False,True,,
1328,"Marcia Brady was played by actress Maureen McCormick on the Brady Bunch series.
",True,False,True,,
1329,"Character Jan Brady, played by Eve Plumb, only appeared in 69 episodes of the The Brady Bunch show.
",False,True,False,,
1330,"Barry Williams played the role of Peter Brady on the The Brady Bunch show.
",False,False,True,,
1331,"In The Brady Bunch, Ann B. Davis played the role of Aunt Alice Nelson, the housekeeper.
",False,False,True,,
1332,"Mike Lookinland appeared in 69 episodes of The Brady Bunch as Bobby Brady.
",True,False,True,,
1333,"The youngest Brady known as Cindy was played by Susan Olsen and she appeared in more episodes of the The Brady Bunch show than any other Brady character.
",False,True,False,,
1334,"What year did the hilarious sitcom Just Shoot Me first hit the airwaves?
",1997,2000,1989,1997,1999
1335,"What was Dennis Finchs middle name on the popular television show  Just Shoot Me?
",Quimby,Jonas,Quimby,Darren,Cornelius
1336,"The TV show Just Shoot Me focused on the staff of which fictional magazine?
",Blush,Blush,Q,Vanity Fare,Vogue
1337,"On the show Just Shoot Me, Dennis Finch, who went to Hudson River Junior College, was a member of what athletic team?
",Cheerleading,Wrestling,Football,Baseball,Cheerleading
1338,"What was the name of Jack Gallos daughter who worked for Blush magazine on the hit television show Just Shoot Me?
",Maya,May,Maya,Amanda,Amy
1339,"What was Nina Van Horns real name in the TV series Just Shoot Me?
",Claire Noodleman,Johanna Fisher,Eileen Schwartz,Kerri Strug,Claire Noodleman
1340,"Who was Mayas boyfriend on the show Just Shoot Me, who also worked for Blush magazine?
",Elliot,Harvey,John,Dennis,Elliot
1341,"Nina Van Horn, a character on the show Just Shoot Me, was a supermodel in the 70s. Who was the supermodel she said she used to live with?
",Twiggy,Janice Dickinson,Carol Alt,Twiggy,Cheryl Tiegs
1342,"In which city were the Blush magazine headquarters located on the hit show Just Shoot Me?
",New York City,San Francisco,New York City,Las Vegas,Los Angeles
1343,"What year did the famous television show Just Shoot Me leave the airwaves?
",2003,2003,1999,2005,2001
1344,"In The Fugitive Harrison Fords character killed his wife.
",False,False,True,,
1345,"The fictional A-Team did commit war crimes.
",False,False,True,,
1346,"In Primal Fear Edward Nortons character murdered the priest.
",True,False,True,,
1347,"Tim Robbins character in Shawshank Redemption killed his wife.
",False,False,True,,
1348,"In American History X, Edward Nortons character committed the felony assault he was convicted of.
",True,True,False,,
1349,"Brad Pitts character in Thelma and Louise committed fraud.
",True,False,True,,
1350,"Kevin Spacys character in The Usual Suspects did murder other gangsters.
",True,False,True,,
1351,"Wesley Snipes character in U.S. Marshals murdered U.S. Marshals.
",False,False,True,,
1352,"Kevin Spacys character in The Life of David Gale murdered his female friend and was executed for this crime.
",False,False,True,,
1353,"Gene Hackmans character in The Chamber did commit the murder that he was executed for.
",True,False,True,,
1354,"How many true sequels were there to the Frosty the Snowman Christmas special?
",2,1,3,2,0
1355,"June Foray is credited with voicing the little girl in the film Frosty the Snowman but it was another voice actress who actually did the part.
",True,True,False,,
1356,"What year did the hit television show Bosom Buddies first hit the airwaves?
",1980,1977,1981,1980,1982
1357,"What was the theme song for the classic 80s television show Bosom Buddiesâ€?
",My Life by Billy Joel,My Sharona by The Knack,Movin Out by Billy Joel,One Thing Leads To Another by The Fixx,My Life by Billy Joel
1358,"What was the name of the hotel that the guys and gals lived in on the popular 80s television show Bosom Buddies?
",Susan B. Anthony Hotel,The Haven Motel,The Westway Hotel,Susan B. Anthony Hotel,The Grand Motor Inn
1359,"Who played the role of Kip Wilson/Buffy on the popular 80s television show Bosom Buddiesâ€?
",Tom Hanks,Peter Scolari,Lyle Waggoner,Tom Hanks,William Ragsdale
1360,"Where did Kip and Henry work in the 80s television series Bosom Buddiesâ€?
",In an advertising agency,In a cosmetic company,In an advertising agency,In McDonalds,In a shoe store
1361,"Who played the role of Henry Desmond/ Hildegarde on the sitcom Bosom Buddies?
",Peter Scolari,Peter Scolari,Tom Hanks,Larry Linville,James Remar
1362,"On the show Bosom Buddies Isabelle was played by actress Telma Hopkins. Before becoming an actress, Telma Hopkins used to be in the musical group Tony Orlando And Dawn.
",True,False,True,,
1363,"What television network carried the show Bosom Buddiesâ€?
",ABC,CBS,ABC,WOR,NBC
1364,"What was the name of the company that Kip and Henry worked for on the hit television show Bosom Buddies?
",Livingston Gentry And Mishkin Advertising Agency,Livingston Gentry And Mishkin Advertising Agency,Freddie Pateks Ads Are Us,Wallace And MacQuade Shoe Store,Matt Houstons Audio Clips
1365,"What year did the television show Bosom Buddies leave the airwaves?
",1982,1986,1982,1985,1981
1366,"Which actor was originally offered the part of Sam Malone on Cheers?
",Fred Dwyer,Fred Dwyer,Patrick Duffy,Tom Seleck,Dirk Bennedict
1367,"What position did Cheers character Sam Malone play in the Major Leagues?
",Pitcher,Pitcher,Outfield,Catcher,First Base
1368,"Why did Cheers character Sam Malone have to end his baseball career?
",Alcoholism,Shoulder Injury,Drug Addiction,Alcoholism,His Age
1369,"What number did Sam Malone form Cheers wear when he played professional baseball?
",16,5,13,2,16
1370,"In what year was Cheers character Sam Malone born?
",1948,1949,1950,1948,1951
1371,"According to a Sports Illustrated article on Sam Malone, what was the number of strikeouts he got in his fictional baseball career?
",40,150,59,98,40
1372,"In the Disney film Lilo  Stitch, Stitch is the name of experiment 626.
",True,False,True,,
1373,"Which statement about Lilo, one of the main characters in Lilo  Stitch is true?
",She adopted Stitch even though Nani didnt like him.,She took a dog as a pet.,She took a ghost of 626.,She adopted Stitch even though Nani didnt like him.,She picked a dog first and then traded him for Stitch.
1374,"Stitch from the film Lilo  Stitch couldnt swim.
",True,False,True,,
1375,"In the film Lilo  Stitch, did Lilos parents pass away?
",Yes,Yes,No,,
1376,"Where did Lilo find Stitch in the animated movie Lilo  Stitch?
",at the pound.,at the pound.,under a truck,in a gutter.,at the zoo.
1377,"Pleakley from Lilo  Stitch dresses in womens clothing.
",True,False,True,,
1378,"In Lilo and Stitch, Lilo attends Hula school.
",True,True,False,,
1379,"The TV series The Wonder Years, created by Carol Black and Neal Marlens, focuses on which fictional family?
",The Arnolds,The Arnolds,The Slaters,The Johnsons,The Kantwells
1380,"In the TV series The Wonder Years, Kevins siblings are called Carol and Wayne.
",False,False,True,,
1381,"Where did Kevin and his girlfriend kiss for the first time in the pilot episode of The Wonder Years?
",in Harpers Woods,in Wonder Woods,in Johnsons Woods,in Hanson Woods,in Harpers Woods
1382,"The actresses who played Winnie Cooper and Becky Slater in the TV series, The Wonder Years are sisters in real life.
",True,False,True,,
1383,"The cover version of which song by the Beatles was featured as a theme tune on TVs, The Wonder Years?
",With a Little Help from My Friends,None of these,Yesterday,Imagine,With a Little Help from My Friends
1384,"In the TV dramedy The Wonder Years, Winnie Coopers brother was killed in Vietnam.
",True,False,True,,
1385,"This The Wonder Years character, portrayed by Josh Saviano, is Kevins lifelong best friend.
",Paul,Brian,Brad,Eric,Paul
1386,"What is the name of the junior high school teacher, with whom Kevin is infatuated?
",Miss White,Miss Brown,Miss White,Miss Green,Miss Black
1387,"What was Fran selling door-to-door on the TV show The Nanny when she first met the Sheffield family?
",Cosmetics,Encyclopedias,Girl scout cookies,Aluminum siding,Cosmetics
1388,"Who is Frans best friend on the sitcom The Nanny?
",Val,Monica,Val,Sylvia,Buffy
1389,"On the TV show The Nanny, Maxwell Sheffield is a music video producer.
",False,False,True,,
1390,"What is the name of Frans food-loving mother in the TV series The Nanny?
",Sylvia Fine,Sylvia Fine,Kitty Montgomery,Joyce Summers,Frida Fine
1391,"On the popular sitcom The Nanny, Fran and Maxwell got married in Niagara Falls.
",False,True,False,,
1392,"Which actress portrays Maxwells youngest daughter, Grace in the TV series The Nanny?
",Madeline Zima,Gretchen Wilson,Amber Benson,Nicolle Tom,Madeline Zima
1393,"What is the name of C.C. Babcocks dog on the popular TV show The Nanny?
",Chester,Chester,Princess,Spike,Harry
1394,"Did Barbra Streisand sing at Fran and Maxwells wedding on The Nanny?
",No,Yes,No,,
1395,"On the sitcom The Nanny, what is the name of Frans ex-fiance?
",Danny,Danny,Stewart,Ira,Michael
1396,"Nicolle Tom, who played Margaret (Maggie) Sheffield on The Nanny stared on ER as an intern for one season.
",False,False,True,,
1397,"Which sitcom stars Fran Drescher as a divorced mother, whose boyfriend is slightly older than her two children?
",Living with Fran,The Fran Drescher Show,Living with Fran,Fran and Company,Shacking Up
1398,"In this show, the bat Igor lived with his owner, Grandpa, and the rest of the family at 1313 Mocking Bird Lane.
",The Munsters,The Munsters,Eight is Enough,The Addams Family,The Brady Bunch
1399,"On Star Trek: The Next Generation, Lieutenant Commander Data has a pet cat named Speck 1987-1994.
",False,False,True,,
1400,"Salem, a warlock, sentenced to live as a black cat, was featured on which TV show?
","Sabrina, the Teenage Witch",Bewitched,"Sabrina, the Teenage Witch",Charmed,Buffy the Vampire Slayer
1401,"Which city was Trappers hometown according to the M*A*S*H series?
",Boston,Atlanta,Chicago,Philadelphia,Boston
1402,"According to the M*A*S*H series, Trapper John went to want famous University where he played football?
",Dartmouth,Stanford,Yale,Harvard,Dartmouth
