,Questions,Correct,A,B,C,D
244,"Pity this busy monster mankind not...
",e.e. cummings,Sharon Olds,Rita Dove,Marianne Moore,e.e. cummings
245,"I spit upon this dreadful bankers grave
",o shot his heart out in a Florida dawn,ho alas alas,"en will indifference come, I moan  rave", like to scrabble till I got right down,ay down under the grass
246,"I saw a man pursuing the horizon;
",ound and round they sped., was disturbed at this;, accosted the man.,"t is futile, I said.",ou can never â€”
247,"I have gone out, a possessed witch, 
","unting the black air, braver at night; ","eaming evil, I have done my hitch ","er the plain houses, light by light: ","nely thing, twelve-fingered, out of mind. ","woman like that is not a woman, quite. "
248,"I was ten when they buried you.
", twenty I tried to die,"d get back, back, back to you.",thought even the bones would do.,,
249," they pulled me out of the sack,
",d they stuck me together with glue.,d then I knew what to do.,"made a model of you,",man in black with a Meinkampf look,Sylvia Plath
250,"Which of these novels is not part of the Forsyte Saga, written by English novelist John Galsworthy?
",Money,To Let,In Chancery,The Man of Property,Money
251,"This massive novel, consisting of 18 chapters, chronicles the events of one single day in the life of the protagonist Leopold Bloom.
",Ulysses,Ulysses,Finnegans Wake,Dubliners,A Portrait of the Artist as a Young man
252,"Which of these influential 20th century authors was not Irish-born?
",William Golding,William Golding,James Joyce,William Butler Yeats,George Bernard Shaw
253,"In 1989, the author of this book and all those involved in its publication were sentenced to death by the Supreme Leader of Iran.
",The Satanic Verses,Songs of Enchantment,Lady Chatterleys Lover,The Gate at the End of the World,The Satanic Verses
254,"Which of these English authors was a member of the Bloomsbury group, a literary circle that rejected the Victorian taboos on religious, artistic, social, and sexual matters?
",Virginia Woolf,D. H. Lawrence,George Orwell,Virginia Woolf,John Fowles
255,"Which allegorical novel by William Golding features a group of boys stranded on a desert island?
",Lord of the Flies,Fire Down Below,Rites of Passage,Lord of the Flies,Darkness Visible
256,"What do George Bernard Shaw, William Butler Yeats, Rudyard Kipling and William Golding have in common?
",All of them received the Nobel Prize in Literature.,They were all born in Ireland.,They were members of The Fabian Society - a British socialist intellectual movement.,All of them served in WWI.,All of them received the Nobel Prize in Literature.
257,"Which playwright received the 1938 Academy Award for Writing Adapted Screenplay?
",George Bernard Shaw,John Boyd,George Bernard Shaw,Harold Pinter,John Osborne
258,"What name was applied to the group of British playwrights and novelists from the 1950s, which included John Osborne, John Braine, and Alan Sillitoe?
",The Angry Young Men,The Rebels,The Conformists,The Disappointed Young Men,The Angry Young Men
259,"This novel focuses on Winston Smith and his attempt to rebel against the totalitarian state in which he lives.
",Nineteen Eighty-Four,The Invisible Man,Nineteen Eighty-Four,The War of the Worlds,Animal Farm
260,"Into what creature did Mad Eye Moody turn Draco Malfoy in Harry Potter and the Goblet of Fire?
",A ferret,A rat,A ferret,A toad,A mouse
261,"Draco Malfoy is a member of this fictional house at Hogwarts which values pure blood heritage.
",Slytherin,Ravenclaw,Slytherin,Gryffindor,Hufflepuff
262,"Draco Malfoy is killed by Harry Potter in the last book of the series, Harry Potter and the Deathly Hallows.
",False,True,False,,
263,"In which book of the Harry Potter series is Draco Malfoy made Prefect of his house?
",Order of the Phoenix,Prisoner of Azkaban,Order of the Phoenix,Goblet of Fire,Half-Blood Prince
264,"In the book Harry Potter and the Prisoner of Azkaban, Draco Malfoy was attacked by this kind of creature while in his Care for Magical Creatures class?
",Hippogryph,Werewolf,Blast-Ended Skrewt,Centaur,Hippogryph
265,"Draco Malfoy became the master of the Elder Wand which was Dumbledores beloved wand.
",True,True,False,,
266,"Ralph, Piggy, Jack Merridew, Simon, Ron are characters in this novel.
",The Lord of the Flies,"Lawdy, Lawdy, Miss Claudie",The Lord of the Flies,The Lord of the Ring,Lord Jim
267,"Humbert Humbert, Valeria and Charlotte Haze are characters from this literary work.
",Lolita,The Day of the Triffids,Lolita,All the Kings Men,Naked Lunch
268,"Paul Sheldon and Annie Wilkes are characters in this novel.
",Misery,Day for Night,Cujo,The Long Green Mile,Misery
269,"What novels includes characters named Sethe, Liz Granacher, Paul D. McKnight, Charlie McKnight?
",Beloved,Beloved,Satanic Verses,The Color Purple,A Passage to India
270,"Willie Stark, Anne Stanton, Judge Montague Irving are characters from this novel.
",All the Kings Men,All the Kings Men,Lady Lovelace,The Sun Also Rises,The Grapes of Wrath
271,"Ari, Dov, Kitty Fremont, Akiva, Bruce Sutherland are characters in this novel.
",Exodus,The Glory,Ben-Hur,The Promise,Exodus
272,"This novel focuses on the lives of Jake Barnes, Brett Ashley, Robert Cohn, Pedro Romero, Bill Gorton, Michael Campbell.
",The Sun Also Rises,Ragtime,The Sun Also Rises,The Dog Soldiers,Day of the Locust
273,"Which book includes the characters John Converse, Ray Hicks, Marge Converse?
",Dog Soldiers,Dog Soldiers,Day of the Locust,The Hearth,Day In Day Out
274,"What Southern novel centers on the lives of these characters: Jason, Quentin, Candice Compson, Dilsey Gibson?
",The Sound and the Fury,Way of the  West,The Sound and the Fury,Dog Soldiers,Day of the Locust
275,"John Singer, Mick Kelly, Biff Brannon, Jack Blount, Dr. Copeland are characters described in this literary work.
",The Heart is a Lonely Hunter,Giant,Strangers on a Train,Butterflies are Free,The Heart is a Lonely Hunter
276,"What novel by Erich Maria Remarque was banned in Nazi Germany for insulting the Wehrmacht?
",All Quiet on the Western Front,The Night in Lisbon,Heaven Has No Favorites,The Black Obelisk,All Quiet on the Western Front
277,"Name the author of Animal Farm, an anti-Stalinist novella, which was confiscated in Germany by Allied troops.
",George Orwell,William Faulkner,Erich Maria Remarque,George Orwell,Boris Pasternak
278,"What novel by Vladimir Nabokov was banned for obscenity in England, Argentina, New Zealand and South Africa?
",Lolita,Lolita,Lips to Lips,Fanny Hill or Memoirs of a Woman of Pleasure,Terra Incognita
279,"This book, published in 1988, was banned in Bangladesh, India, Singapore and Iran for blasphemous references and its author Salman Rushdie was condemned to death by former Iranian supreme leader Ayatollah Ruhollah Khomeini.
",The Satanic Verses,Midnights Children,The Satanic Verses,Shame,"East, West"
280,"Who is the author of the book My Struggle (Mein Kampf) which was banned due to anti-Nazi laws?
",Adolph Hitler,Hermann Esser,Joseph Goebbels,Adolph Hitler,Benito Mussolini
281,"Which of these books by Henry Miller was banned in the US in the 1930s due to sexually explicit content?
",All of these,Black Spring,All of these,Tropic of Cancer,Tropic of Capricorn
282,"This novel, which follows the adventures of junkie William Lee, was banned by Boston courts in 1962.
",Naked Lunch,Naked Lunch,The Cat Inside,Interzone,On the Road
283,"What classic satirical novel by Jonathan Swift was banned in Ireland for being wicked and obscene?
",Gullivers Travels,A Journal to Stella,A Modest Proposal,Gullivers Travels,Robinson Crusoe
284,"What Pulitzer Prize-winning novel, set during the Great Depression, was banned in some US States for vulgar language?
",The Grapes of Wrath,The Call of the Wild,The Grapes of Wrath,As I Lay Dying,The Sound and the Fury
285,"What 2003 best-selling novel by Dan Brown was denounced by Roman Catholics for being anti-Christian?
",The Da Vinci Code,Foucaults Pendulum,The Solomon Key,Digital Fortress,The Da Vinci Code
286,"What novel opens with this sentence: I was born in the year 1632 in the city of York, of a good  family thou not of that country, my father being from Bremen, who settled first at Hill.?
",Robinson Crusoe,A Tale of Two Cities,Kidnapped,The Count of Monte Cristo,Robinson Crusoe
287,"Last night I dreamt I went to Manderley again is the first sentence of this literary work.
",Rebecca,Wuthering Heights,Emma,Jane Eyre,Rebecca
288,"What novel opens with this line: It was a cold day in April and the clock was striking thirteen.?
",1984,Brave New World,A Clockwork Orange,The Time Machine,1984
289,"This novel opens with the following sentence: You may rejoice to hear that a disaster has accompanied the commencement of an enterprise which you have regarded with such evil foreboding..
",Frankenstein,Fahrenheit  451,Dracula,The Time Machine,Frankenstein
290,"To begin at the beginning: It is spring, moonless night in the small town is the opening of this literary work.
",Under Milk Wood,Of Mice and Men,Under Milk Wood,The Road Not Taken,The Inferno
291,"You better not tell nobody  but God is the beginning of this novel.
",The Color Purple,Gone with the Wind,The Da Vinci Code,The Color Purple,To Kill a Mockingbird
292,"This novel opens with the question Who is John Galt?.
",Atlas Shrugged,The Bridges of Madison County,Atlas Shrugged,The Metamorphosis,The Da Vinci Code
293,"All this happened, more or less is the first sentence of this book.
",Slaughterhouse  Five,Stalag 17,Slaughterhouse  Five,Little Big Man,The Devils Advocate
294,"Mother died today is the opening of this novel.
",The Stranger,Mother Courage and Her Children,Animal Farm,The Stranger,No Exit
295,"Which literary work opens with this line: To be born again, sang Gibreel Farishta tumbling from the heavens, first you have to die.?
",Satanic Verses,The Arabian Nights,The Metamorphosis,Satanic Verses,The  1001 Arabian Nights
296,"Finish this quote by Oscar Wilde: Education is an admirable thing ........................
",but it is well to remember from time to time that nothing that is worth knowing can be taught,but it is well to remember that it is useless,but it is well to remember from time to time that nothing that is worth knowing can be taught,but it is well to remember that it is not for the faint of heart,but it is well to remember that it requires much energy
297,"A speaker who had a huge opinion of himself gave a long and boring speech after dinner. And then made the mistake of turning to Oscar Wilde, and asking him, How would you have delivered that speech? . What was Oscar Wildes reply?
",Under an assumed name,In a dress,Parcel post,Under an assumed name,I wouldnt have
298,"Finish this statement made by Oscar Wilde: America is the only country that went from barbarism to decadence without .............................
",civilization in between,shame,missing a stride,civilization in between,looking back
299,"Finish this witty remark made by playwright Oscar Wilde: We are all in the gutter, but some of us ............
",are looking at the stars,make the best of it,are looking at the stars,are gutter rats,claw our way out
300,"How does this Oscar Wilde quote end: My wallpaper and I are fighting a duel to the death. ................................ ?
",One or other of us has got to go,I will shred it off the walls if I have to,One or other of us has got to go,I have counted every flower twice,One or the other will win the battle
301,"Finish this quote by Oscar Wilde: Anyone who lives within their means suffers from ...................................
",a lack of imagination,a lack of friends with money,a lack of debtors,a lack of imagination,a lack of wealthy family members
302,"Finish this line from Oscar Wildes play The Importance of Being Earnest: To lose one parent, Mr Worthing, may be regarded as a misfortune; to lose both ................................
",looks like carelessness,is fortunate,is foolish,looks like abandonment,looks like carelessness
303,"Complete this Oscar Wilde quote: We have really everything in common with America nowadays except, of course ..........................
",language,language,class,the meaning of chips,they are barbarians
304,"Complete this quote by Oscar Wilde: But what is the difference between literature and journalism?........................................
",Journalism is unreadable and literature is not read. That is all.,Literature is art and journalism is rubbish. That is all.,Journalism is unreadable and literature is not read. That is all.,Journalism is an account of facts and literature is fiction. That is all.,Literature is the only thing worth reading. That is all.
305,"Complete this remark made by Irish author Oscar Wilde: There are only two kinds of people who are really fascinating ..................
","people who know absolutely everything, and people who know absolutely nothing.","people who owe you money, and people you avoid","people who know absolutely everything, and people who know absolutely nothing.","people with a thirst for knowledge, and idiots","people who care, and people who dont give a damn"
306,"The protagonist of this Shakespearean tragedy is a Moor in the service of the Republic of Venice.
",Othello,King Lear,Macbeth,Othello,Hamlet
307,"This tragedy, often referred to as The Scottish Play, opens with the appearance of three witches amid thunder and lightning.
",Macbeth,Anthony and Cleopatra,The Tempest,Macbeth,King Lear
308,"What Shakespeare play opens with a street brawl in Verona between the servants of two feuding noble families?
",Romeo and Juliet,The Taming of the Shrew,The Two Gentlemen of Verona,Romeo and Juliet,The Two Noble Kinsmen
309,"This history play by Shakespeare, focusing on a kings Machiavellian rise to power and subsequent reign of terror, contains the following exchange:
", beast so fierce but knows some touch of pity. ,"t I know none, and therefore am no beast.",Richard III,King John,Julius Caesar
310,"What Shakespearean tragedy, set in Denmark, explores the themes of treachery and revenge?
",Hamlet,Hamlet,Winters Tale,Romeo and Juliet,Othello
311,"This comedy by Shakespeare, characterized by a lot of mix-ups and witty dialogue, involves two sets of identical twins.
",The Comedy of Errors,As You Like It,Taming of the Shrew,The Comedy of Errors,The Merchant of Venice
312,"One of the major themes of this romantic comedy, incorporating mythological elements, is summed up in Lysanders comment, â€œThe course of true love never did run smoothâ€.
",A Midsummer Nights Dream,The Tempest,Twelfth Night,Much Ado About Nothing,A Midsummer Nights Dream
313,"Shakespeares history play Henry V depicts events occurring immediately before and after the Battle of Agincourt. During which war was this battle fought?
",the Hundred Years War,the Austro-Hungarian War,the Prussian War,the Hundred Years War,the War of the Rough Wooing
314,"This pastoral comedy contains one of Shakespeares most quoted monologues, which opens with the lines, All the worlds a stage,
",d all the men and women merely players.,As You Like It,The Winters Tale,A Midsummer Nights Dream,As You Like It
315,"What Shakespearean play features a character who possesses magical powers?
",The Tempest,Hamlet,The Tempest,Othello,Richard III
316,"In the novel Pride and Prejudice, how many daughters do Mr. and Mrs. Bennet have?
",five,four,five,six,three
317,"Who does Lydia run away with in Jane Austins book Pride and Prejudice?
",Wickham,Bingley,Wickham,Darcy,Forster
318,"How many marriage proposals does Elizabeth receive in the book Pride and Prejudice?
",3,1,4,3,2
319,"Which of these characters from the novel Pride and Prejudice is Elizabeth Bennets neighbour and friend?
",Charlotte Lucas,Mrs. Hurst,Miss Bingley,Mrs. Gardner,Charlotte Lucas
320,"Which sister has an uncontrollable cough in the beginning of the novel Pride and Prejudice?
",Katherine,Lydia,Elizabeth,Mary,Katherine
321,"Which Bennet sister loves to exhibit her talent at parties according to the novel Pride and Prejudice?
",Mary,Katherine,Lydia,Jane,Mary
322,"Which of these professions has Mr. Wickham not tried in the book Pride and Prejudice?
",Groundskeeper,Law,Clergy,Military,Groundskeeper
323,"In the book Pride and Prejudice, Mr. Wickham has his wife write a letter to Elizabeth asking for money.
",True,False,True,,
324,"What is the real name of the American author and humorist whose nickname was a common riverboat phrase, meaning the water is two fathoms?
",Samuel Clemens,Theodore Geisel,Eric Blair,Samuel Clemens,William Porter
325,"What was the pen name of Eric Blair, the author of the novel Animal Farm, which satirizes totalitarian government and human stupidity?
",George Orwell,Lewis Carroll,George Orwell,Daniel Defoe,O. Henry
326,"This Polish-born novelist, whose surname was Korzeniowski, wrote the influential work Heart of Darkness that inspired the movie Apocalypse Now.
",Joseph Conrad,George Eliot,George Orwell,Ayn Rand,Joseph Conrad
327,"Which of these is not the pen name of a female author?
",Saki,George Sand,Saki,Carson McCullers,George Eliot
328,"What prominent Victorian author began his career writing humorous sketches for The Morning Chronicle, using the pen-name Boz?
",Charles Dickens,D. H. Lawrence,Charles Dickens,Thomas Hardy,Oscar Wilde
329,"How were the authors, writing under the pen names Ellis Bell, Acton Bell and Currer Bell, related?
",They were sisters.,They were sisters.,It was the same person.,They were brothers.,They were not related.
330,"Which of these is both the name of a fictional character and a pseudonym used by two co-writers of detective fiction?
",Ellery Queen,Mary Westmacott,Jack Higgins,Ellery Queen,Rosamund Smith
331,"Which of the following is one of the six novels by Agatha Christie, written under the pen name Mary Westmacott?
",Absent in the Spring,Murder on the Orient Express,The Body in the Library,Absent in the Spring,Death on the Nile
332,"What is the pen name of the Russian-born American novelist known for her best-selling novels The Fountainhead and Atlas Shrugged?
",Ayn Rand,Ayn Rand,Edith Van Dyne,Pearl S Buck,Silence Dogood
333,"Which of these is a pseudonym used by Theodor Geisel, the iconic American author of over 60 childrens books including Green Eggs and Ham and The Cat in the Hat?
",All of these,All of these,Rosetta Stone,Theo. LeSieg,Dr. Seuss
334,"Finish this popular thought by Mark Twain: Compliments embarass me - I always feel that they...
",havent said enough.,make me feel old and too revered.,praise me insincerely.,havent said enough.,give me too much credit for things other people have done.
335,"Which is the correct ending of this quotation by Mark Twain: A classic is something everybody wants to have read and...?
",nobody wants to read.,everybody easily understands.,nobody wants to read.,nobody has ever willingly read.,everybody should have already read.
336,"FInish the popular quote by Mark Twain: ...each place has its advantages - heaven for climate and hell for...
",society.,seeing ones enemies.,punishment.,pleasure.,society.
337,"What is the correct answer to the following question according to writer an humorist Mark Twain: Whatâ€™s the difference between a taxidermist and a tax collector?
",The taxidemist only takes your skin.,The taxidemist only takes your skin.,The tax collector is an elected official.,There is no difference. They both skin you.,The tax collector has no warm blood.
338,"Finish this humors remark by Mark Twain: The report of my death was...
",an exaggeration.,an exaggeration.,based on rumor and hearsay.,a bit premature.,only wishful thinking.
339,"What is the correct ending of the following quote by Mark Twain: Always obey your parents - especially when...?
",they are present.,they are in striking distance.,they are still alive.,they are present.,they are younger than you.
340,"Finish this popular thought by humorist and author Mark Twain:Always do right. This will gratify some people and...
",astonish the rest.,be an example to others.,get you into heaven.,shock the world.,astonish the rest.
341,"How does this thought by Mark Twain end: Man is the only religious animal. He is the only animal that has the True Religion--?
",several of them.,several of them.,a guilty conscience.,money.,and endlessly betrays it.
342,"What is the correct ending of the following thought by Mark Twain: Everybody talks about the weather, but...?
",no one does anything about it.,thats all they do...talk.,no one understands it.,the weather doesnt really care.,no one does anything about it.
343,"How does this thought by Mark Twain end: To be good is noble; but to show others how to be good is nobler and...?
",is no trouble.,is no trouble.,saintly.,practically impossible.,more rewarding.
344,"Agatha Christie wrote romances under the name Mary Westmacott.
",True,True,False,,
345,"Agatha Christie has been called by the Guinness Book of World Records the 2nd best-selling author of all time.
",True,False,True,,
346,"Three authors were said to have influenced Agatha Christie. Which of these is not one of them?
",Henry Wadsworth Longfellow,Anna Katherine Green,Henry Wadsworth Longfellow,Sir Arthur Conan Doyle,Edgar Allen Poe
347,"In 1979, this actress played the part of Agatha Christie in the film Agatha.
",Vanessa Redgrave,Caroline Sullivan,Vanessa Redgrave,Lynn Redgrave,Katherine Hepburn
348,"Agatha Christie died in 1985 at the age of 76.
",False,False,True,,
349,"What was the occupation of Agatha Christies second husband?
",archaeologist,naval engineer,archaeologist,playwright,physician
350,"Which detective novel by Agatha Christie introduced Miss Marple to readers?
",The Murder at the Vicarage,The Murder at the Vicarage,Death On The Nile,Murder on The Orient Express,And Then There Were None
351,"Agatha Christie met her second husband at a theatre entrance in London, England.
",False,True,False,,
352,"Agatha Christies birth name was Mary Katherine Francis.
",False,False,True,,
353,"What romantic period author created the Byronic hero, Heathcliff?
",Emily Bronte,Lord Byron,Emily Bronte,Charlotte Bronte,Victor Hugo
354,"Who wrote the play, The Jew of Malta?
",Marlowe,Shakespeare,Marlowe,Gardner,Jonson
355,"Name the Faulknerian character from As I Lay Dying who states the following: My mother is a fish.
",Vardaman,Darl,Jewel,Anse,Vardaman
356,"Kurt Vonnegut created the character Billy Pilgrim in his novel Breakfast of Champions.
",False,True,False,,
357,"Which modern author created the character Ari Ben Canaan?
",Leon Uris,Saul Bellow,Albert Camus,Leon Uris,Chaim Potok
358,"Which Shakespearean tragic hero had a run in with cannibals?
",Othello,Othello,Julius Caesar,Pericles,Hamlet
359,"Which Faulknerian character confuses his mother with a horse?
",Jewel,Cash,Darl,Vardaman,Jewel
360,"Which of these is an innocent and ignorant protagonist created by Dostoevsky?
",Mischkin,Forrest Gump,Mischkin,Boo Radley,Lenny
361,"Which philosopher-writer created a character who later renames himself to Prometheus?
",Ayn Rand,Nietzche,Ayn Rand,Albert Camus,Voltaire
362,"In which of William Shakespeares tragedies does a minor character disappear in Act III with no explanation given?
",King Lear,King Lear,Macbeth,Othello,Hamlet
363,"Which author created a series about a teenager who discovers he is a wizard and goes to Hogwarts School of Witchcraft and Wizardry?
",J. K. Rowling,J. K. Rowling,James Patterson,Jules Verne,J. R. R. Tolkien
364,"Which of the following movies is a remake of a 1954 Japanese movie?
",The Magnificent Seven,The Seventh Sign,Se7en,The Magnificent Seven,Seven Sinners
365,"Which of these is not one of the seven dwarfs in Snow White and the Seven Dwarfs, the first American animated feature film?
",Sleazy,Dopey,Doc,Sleazy,Happy
366,"The author of the autobiographical account Seven Pillars of Wisdom is popularly known by this name.
",Lawrence of Arabia,Lawrence of Arabia,Robin of Loksley,J. R. Tolkien,Dalai Lama
367,"The movie The Seven Year Itch contains the iconic scene, in which Marilyn Monroe has her dress blown up by a passing train. What line does she deliver when this happens?
",Isnt it delicious?,Isnt it too windy?,Isnt this sweet?,Isnt it fantastic?,Isnt it delicious?
368,"What book in the popular Harry Potter series contains a chapter titled The Seven Potters?
",Harry Potter and the Deathly Hallows,Harry Potter and the Deathly Hallows,Harry Potter and the Order of the Phoenix,Harry Potter and the Half-Blood Prince,Harry Potter and the Chamber of Secrets
369,"Jean-Jacques Annauds movie Seven Years in Tibet is based on the experiences of Austrian mountaineer Heinrich Harrer, who befriends the Tibetan spiritual leader, known as the Dalai Lama. The word lama is generally translated as guro or teacher. What does the word dalai mean in Mongolian?
",ocean,ocean,mighty,wise,spirit
370,"This 1990s song, which is supposed to describe apocalyptic events, ends with the line one day all 7 will die.
",7,7,7 Shades of Black,Seventh Heaven,Love Is the Seventh Wave
371,"In the crime thriller Se7en, that deals with a series of murders inspired by the seven deadly sins, Joe Doe, the murderer, admits that he, himself, is guilty of this sin.
",envy,wrath,none of these,envy,pride
372,"What bands 7th studio album was titled Seventh Son of a Seventh Son?
",Iron Maiden,The Rolling Stones,Judas Priest,Iron Maiden,Led Zeppelin
373,"In the Seinfeld episode The Seven, this character revealed that he wanted to name his first child Seven.
",George Costanza,George Costanza,George Steinbrenner,Jerry Seinfeld,Cosmo Kramer
374,"Fannie Flag wrote this 1991 Academy Award-nominated movie, starring Kathy Bates and Jessica Tandy, which was based on her best selling-novel written 4 years earlier.
",Fried Green Tomatoes,Misery,Scent of a Woman,Driving Miss Daisy,Fried Green Tomatoes
375,"Based on a Pulitzer prize winning novel by Michael Cunningham this 2002 movie featured Nicole Kidman and Julianne Moore.
",The Hours,Home at the End of the World,The Others,The Hours,Mrs Dalloway
376,"This film directed by Taylor Hackford was based on a novel by Andrew Neiderman and featured Keanu Reeves and Charlize Theron.
",The Devils Advocate,The Devils Advocate,Sweet November,Monster,The Long Walk Home
377,"This 1999 film, based on the novel The Positronic Man, was co-written by Isaac Asimov and Robert Silverberg and starred Robin Williams. It was nominated for Academy award for best make-up.
",Bicentennial Man,S1m0ne,Bicentennial Man,A.I.: Artificial Intelligence,"I, Robot"
378,"This remake of a Dino Risi film from 1974 was based on the Italian novel Il buio e il miele (Darkness and Honey) by Giovanni Arpino, starred Al Pacino and was nominated for four Academy awards, winning one of them.
",Scent of a Woman,The Godfather: Part III,Carlitos Way,Scent of a Woman,The Devils Advocate
379,"This 1994 film, nominated for four Academy Awards and directed and produced by Robert Redford was based on Richard Goodwins book Remembering America: A Voice From the Sixties.
",Quiz Show,Promised Land,Quiz Show,Ordinary People,Accelerating America
380,"The biography of Nobel prize winning economist and mathematician John Nash, written by Sylvia Nasar, inspired this 2001 movie directed by Ron Howard, which was nominated for 8 Academy awards and won four of them.
",Beautiful Mind,Higher Learning,Beautiful Mind,The Missing,Cinderella Man
381,"This 1990 film featuring Harrison Ford and Brian Dennehy was an adaptation of the Scott Turows novel of the same name about of a prosecutor charged with the murder of his female colleague.
",Presumed Innocent,Presumed Innocent,The Burden of Proof,The Pelican Brief,The Fugitive
382,"Based on a 1983 book by Dick King-Smith, this 1995 Australian film directed by Chris Noonan was nominated for seven Academy Awards.
",Babe,Shine,Sophie,Crocodile Dundee,Babe
383,"This 1997 science fiction movie directed by Robert Zemeckis was adapted from Carl Sagans novel of the same title.
",Contact,Cosmos,Back to the Future,Contact,A.I.: Artificial Intelligence
384,"This authors Pulitzer Prize-winning novel American Pastoral and his 1969 bestseller Portnoys Complaint were both included in Time magazines 100 Best Novels list.
",Philip Roth,Philip Roth,Jack Kerouac,John Fowles,Joseph Heller
385,"This novel by Theodore Dreiser, included in Time magazines 100 Best Novels list, tells the story of a young man, Clyde Griffiths and deals with subjects such as religion, abortion and capital punishment.
",An American Tragedy,The Stoic,An American Tragedy,Death Comes for the Archbishop,Midnights Children
386,"This Pulitzer Prize-winning novel, set in the fictional tired old town of Maycomb, Alabama, is narrated by six-year-old Scout Finch.
",To Kill a Mockingbird,The Prime of Miss Jean Brodie,To Kill a Mockingbird,To the Lighthouse,The Sound and the Fury
387,"This British authors novels Brideshead Revisited and A Handful of Dust both appeared on the list of Time magazines list of 100 Greatest Novels.
",Evelyn Waugh,Ian McEwan,Evelyn Waugh,Martin Amis,Salman Rushdie
388,"What allegorical novel, included on Time magazines 100 Greatest Novels list, follows a group of young boys marooned on a desert tropical island?
",Lord of the Flies,Native Son,The Lord of the Rings,American Pastoral,Lord of the Flies
389,"This novel by Jack Kerouac, regarded as the defining work of the Beat Generation, is based on the spontaneous trips made by the author and his friends.
",On the Road,Naked Lunch,A Passage to India,On the Road,Midnights Children
390,"Midnights Children, one of the books on Time magazines list of 100 Greatest Novels, was written by this author, who was sentenced to death following the publication of one of his literary works.
",Salman Rushdie,J.D. Salinger,Kazuo Ishiguro,Salman Rushdie,Zadie Smith
391,"Which of the following acknowledged literary works was left out of the list of 100 Best English-language Novels, published in Time magazine in 2006?
",all of these,War and Peace,Moby Dick,all of these,The Adventures of Huckleberry Finn
392,"What novel on Time magazines Best Novels list follows Holden Caulfield, a character that has come to be associated with teenage angst and rebellion?
",The Catcher in the Rye,The Moviegoer,The Blind Assassin,A Clockwork Orange,The Catcher in the Rye
393,"What fantasy novel, focusing on the adventures of the Pevensie siblings and set approximately in 1940, appeared on Time magazines 100 Best English-language Novels?
","The Lion, the Witch and the Wardrobe","The Lion, the Witch and the Wardrobe",The Painted Bird,The Lord of the Rings,The Chronicles of Prydain
394,"What 18th century English writer depicted Man Friday, whose name has become an expression used to describe a loyal male personal assistant?
",Daniel Defoe,Daniel Defoe,Robert Louis Stephenson,Johnathan Swift,Sir Walter Scott
395,"A neurological condition, characterised by altered perceptions of body image and visual illusions, was named after this character from childrens literature.
",Alice in Wonderland,Pinocchio,Peter Pan,Alice in Wonderland,Peter Rabbit
396,"This economic term, derived from the name of a folklore hero, refers to income redistribution.
",Robin Hood effect,Robin Hood effect,King Arthur effect,Sir Galahad effect,Sir Lancelot effect
397,"Which of these eponyms, derived from Jonathan Swifts novel Gullivers Travels, means a crude person, lacking in intelligence?
",yahoo,lilliputian,struldbrug,brobdingnagian,yahoo
398,"Which of these eponyms, derived from the name of a character created by Charles Dickens, is not correctly matched with its definition?
","Pickwickian - haughty, conceited","Scrooge - a stingy, miserly person","Pickwickian - haughty, conceited",Gradgrind - a person interested only in cold facts,Fagin - an adult who instructs children in crime
399,"What Nobel Prize-winning author depicted fictional character George F. Babbitt, whose surname has become synonymous with a business or professional man who conforms unthinkingly to dominant middle-class standards?
",Sinclair Lewis,William Faulkner,SAUL BELLOW,John Steinbeck,Sinclair Lewis
400,"This authors best-selling novel brought the term Pollyana into the English language to describe an illogically and blindly optimistic person.
",Eleanor H. Porter,Harper Lee,Louisa May Alcott,Laura Ingalls Wilder,Eleanor H. Porter
401,"The adjective Falstaffian, meaning jovial and with zest for life, is derived from the name of the fat knight Sir John Falstaff, who is featured in this Shakespearean comedy.
",The Merry Wives of Windsor,The Taming of the Shrew,The Merchant of Venice,The Merry Wives of Windsor,The Comedy of Errors
402,"What is the definition of the term dogberrysm, which is derived from Shakespeares play Much Ado About Nothing?
","the unintentional misuse of a word by confusion with one of similar sound, usually creating a comic effect",a seemingly small but actually crucial weakness,trickery or deception,striving for power at the price of spiritual values,"the unintentional misuse of a word by confusion with one of similar sound, usually creating a comic effect"
403,"Tartuffe, whose name has come to mean a hypocrite, especially one who affects religious piety, is the protagonist of a comedy by this playwright.
",MoliÃ¨re,EugÃ¨ne Ionesco,MoliÃ¨re,Samuel Beckett,Cyrano de Bergerac
404,"Earnest Hemingway was born in 1899 in a Chicago suburb, and later attended this high school.
",Oak Park and River Forest High School,Fenwick High School,Oak Park and River Forest High School,Carl Rogers High School,Cook County High School
405,"At the age of seventeen Ernest Hemingway began working as a reporter for The Kansas City Star, where he remained for how long?
",six months,one year,six months,tree years,one month
406,"On what date was Ernest Hemingway wounded, while performing his duties as a WW I ambulance driver?
","July 8, 1918","July 9, 1918","July 8, 1918","May 6, 1916","June 8, 1916"
407,"In 1920 Ernest Hemingway accepted a job at this Canadian newspaper, where he met Morley Callaghan.
",The Toronto Star,The Ottawa Sun,The Calgary Sun,The Quebec Star,The Toronto Star
408,"In Our Time was first published in 1925 and marked Hemingways American debut.  Which of the following short story titles is not part of this collection?
",The Killers,Indian Camp,The Battler,The Killers,Out of Season
