,Questions,Correct,A,B,C,D
394,"Who was the first man to be accused of witchcraft?
",John Proctor,Samuel Good,Giles Cory,John Proctor,George Burroughs
395,"Death Hill was the name of the sight of execution during the Salem witch trials.
",False,True,False,,
396,"John Walsh, host of Americas Most Wanted, is the father of kidnapped and murdered six-year-old, Adam Walsh.
",True,True,False,,
397,"Li Ka Shing, a Hong Kong businessman and one of the worlds richest men, paid an extremely large ransom for the safe return of his son, Victor Li Tzar. How much did he pay?
","134,000,000.00","$1,500,500.00","144,000,000.00","$125,000,000.00","134,000,000.00"
398,"The son of this famous singer was kidnapped on December 8, 1963 at Harrahs Lake Tahoe.
",Frank Sinatra,Joey Bishop,Dean Martin,Andy Williams,Frank Sinatra
399,"On May 2 1982,  the British nuclear submarine HMS Conqueror fired two torpedoes at the Argentine warship.  323 men of the 1,093 crew were killed on impact.
",General Belgrano,General Belgrano,Bismarck,Fascination,Lusitania
400,"On July 30, 1865 along the beaches of California, off Crescent City, a summer storm developed and this ship came across a submerged pinnacle known as The Dragons Teeth.
",Brother Jonathan,Titanic,Saratoga,Queen Mary,Brother Jonathan
401,"Two years after Titanics tragic sinking - In the summer of 1914 - this ship started a journey from Quebec harbor to England.  A heavy fog hid the horizon and she was hit by the Storstad, a Norwegian collier. Only 465 of the 1500 people onboard survived.
",The Empress of Ireland,Half Moon,The Empress of Ireland,Queen Elizabeth,Endeavour
402,"This vessel sunk in lake Michigan in 1919, after a fire on board got out of control.
",Frank OConnor,Louisiana,Carrington,Fleetwing,Frank OConnor
403,"In a shipwreck known as this, a Chinese merchant ship carrying  porcelain sank near an island in South Male Atoll In the 16th century.
",Guraidhoo Wreck,Cape of Good Hope Wreck,Prazer E Allegria Wreck,Persia Merchant Wreck,Guraidhoo Wreck
404,"On May 7th, 1915 this famous ship was hit by a torpedo near the shore of Queenstown, Ireland. It sank in 15 minutes.
",Lusitania,Andrea Doria,Lusitania,Britannic,Titanic
405,"On November 8, 1843 this ship left Lisbon, Portugal, with 84 convicts and headed for Goa, India. Near Cape of Good Hope the ship was taken by a strong current and was driven too close to the shore. She then struck the reef off Muli Island in Mulaku Atoll.
",The Prazer e Allegria,The Empress of Ireland,Titanic,The Ravestein,The Prazer e Allegria
406,"During a hot night in  August 1658, this ship was wrecked on Maamakunudhoo Atoll, while en route to Bengal. There was a small treasure onboard this ship: eight chests of silver and gold from West Africa.
",The Persia Merchant,The Persia Merchant,Santa Maria,Adventure,Queen Annes Revenge
407,"Said unsinkable, this ship started her maiden voyage with 2,220 passengers aboard in 1912. Unfortunately this was her first and her last voyage - she hit an iceberg and sank.
",Titanic,The Empress of Ireland,Titanic,Queen Annes Revenge,Blackbeards Ship
408,"On July 19, 1545 King Henry VIII prepared to watch the new pride of his fleet sail out to engage the French.  However, he ended up watching a disaster as this heavy ship heeled over and rapidly capsized when water poured into the lower gun ports.
",Mary Rose,Mary Rose,Belgrano,Queen Mary,Lusitania
409,"The First Triumvirate is the name historians give to the unofficial political alliance between what three man?
","Marcus Licinius Crassus, Gnaeus Pompeius Magnus and Gaius Julius Caesar","Marcus Licinius Crassus, Gnaeus Pompeius Magnus and Gaius Julius Caesar","Gaius Julius Caesar, Anthony and Gnaeus Pompeius Magnus","Octavius, Lepidus and Anthony","Octavius, Lepidus and Gnaeus Pompeius Magnus"
410,"Which temperature scale came first, Fahrenheit or Celsius?
",Fahrenheit,They were developed at  the same time,They were developed so close together that no one knows,Fahrenheit,Celsius
411,"In what year was slavery banned in the British colonies?
",1833,1802,1833,1864,1865
412,"Samuel Colt patented his revolver in this year, and later built the first industrialized firearm factory.
",1835,1855,1825,1845,1835
413,"Although it had been around for a long time, it was not until this person used chloroform, that it became a popular anesthetic.
",Queen Victoria,Dr. Elizabeth Blackwell,Mary Todd Lincoln,Queen Victoria,Sarah Bernhard
414,"The first photograph is considered to be an image produced by the French inventor NicÃ©phore NiÃ©pce, in what year?
",1826,1865,1546,1837,1826
415,"When was the first internal combustion engine to run on a mixture of explosive gas and air designed?
",1859,1876,1794,1859,1879
416,"The first Balfour Declaration, UKs committment to the establishment of a Jewish national home was issued in what year?
",1917,1947,1936,1905,1917
417,"Having been forgotten on the Treaty of Versailles and remaining legally at war, this country signed an official treaty with Germany, thus officially ending WW I .
",Andorra,Andorra,Spain,Portugal,Luxembourg
418,"What product was registered with the United States Patent and Trademark Office on October 27 in 1970, by the Van Brode Milling Company?
",Spork,Velcro,Spork,Crazy Glue,Wonderball
419,"This engineer, architect and industrialist invented the rotary lathe, used in plywood manufacturing.
",Immanuel Nobel,Thomas Edison,Alfred Nobel,Henry Ford,Immanuel Nobel
420,"This tool was originally made in Germany, but in 1896, after 5 years of hard work, Karl Elsener doubled its features.
",The Swiss army knife,The lawn sprinkler,The circular saw,The Swiss army knife,The electric chair
421,"This engineer, sometimes called The Father of Cool, invented the modern air conditioning system, soon after he graduated from Cornell University in 1901.
",Willis Carrier,Willis Carrier,Thomas Adams,George Alcorn,Andrew Alford
422,"What object, often regarded as a symbol of American consumerism, was designed in 1957 by Don Featherstone, who was later awarded the Ig Nobel Prize, a parody of the Nobel Prize?
",The pink flamingo lawn ornament,Velcro,The cordless router,The smiley face,The pink flamingo lawn ornament
423,"Peter Lymburner Robertson received a patent in 1909 for the invention of what tool?
",The square-headed screwdriver,The electric chair,The automatic swimming pool filter,The swiveling lawn sprinkler,The square-headed screwdriver
424,"What device was invented in 1879 by James Ritty, the owner of a tavern in Dayton, Ohio?
",The cash register,The electric chair,The microwave oven,The jukebox,The cash register
425,"She was the first African American woman to get a patent. It was issued on July 14, 1885, for a cabinet bed.
",Sarah Goode,Bessie Coleman,Rosemarry Donalds,Emily Edwards,Sarah Goode
426,"This American woman, who worked as a physical therapist, invented a device that could be used by veteran soldiers, who had lost their arms. It was an electrical apparatus that could deliver food through a tube.
",Bessie Blount Griffin,Billie M. Merriwether,Barbara Carruthers,Bessie Blount Griffin,Bethany Alcott
427,"He was the inventor of condensed milk. In 1874 he died in Texas, in a county which was posthumously named after him.
",Gail Borden,Immanuel Nobel,Jack Johnson,Karl K. Schumlegel,Gail Borden
428,"What was the real name of General Stonewall Jackson?
",Thomas Jonathan Jackson,Robert Edward Jackson,Thomas Jonathan Jackson,Henry David Jackson,Nathan Bedford Jackson
429,"Before the Civil War, Stonewall Jackson  was a professor of artillery and natural philosophy at which institute of higher learning?
",Virginia Military Institute,West Point,Sandhurst,Virginia Military Institute,The Citadel
430,"General Jackson acquired his nickname of Stonewall at which Civil War battle?
",Bull Run,Seven Pines,Chancellorsville,Fair Oaks,Bull Run
431,"Which general gave Stonewall Jackson his nickname?
",Barnard E. Bee,Robert E. Lee,Pierre G. Beauregard,Joseph Johnston,Barnard E. Bee
432,"During the early months of 1862, General Stonewall Jackson led a successful campaign in which region?
",The Shenandoah Valley,Red River Valley,The Shenandoah Valley,Tennessee Valley,The Peninsula
433,"Stonewall Jackson was wounded by his own men at which battle?
",Chancellorsville,Gettysburg,Wilsons Creek,Chancellorsville,New Market
434,"Stonewall Jacksons mortal wound necessitated the amputation of which limb?
",left arm,right leg,right arm,left arm,left leg
435,"Where was Stonewall Jacksons body buried?
","Lexington, VA",West Point cemetery,"Lexington, VA",The Chancellorsville battlefield,Hollywood Cemetery in Richmond
436,"General Stonewall Jackson did not participate at which of these battles?
",Gettysburg,White Oak Swamp,Fredericksburg,Cross Keys,Gettysburg
437,"General Stonewall Jackson was a graduate of the Virginia Military Institute.
",False,True,False,,
438,"The first evidence of human existence in Europe dates back to approximately how many years ago?
",35 000,50 000,100 000,10 000,35 000
439,"Homer set his epics in the last phase of the Bronze Age in ancient Greece. What is this phase called?
",Mycenaean Greece,Archaic Greece,Hellenistic Greece,Mycenaean Greece,Classical Greece
440,"Alexander the Great is a son of this European ruler.
",Philip II,Demetrius II,Amyntas IV,Theodosius I,Philip II
441,"The First Triumvirate was a secret pact in Ancient Rome aimed at controlling the Republic. It was formed in the mid-1st century BC by three great men - Pompey, Crassus, and who else?
",Julius Caesar,Julius Caesar,Julio-Claudian,Octavian,Mark Antony
442,"Under what ruler was Christianity officially acknowledged in the Roman Empire?
",Constantine I,Nero,Diocletian,Julian,Constantine I
443,"In 395 the Roman Empire was divided into two: the Western Roman Empire centered around Ravenna, and the Eastern Roman Empire centered around Constantinople. Who was the last emperor of a united Roman Empire?
",Theodosius I,Constantine II,Romulus Augustus,Marcus Aurelius,Theodosius I
444,"The Roman empire was revived when Pope Leo III crowned a king of the Franks as Imperator Augustus on 25 December 800. Under what name is this king known?
",Charlemagne,William the Conqueror,Louis the Pious,Charlemagne,Alexander the Great
445,"The Black Death, one of the deadliest infectious diseases in history,  took the lives of between 25-50 million people in Europe. What writer depicts the lives of people at that time?
",Giovanni Boccaccio in The Decameron,Giovanni Boccaccio in The Decameron,Dante in Divine Comedy,Erasmus in In Praise of Folly,Sir Thomas More in Utopia
446,"Who started the movement of Protestant Reformation in Europe?
",Martin Luther,Martin Luther,John Calvin,Erasmus,Ulrich Zwingli
447,"In what country did the Industrial Revolution start?
",Great Britain,Germany,Italy,Great Britain,France
448,"What did Joseph Woodland and  Bernard Silver patent in 1952?
",the barcode,the velcro,the Univac computer,the barcode,Silly Putty
449,"In the early 1950s, which of the following became the third country to have an atomic bomb?
",England,England,France,Russia(the USSR),The Peoples Republic of China
450,"Which event did not occur in the same year as the other three?
",Theodore Geisel writes Cat in the Hat.,UNIVAC becomes the first mass-produced computer.,Color Television is introduced.,Theodore Geisel writes Cat in the Hat.,Atomic power is introduced.
451,"Which event did not occur in the 1950s?
",Bobby Fisher becomes the World Champion in chess.,TANG breakfast drink is introduced.,Bobby Fisher becomes the World Champion in chess.,The Frisbee is successfully marketed in the USA.,The first successful test of a hydrogen bomb was done at Enewetak
452,"In 1957 Jimmy Hoffa became president of which union?
",International Brotherhood of Teamsters,American Brotherhood of Coal Miners,The AFL-CIO,United Federation of Teachers,International Brotherhood of Teamsters
453,"Which US space ship discovered the Van Allen Radiation Belt in 1958?
",Explorer I,Explorer I,Telstar I,Titan I,Apollo I
454,"What was Elvis Presleys first motion picture?
",Love Me Tender,Love Me Tender,Giant,Viva Las Vegas,Jailhouse Rock
455,"In the 1958 NFL Championship Game, the Colts played against the Giants. Which statement is untrue about the game?
","The Giants quarterback, Y.A.Tittle, threw a TD pass to Frank Gifford for the Giants first score.",The game was the first NFL Championship to go into sudden-death overtime.,Mel Triplett scored a 1 yard TD run.,"The Giants quarterback, Y.A.Tittle, threw a TD pass to Frank Gifford for the Giants first score.",The game was won by the Baltimore Colts on a 2 yard run by Alan Ameche.
456,"The Boston Celtics were the dominant professional basketball team in the 1950s. Which one of these  never played for the Celtics in the 1950s?
",Walter Dukes,Jack Nichols,K.C. Jones,Frank Ramsey,Walter Dukes
457,"On which show did Elvis Presley make his first TV appearance?
",The Dorsey Brothers Stage Show,The Dorsey Brothers Stage Show,Milton Berles Texaco Star Theater,The Ed Sullivan Show,The Steve Allen Tonight Show
458,"Which one of these was not part of the Million Dollar Quartet, formed in 1956 by Sun Records?
",Willie Nelson,Carl Perkins,Jerry Lee Lewis,Johnny Cash,Willie Nelson
459,"What society, that inhabited southern Mesopotamia, is widely regarded as the earliest civilization on Earth?
",Sumer,Minoan,Zapotec,Phoenicia,Sumer
460,"The Rosetta stone helped scientists to decipher the alphabet of this ancient civilization.
",Ancient Egypt,Ancient China,Ancient Rome,Ancient Greece,Ancient Egypt
461,"On what Mediterranean island did the Minoan civilization arise?
",Crete,Cyprus,Corsica,Crete,Corfu
462,"What was the predominating religion in the Achaemenid Empire, one of the first Persian empires?
",Zoroastrianism,Rastafarianism,Zoroastrianism,Hinduism,Shamanism
463,"Which was the largest empire in pre-Columbian America?
",Inca,Maya,Toltec,Inca,Zapotec
464,"This civilization arose in Central Mexico and its members spoke the Nahuatl language .
",Aztec,Olmec,Norte Chico,Toltec,Aztec
465,"Harappan was the mature phase of this civilization that flourished in the river valleys in Sindh province of Pakistan, extending westward into Balochistan province, and in West India.
",Indus Valley Civilization,Indus Valley Civilization,Ancient China,Mali Empire,Canaan
466,"According to legend, Ancient Rome was founded by the brothers Romulus and Remus who were raised by what animal?
",Wolf,Monkey,Wolf,Bear,Tiger
467,"Four colossal statues guard the temple Abu Simbel of what Egyptian pharaoh?
",Ramesses II,Nebhepetre Mentuhotep II,Mentuhotep II,Tutankhamun,Ramesses II
468,"What was the first civilization to make use of the alphabet that is believed to be the ancestor of all modern alphabets?
",Phoenicia,Indus Valley Civilization,Sumer,Arab,Phoenicia
469,"The country of Russia was named for the Vikings.
",True,True,False,,
470,"The Vikings adopted Christianity around 1000 AD.
",True,False,True,,
471,"Women could also be Vikings.
",False,True,False,,
472,"Vikings never plundered religious or holy sites.
",False,False,True,,
473,"In the age of the Vikings, Viking ships were the most technologically advanced.
",True,True,False,,
474,"In Viking culture all men were expected to carry weapons.
",True,True,False,,
475,"Loki was the Viking God of lies.
",False,True,False,,
476,"The first recorded Viking raid in Britain was in 763.
",False,True,False,,
477,"Leif Eriksson also known as Leif the Lucky is thought to have been the first European to land in North America.
",True,True,False,,
478,"The father of all Norse or Viking gods was Thor the God of Thunder.
",False,False,True,,
479,"WWII began on September 1, 1939, when Germany invaded this country.
",Poland,France,Austria,Russia,Poland
480,"The first underground metro in North America, the Boston subway, was opened on September 1 of  this year.
",1897,1911,1906,1916,1897
481,"On September  1, 1983 Korean Air Flight KAL-007 was shot down after entering Soviet airspace (this is true).   Some of the passengers and crew survived the crash.
",False,True,False,,
482,"On September 1, 1979, Pioneer 11 became the first spacecraft to visit Mercury.
",False,False,True,,
483,"On September 1, 1957, this Grammy Award - winning singer was born.  She began her career as lead singer for the Miami Sound Machine.
",Gloria Estefan,Mary J. Blige,Gloria Estefan,Aaliyah,Toni Basil
484,"The passenger pigeon was one of the most common birds in the world- it is estimated that there were about five billion in the United States alone. The last passenger pigeon died on September 1, 1914 in this zoo.
",The Cincinnati Zoo,The Giza Zoo,The Kabul Zoo,The Philadelphia Zoo,The Cincinnati Zoo
485,"On September 1, 1985, at a depth of 2 miles (3,8 km), south-east of Newfoundland, the wreck of the Titanic was discovered. Jean-Louis Michel was one of the two people who led the expedition. He was the other one.
",Dr. Robert Ballard,Evan Forde,Dr. Robert Ballard,Jacques-Yves Cousteau,Charles David Keeling
486,"Moammar Qaddafi and a group of officers staged a coup detat against King Idris on 1st of  September 1969 (this is true). The coup was unsuccessful and Qaddafi was sent to prison.
",False,True,False,,
487,"On September 1, 2004, in a small Russian town, armed terrorists took hundreds of schoolchildren and adults hostage. What was the name of the town?
",Beslan,Chita,Beslan,Rostov,Kirishi
488,"The first Crusade was initiated by Emperor Alexius I, when he appealed to Pope Urban II for help in defending against the Muslims.   Alexius I was the ruler of this great empire.
",The Byzantine Empire,The Holy Roman Empire,The Byzantine Empire,The Chinese Empire,The Western Roman Empire
489,"The Kingdom of Jerusalem was established after the first Crusade.  Godfrey of Bouillon was chosen to be King, but he refused the title and took this one instead.
",Defender of the Holy Sepulchre,Slayer of the Muslims,Defender of the Holy City,Defender of the Holy Land,Defender of the Holy Sepulchre
490,"The second Crusade, launched in 1145, was the most successful of all Crusades.
",False,True,False,,
491,"The Fourth Crusade (1202â€“1204) was called upon by Pope Innocent II and was originally intended to retake Jerusalem by conquering this country.
",Egypt,Bulgaria,Turkey,Egypt,The Byzantine Empire
492,"One of the most brutal crusades was the Albigensian Crusade (this is true). The aim of this crusade was to eliminate the religion of the Cathars.
",True,True,False,,
493,"Jews saw the Crusades as great help and welcomed knights as heroes.
",False,False,True,,
494,"The crusaders considered themselves sort of pilgrims and so, before joining a Crusade, they swore a vow to do this.
",To successfully reach Jerusalem,Not to steal any gold,To successfully reach Jerusalem,To preach Christianity to Muslim prisoners,To kill at least ten Muslims
495,"The military power of the Teutonic Order was broken after the Battle of Grunwald, after a defeat by these two countries.
",Poland and Lithuania,Poland and Estonia,Poland and Lithuania,Poland and Switzerland,Poland and Turkey
496,"This largest Christian military order was established in the aftermath of the First Crusade and is widely known as this.
",The Knights Templar,The Knights of St. John,The Knights Templar,The Order of Aviz,Ordo Draconis
497,"All of the Crusades were called upon by Popes.
",False,True,False,,
498,"NASA was established in this year, on July 29.
",1958,1952,1949,1958,1962
499,"The four events in this question took place on  February 4. However, one of the pairs (event - the year in which it happened) is wrong.
",Patty Hearst was kidnapped - 1976,First U.S. helicopter was shot down in Vietnam - 1962,Bank of the U.S. Shut Down - 1841,Patty Hearst was kidnapped - 1976,The Yalta Conference commenced - 1945
500,"One of these events did not take place on March 19.
",Indira Gandhi led India,Nevada legalized gambling,Americas first recorded bank robbery took place,General Fromm was executed for plot against Hitler,Indira Gandhi led India
501,"The mass suicide in Jonestown took place on this day in 1978.
",November 18,November 18,October 13,November 13,October 18
502,"One of these events did not take place during December.
",Napoleon died in exile,Napoleon died in exile,Bush ordered US troops to Somalia,Irish free state was declared,The Prohibition in the US ended
503,"One of these events did not take place on a summer day.
",Admiral Nelson was buried at St. Pauls Cathedral,Admiral Nelson was buried at St. Pauls Cathedral,President Adams settled in a new capital,Donald Duck debuted,The 1936 Summer Olympics
504,"1783 Treaty of Paris was signed on this day.
",September 3,November 5,December 6,October 4,September 3
505,"The Treaty of Brest-Litovsk was signed on March 3, 1918.
",True,True,False,,
506,"Magellan set out on his voyage around the world on this day.
","September 20, 1519","March 3, 1522","October 12, 1512","January 21, 1532","September 20, 1519"
507,"In 1799, Napoleon began his campaign to conquer the Ottoman Empire, but was eventually defeated at this city.
",Acco,Alexandria,Acco,Bagdhad,Istanbul
508,"The English Navigation Acts were a series of laws which restricted foreign shipping. Resentment against the Navigation Acts was a cause for which war?
",The Anglo-Dutch Wars,The English Civil War,The Anglo-Dutch Wars,The Boer War,The Anglo-Berber War
509,"What precipitated the 1969 six-day war between El Salvador and Honduras?
",A soccer game,Import tariffs on Honduran goods exported into El Salvador,Import tariffs on Salvadoran goods exported into Honduras,A soccer game,Control over the oil reserves in the Gulf of Fonseca
510,"In the Battle of Gaugamela, 331 B.C. , Alexander the Great of Macedonia defeated which king?
",Darius III,Cyrus the Great,Leonidas of Sparta,Marcellus Germanicus,Darius III
511,"F. D. Toussaint Louverture, a freed self-educated slave, was one of the leaders of which uprising?
",Haitian Revolt,Sandanista Uprising,Rebellion of Martinique,Haitian Revolt,Revolution of  Devils Island
512,"What conflict was initiated by a self-proclaimed mystic, named Hong Xiuquan, who claimed that he was the new Messiah?
",Taiping Rebellion,Taiping Rebellion,Turko-Russian War,Opium Wars,Boxer Revolution
513,"In this 751 A.D. military conflict between Islamic forces and Chinese forces, the Chinese were completely defeated.
",Talas War,Talas War,Sino-Turkish War,Opium War,Boxer Revolution
514,"This conflict, which lasted from 1839 to 1842, is regarded as a trade-inspired war between Great Britain and the Qing Empire in China.
",The First Opium War,The War of the Roses,The First Opium War,The Shanghai Revolution,Boxer Rebellion
515,"The Great Northern War was the war fought between a coalition of Russia, Denmark-Norway and Saxony-Poland one side and Sweden on the other side. The coalition attacked Sweden in what year?
",1700,1942,1700,1917,1864
516,"The Battle of CrÃ©cy, which took place on 26 August 1346, was one of the most important battles of a war conflict between which two countries?
",France and England,France and England,France and Flanders,France and Spain,France and Prussia
517,"In this film, the Vietnam War veteran, played by Roy Scheider experienced a war flashback, involving the execution of an enemy soldier.
",Blue Thunder,Blue Thunder,Blackhawk Down,Jaws II,A Bridge  Too Far
518,"What was the name of the 1989 film, directed by Brian De Palma, in which a Vietnamese girl is kidnapped, raped and murdered by US troops?
",Casualties of War,Platoon,The Village,Apocalypse Now,Casualties of War
519,"In this movie the main character experiences a flashback in which he is tied in a crucifying position and being slowly slashed with a large knife.
",First Blood,First Blood,Uncommon Valor,Iron Eagle,Rambo III
520,"Which country occupied Vietnam from the end of WW II to 1954, setting the scene for a civil war between North and South Vietnam?
",France,India,Holland,China,France
521,"The Henry House can be found on which Civil war battlefield?
",Bull Run,South Mountain,Petersburg,Cedar Creek,Bull Run
522,"Elkhorn Tavern is located on which battlefield?
",Pea Ridge,Pea Ridge,Chickamauga,Franklin,Wilsons Creek
523,"Hornets Nest is associated with which battlefield?
",Shiloh,Shiloh,Corinth,Chattanooga,Iuka
524,"The Burnside Bridge is related to which Civil War battlefield?
",Antietam,Glorietta Pass,Chantilly,Cheat Mountain,Antietam
525,"The Maryes Heights are a landmark, found on which battlefield?
",Fredericksburg,Cold Harbor,Chancellorsville,Fair Oaks,Fredericksburg
526,"On which battlefield was Lookout Mountain a dominant feature?
",Chattanooga,Chattanooga,Peachtree Creek,Mechanicsville,Seven Pines
527,"Farmland, owned by the McPherson family, the Cordori family, the Spangler family, the Culp family, and the Rose family is part of which battlefield?
",Gettysburg,Cedar Mountain,Gettysburg,Franklin,Bull Run
528,"Where was the Mule Shoe located?
",Spotsylvania,The WIlderness,Murfreesboro,Spotsylvania,Appomattox
529,"The Crater is a famous landmark, located on which battlefield?
",Petersburg,Fair Oaks,Petersburg,Seven Pines,Red River
530,"Where is the Field of Lost Shoes located?
",New Market,Lynchburg,McDowell,Kernstown,New Market
531,"On what date did the Mayflower leave port?
",September 6,September 13,September 20,September 16,September 6
532,"Before its trans-Atlantic voyage the Mayflower was a merchant ship travelling between England and other European countries. What was its primary cargo?
",wine,rum,wine,livestock,guns
533,"It is estimated that the crew of the Mayflower consisted of how many people?
",25-30,25-30,10-20,30-50,5-10
534,"What is the Mayflowers estimated length?
",90-110 feet,80-100 feet,90-110 feet,115-130 feet,100-125 feet
535,"How wide was the Mayflower estimated to be?
",25 feet,40 feet,25 feet,20 feet,35 feet
536,"How many days did it take the Mayflower to make the crossing from England to America?
",66 days,66 days,80 days,77 days,70 days
537,"How many passengers were aboard the Mayflower when it crossed the Atlantic?
",102,93,100,102,90
538,"Where did the pilgrims aboard the Mayflower intend to settle?
",in Virginia,in Virginia,in Pennsylvania,in Ohio,in New York
539,"The Mayflower returned to England in 1621.
",True,True,False,,
540,"In the 1982 film Airplane 2: The Sequel the space shuttle was called the Mayflower 1.
",True,True,False,,
541,"After the Romans left in 412-413 AD present-day Netherlands was populated by the Franks, Saxons and what other tribe?
",Frisians,Jutes,Goths,Angles,Frisians
542,"According to a legend, what preacher was killed by pagans at the northern city of Dokkum in 754?
",Bonifatius,Clovis,Patrick (Patricius),Radboud,Bonifatius
543,"In 1596, navigator Cornelis de Houtman set  foot on the shore of  what future colonial possession?
",Dutch East Indies (Indonesia),Dutch East Indies (Indonesia),New Netherlands (North America),Ceylon (Shri Lanka),Surinam (Dutch Guyana)
544,"What Dutch city was repeatedly plundered by the Vikings?
",Dorestad,Dorestad,Roodeschool,Elburg,Goes
545,"Dutch independence from Spain (1648) was recognized in this Treaty.
",Treaty of Munster,Treaty of Soissons,Treaty of Antwerp,Treaty of Beijing,Treaty of Munster
546,"The first Dutch railway opened in this year -- the same year Belgian independence was recognized by the Dutch.
",1839,1839,1870,1802,1895
547,"What Liberal statesman was Prime Minister of the Netherlands in the mid 19th century?  He drafted constitutional changes following the Paris Revolution of 1848.
",Johan Rudolf Thorbecke,Anton Adriaan Mussert,Johan Rudolf Thorbecke,Henri Gerard Winkelman,Pieter Jelles Troelstra
548,"Who was the second wife (1879) of King William the Third of Netherlands? Her only daughter, Wilhelmina ascended the throne on September 6th, 1898 at the age of eighteen.
",Emma,Emma,Constance,Valerie,Odette
549,"What was the nickname of William, Prince of Orange, Count of Nassau (Willem, Prins van Oranje, Graaf van Nassau), killed in 1584 in the city of Delft?
",The Silent,The Conqueror,The Wealthy,The Bold,The Silent
550,"Most people thought a flight to the Moon would be impossible. Many developments had to take place, before it could even be seriously considered. One such development was the launch of the first artificial satellite in space, by the Soviet Union. What was the satellites name?
",Sputnik One,Sputnik One,Vostok One,Luna One,Spusk One
551,"This was the second NASA space project. It helped develop the techniques, that made the famous Apollo missions possible. This spacecraft, the most sophisticated of its time, was launched by a converted Titan 2 rocket.
",Gemini,Voyager,Gemini,Atlas,Mercury
552,"Luna 1 was the first spacecraft to land on the Moon.
",False,False,True,,
553,"President Kennedy once said I believe this nation should commit itself to achieving the goal, before this decade is out, of landing a man on the moon and returning him safely to the Earth. This was the goal of the Apollo project. Which one of these rockets was used to launch the Apollo spacecraft?
",Saturn,Titan,Atlas,Saturn,Ariane
554,"The project of the Soviet Union, that aimed at the Moon, was the Luna programme. Although all of the Luna missions were unmanned, they were pioneers in many space explorations. Which one of these missions was the first to take pictures of the far side of the Moon?
",Luna 3,Luna 9,Luna 2,Luna 3,Luna 12
555,"Neil Armstrong, Edwin Aldrin and Bill Anders were the three astronauts on Apollo 11.
",False,True,False,,
556,"On October 24, 1960 a rocket exploded on a launchpad at Baikonur Cosmodrome and caused the death of over 100 military personnel, engineers, and technicians.  While once thought to have been space related, it later became known that the accident was connected with the development of a new Intercontinental Ballistic Missile. The incident was covered up by the Soviet government and did not emerge until the 1990s.   What is this incident known as?
",Nedelin catastrophe,R-16 conspiracy,Korolev disaster,Yangel incident,Nedelin catastrophe
557,"The Apollo project suffered some serious setbacks. Apollo 13 was supposed to be the third manned mission to land on the Moon. However, when the spacecraft was 321,860 km (199,994.5 miles) away from the Earth, an accident took place. The mission was canceled and the crew returned to Earth, proving that the spacecraft was capable of dealing with major crisis. What was the cause of this accident.
",Explosion of one of the oxygen tanks,Problem with the main engine,Meteoroid impact,Explosion of one of the oxygen tanks,Problem with the auxiliary thrusters
558,"The mission of Luna 24 was to collect soil samples from the Moon.
",True,True,False,,
559,"This was the first joint flight of the two rivals in the race to the Moon. It was also the first international manned spaceflight. A Soviet and an American spacecraft were joined to test the compatibility of their rendezvous and docking systems.
",Apollo-Soyuz,Apollo-Soyuz,Apollo-Luna,Mercury-Salyut,Gemini-Voskhod
560,"Napoleon started his military career in the cavalry.
",False,False,True,,
561,"This was Napoleons perfect battle.
",Austerlitz,Friedland,Jena,Waterloo,Austerlitz
562,"Napoleon Bonaparte usually wore a uniform of the following rank.
",Colonel,King,Colonel,General,Marshal
563,"Napoleon Bonaparte had no children to succeed him.
",False,True,False,,
564,"Napoleon Bonapartes body still lies in Saint Helena, where he was buried.
",False,True,False,,
565,"This Mameluke was Napoleons constant attendant.
",Roustam,Roustam,Tommy,Karageorgio,Maltesta
566,"In 79 BC, a major cloud appeared over mount Vesuvius. The eruption that would follow, would forever be linked to the demise of Pompeji. However, this was not the only city buried beneath ash and mud. What other town was devastated by the eruption?
",Herculaneum,Herculaneum,Napoli,Misenum,Stabiae
567,"This 1755 disaster was widely believed to be Gods wrath. After this disaster, the Inquisition came down even harder on the non-believers. In Spain and Portugal non-Catholics were forced to baptize, in England and Sweden official days of fasting were proclaimed. Voltaire mentioned this disaster in his Novel Candide.
",The Lisbon Earthquake,The Lisbon Earthquake,The Black Plague,The fall of Constantinople,Famine due to poor harvests
568,"This disaster, which took place in 1883, caused a tsunami with up to 50 m high waves. It struck the coasts of Java and Sumatra, flooding approximately 300 towns and killing 36.000 people. What was the direct cause?
",The Explosion of Krakatau,The Explosion of Krakatau,Earth/Sea Quake,Extreme tides,Nucleair testing
569,"The famous rhyme I had a little bird. Its name was Enza. I opened the window. And In-flew-Enza refers to what disaster?
",The Spanish Flu,The Sleeping Disease,Ebola,The Spanish Flu,The Bird flu
570,"In the year 1770, the worst ever famine in history struck this region, considered to be one of the most densely populated areas on Earth.
",Bengal,Indonesia,Bengal,China,India
571,"In 1931 a big flood hit this country/area causing the deaths of approximately 850.000 - 4.000.000 people.
",The Yellow River flooding - China,The flooding of the Volga - Russia,Tsunami - Indonesia,The flooding of the Nile - Egypt,The Yellow River flooding - China
572,"In 1991, a cyclone, unofficially known as Cyclone Gorky, struck this country leaving at least 138.000 people dead.
",Bangladesh,China,Bangladesh,Srilanka,Indonesia
